titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 11 Red,320000,13-12-2022,10:27:25,"Providencia, Región Metropolitana",67
Baterias Iphone,3000,13-12-2022,03:36:40,"Las Condes, Región Metropolitana",67
Apple Iphone SE - 2da generacion - 64 Gb - Nuevo,209000,12-12-2022,22:38:57,"Santiago, Región Metropolitana",67
IPhone 12 64g,480000,12-12-2022,20:58:14,"Las Condes, Región Metropolitana",67
Iphone 6S 64GB Perfectas condiciones,70000,12-12-2022,20:19:36,"Ñuñoa, Región Metropolitana",67
Iphone 12 PRO,500000,12-12-2022,18:50:11,"Puente Alto, Región Metropolitana",67
IPhone 12 Pro Max 256GB,720000,12-12-2022,18:24:41,"Providencia, Región Metropolitana",67
IPhone 8 excelente estado,210000,12-12-2022,18:17:48,"San Miguel, Región Metropolitana",67
"IPhone 8 en perfecto estado, sin rallones",180000,12-12-2022,17:33:28,"La Granja, Región Metropolitana",67
"Iphone 8 usado, Muy buen estado",130000,12-12-2022,16:09:05,"Peñalolén, Región Metropolitana",67
IPhone XR 64gb como nuevo,240000,12-12-2022,15:42:38,"Maipú, Región Metropolitana",67
IPhone 11 de 64 gb,350,12-12-2022,14:18:08,"Las Condes, Región Metropolitana",67
"Cristal De Pantalla Para Iphone 4 , Blanco Y Negro",4800,12-12-2022,13:25:58,"Macul, Región Metropolitana",67
Cristal Glass + Oca + Marco Para iPhone XS MAX,25900,12-12-2022,13:22:22,"Macul, Región Metropolitana",67
Cristal Glass Iphone 7 Iphone 7g Original + Kit ,15000,12-12-2022,13:14:59,"Macul, Región Metropolitana",67
Cristal De Pantalla Iphone 4s Blanco Y Negro + Kit,6990,12-12-2022,13:03:54,"Macul, Región Metropolitana",67
Iphone XR,200000,12-12-2022,09:46:31,"Puente Alto, Región Metropolitana",67
IPhone 13 128GB,700000,12-12-2022,08:23:30,"Santiago, Región Metropolitana",67
Funda de silicona para IPhone 13.,6990,12-12-2022,00:02:46,"Santiago, Región Metropolitana",67
Iphone 12 Pro Max 256 Gb azul Sin detalles oportun,850000,11-12-2022,23:58:32,"Vitacura, Región Metropolitana",67
IPhone 12 mini 64gb,230000,11-12-2022,22:07:14,"Santiago, Región Metropolitana",67
IPhone XR 128gb,200000,11-12-2022,20:19:29,"Santiago, Región Metropolitana",67
Xiaomi mi 10t pro permuto por iphone,80000,11-12-2022,19:23:52,"La Reina, Región Metropolitana",67
IPhone 7plus ,300000,11-12-2022,17:19:30,"Maipú, Región Metropolitana",67
Iphone 11,1150000,11-12-2022,16:58:44,"Maipú, Región Metropolitana",67
Iphone 13 pro Max,350000,11-12-2022,16:20:34,"Providencia, Región Metropolitana",67
IPhone 11 128 GB negro,350000,11-12-2022,14:55:47,"Ñuñoa, Región Metropolitana",67
IPhone 7,100000,11-12-2022,13:11:00,"La Florida, Región Metropolitana",67
Iphone 11 navidad,240000,11-12-2022,12:45:40,"La Reina, Región Metropolitana",67
IPhone 7 Rosa,390000,11-12-2022,12:35:30,"Santiago, Región Metropolitana",67
IPhone 8 Plus 64GB,800000,10-12-2022,19:27:30,"San Miguel, Región Metropolitana",67
Iphone 11 64 gb impecable,200000,10-12-2022,18:38:31,"La Florida, Región Metropolitana",67
Iphone 13 pro max,360000,10-12-2022,16:38:18,"Puente Alto, Región Metropolitana",67
IPhone SE (PRODUCT) RED 2da Generación,430000,10-12-2022,16:24:24,"San Miguel, Región Metropolitana",67
IPhone 11 blanco,350000,10-12-2022,14:55:44,"Estación Central, Región Metropolitana",67
IPhone 12 64 gb nuevo,260000,10-12-2022,13:59:52,"Buin, Región Metropolitana",67
iPhone XS Max color Rosado impecable,380000,10-12-2022,12:15:10,"Peñalolén, Región Metropolitana",67
Iphone 11 de 64 gb en perfecto estado,660000,10-12-2022,11:36:21,"Santiago, Región Metropolitana",67
IPhone se nuevo ocacion 128GB,5000,10-12-2022,11:20:45,"Peñalolén, Región Metropolitana",67
IPhone 12 promax 256gb,400000,09-12-2022,23:56:04,"San Miguel, Región Metropolitana",67
USB iphone,300000,09-12-2022,23:32:32,"Independencia, Región Metropolitana",67
IPhone 12 mini,400000,09-12-2022,22:43:13,"Estación Central, Región Metropolitana",67
IPhone 11 64gb,460000,09-12-2022,22:29:20,"Puente Alto, Región Metropolitana",67
Iphone 11 64 gb,100000,09-12-2022,22:29:16,"Santiago, Región Metropolitana",67
IPhone 12 64 gb,15000,09-12-2022,21:48:26,"Colina, Región Metropolitana",67
Iphone 6,0,09-12-2022,21:48:00,"Cerro Navia, Región Metropolitana",67
Cargador Magnetico iPhone,0,09-12-2022,21:32:00,"Cerro Navia, Región Metropolitana",67
0,0,0,,0,67
0,0,0,,0,67
0,0,0,,0,67
