titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 11 92%,300000,28-02-2023,01:38:40,"Santiago, Región Metropolitana",46
IPhone SE 1era generación,80000,27-02-2023,23:33:43,"Las Condes, Región Metropolitana",46
IPhone 6,100000,27-02-2023,23:29:04,"Ñuñoa, Región Metropolitana",46
IPhone 7 precio conversable,120000,27-02-2023,23:26:22,"Conchalí, Región Metropolitana",46
IPhone XS 64gb,200000,27-02-2023,23:06:07,"Macul, Región Metropolitana",46
Pack De Carcasas iPhone 11,5000,27-02-2023,22:25:41,"Santiago, Región Metropolitana",46
Iphone 6s 32gb,60000,27-02-2023,22:15:16,"Pudahuel, Región Metropolitana",46
Pantalla iPhone SE 2020 a Domicilio,36000,27-02-2023,20:52:57,"Providencia, Región Metropolitana",46
Bateria iPhone 7 Plus Nuevas Domicilio,600000,27-02-2023,20:52:19,"Quilicura, Región Metropolitana",46
Bateria iPhone XS Nuevas a Domicilios,800000,27-02-2023,20:51:59,"Quilicura, Región Metropolitana",46
Iphone 12,650000,27-02-2023,20:14:02,"La Florida, Región Metropolitana",46
Iphone 12 pro 10/10 permuto por fz al dia lea ,120000,27-02-2023,19:01:29,"Recoleta, Región Metropolitana",46
Iphone 12 Pro Max,160000,27-02-2023,18:37:51,"Independencia, Región Metropolitana",46
2x1 Huawei P20 Lite y Iphone 7,340000,27-02-2023,16:10:31,"Recoleta, Región Metropolitana",46
"IPhone 8, 64GB",360000,27-02-2023,15:53:05,"Providencia, Región Metropolitana",46
Iphone 11 128g,80000,27-02-2023,15:48:01,"Vitacura, Región Metropolitana",46
IPhone 11 ,20000,27-02-2023,15:22:59,"Santiago, Región Metropolitana",46
IPhone 8,650000,27-02-2023,14:32:01,"Las Condes, Región Metropolitana",46
Caja Iphone,300000,27-02-2023,13:28:28,"Quinta Normal, Región Metropolitana",46
IPhone 13 Pro Max 128gb,1150000,27-02-2023,13:16:26,"Huechuraba, Región Metropolitana",46
IPhone 11 64gb,170000,27-02-2023,12:51:58,"Maipú, Región Metropolitana",46
IPhone 14 pro max,70000,27-02-2023,11:32:00,"Santiago, Región Metropolitana",46
IPhone 8 blanco,1100000,27-02-2023,09:43:57,"Ñuñoa, Región Metropolitana",46
IPhone SE (1 gen),480000,27-02-2023,01:11:49,"Providencia, Región Metropolitana",46
Iphone Se,320000,26-02-2023,23:57:05,"Maipú, Región Metropolitana",46
IPhone 14 Pro + Accesorios,20000,26-02-2023,23:26:25,"Las Condes, Región Metropolitana",46
IPhone 12 Black,260000,26-02-2023,20:56:02,"Santiago, Región Metropolitana",46
 iPhone 11 64gb ,300000,26-02-2023,19:53:04,"Providencia, Región Metropolitana",46
Audífonos originales iPhone,3000,26-02-2023,18:25:02,"Santiago, Región Metropolitana",46
IPhone 11 de 64 negro,280000,26-02-2023,18:15:30,"La Granja, Región Metropolitana",46
IPhone 11,470000,26-02-2023,17:55:56,"Puente Alto, Región Metropolitana",46
Carcasas Iphone 11,55000,26-02-2023,15:18:18,"Maipú, Región Metropolitana",46
IPhone 11 128g,450000,26-02-2023,14:14:45,"Ñuñoa, Región Metropolitana",46
"IPhone 12, Blanco 64GB Casi Nuevo Garantia",520000,25-02-2023,23:45:56,"Santiago, Región Metropolitana",46
Iphone 7 usado 32GB,12000,25-02-2023,14:32:01,"San Bernardo, Región Metropolitana",46
 IPhone 12,800000,25-02-2023,13:53:11,"Macul, Región Metropolitana",46
"Iphone 13, 128 gb, cargador rápido",470000,25-02-2023,10:52:52,"Santiago, Región Metropolitana",46
Funda original iphone 13 mini color blue jay,200000,25-02-2023,09:57:10,"Santiago, Región Metropolitana",46
Iphone 12 pro,250000,24-02-2023,23:24:48,"Recoleta, Región Metropolitana",46
"Impecable IPhone 12 128 GB, caja y cable original",7990,24-02-2023,22:05:28,"Las Condes, Región Metropolitana",46
IPhone XR,110000,24-02-2023,21:06:20,"Puente Alto, Región Metropolitana",46
IPhone XR,200000,24-02-2023,15:16:01,"Macul, Región Metropolitana",46
"Carcasas iphone 14, 14 pro y 14 pro Max",1234564,24-02-2023,14:27:22,"Santiago, Región Metropolitana",46
IPhone 7 32GB Black,470000,24-02-2023,11:51:25,"Quinta Normal, Región Metropolitana",46
Iphone 8 rose gold,0,24-02-2023,11:26:28,"Santiago, Región Metropolitana",46
IPhone 7 32 gb Perfecto estado precio Conversable,0,23-02-2023,23:21:43,"La Cisterna, Región Metropolitana",46
IPhone 12 Pro 128Gb,0,23-02-2023,22:53:27,"Ñuñoa, Región Metropolitana",46
0,0,0,,0,46
0,0,0,,0,46
0,0,0,,0,46
