titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Celular iPhone 12 Pro Max 256 gb como nuevo,530000,01-06-2023,16:28:07,"La Cisterna, Región Metropolitana",24
IPhone 13 Pro Max Gold seminuevo sin caja,799990,01-06-2023,13:59:58,"Providencia, Región Metropolitana",24
"IPhone 13 Pro Gold, seminuevo sin caja.",689990,01-06-2023,13:57:24,"Providencia, Región Metropolitana",24
"IPhone 12 Pro Gold, seminuevo sin caja.",549990,01-06-2023,13:52:53,"Providencia, Región Metropolitana",24
"IPhone 11 Negro 128GB, seminuevo sin caja",349990,01-06-2023,13:50:21,"Providencia, Región Metropolitana",24
"IPhone 8 negro 64GB, usado sin caja.",149990,01-06-2023,13:50:01,"Providencia, Región Metropolitana",24
"IPhone 12 Pro Pacific Blue, seminuevo sin caja",549990,01-06-2023,13:49:16,"Providencia, Región Metropolitana",24
Iphone 11 64gb Negro - En Excelente Estado,339000,01-06-2023,13:11:19,"Vitacura, Región Metropolitana",24
"IPHONE 7 , 128GB , bien conservado",68000,01-06-2023,12:04:48,"Santiago, Región Metropolitana",24
IPhone 7,40000,01-06-2023,09:13:09,"La Florida, Región Metropolitana",24
11 iPhone usado,230000,01-06-2023,07:17:45,"Las Condes, Región Metropolitana",24
IPhone 11 blanco 128 GB,300000,01-06-2023,00:18:05,"Santiago, Región Metropolitana",24
IPhone 11 64gb,270000,31-05-2023,22:34:22,"Santiago, Región Metropolitana",24
"IPhone xr usado, con detalles",200000,31-05-2023,21:34:24,"Lo Barnechea, Región Metropolitana",24
Iphone 6s 32 GB Impecable,119990,31-05-2023,20:56:00,"La Florida, Región Metropolitana",24
IPhone SE 2020,230000,31-05-2023,19:26:42,"Providencia, Región Metropolitana",24
Iphone 6,50000,31-05-2023,18:09:16,"Las Condes, Región Metropolitana",24
IPhone SE 2020 64 gb,100000,31-05-2023,18:08:43,"Ñuñoa, Región Metropolitana",24
IPhone SE año 2022 64G cómo nuevo,280000,31-05-2023,17:07:29,"Santiago, Región Metropolitana",24
 IPhone XR Amarillo,300000,31-05-2023,15:51:34,"Providencia, Región Metropolitana",24
IPhone 12 64gb,420000,31-05-2023,15:19:45,"Ñuñoa, Región Metropolitana",24
Iphone 8 plus,200000,31-05-2023,14:32:01,"Puente Alto, Región Metropolitana",24
Iphone 14 pro max 256gb con boleta sellado PERMUTO,1200000,31-05-2023,13:44:26,"La Cisterna, Región Metropolitana",24
IPhone 7 32 GB para repuesto,25000,31-05-2023,12:54:24,"Independencia, Región Metropolitana",24
Iphone 12,480000,31-05-2023,11:41:12,"Cerro Navia, Región Metropolitana",24
IPhone 12 64 Gb,290000,31-05-2023,11:22:43,"Cerrillos, Región Metropolitana",24
Iphone SE 2020,150000,30-05-2023,19:59:08,"Puente Alto, Región Metropolitana",24
phone 8 blanco,150000,30-05-2023,18:58:58,"San Miguel, Región Metropolitana",24
Iphone 7 256 gb,60000,30-05-2023,17:47:25,"Santiago, Región Metropolitana",24
IPhone 12 pro max,600000,30-05-2023,17:47:11,"Santiago, Región Metropolitana",24
Carcasas iphome,10000,30-05-2023,15:37:26,"Cerrillos, Región Metropolitana",24
IPhone 11 de 128gb,350000,30-05-2023,14:29:06,"Santiago, Región Metropolitana",24
"IPhone 12, 64 gb, en buen estado",340000,30-05-2023,11:37:58,"Puente Alto, Región Metropolitana",24
Iphone xr,150000,29-05-2023,23:52:34,"Las Condes, Región Metropolitana",24
Iphone 12 pro max 128 GB,550000,29-05-2023,22:24:09,"Peñaflor, Región Metropolitana",24
IPHONE 12 PRO 256 GB soplado,490000,29-05-2023,22:15:35,"Lo Barnechea, Región Metropolitana",24
Iphone 11 pro max,330000,29-05-2023,20:58:49,"San Miguel, Región Metropolitana",24
Iphone 7 32gb,95000,29-05-2023,18:34:20,"Puente Alto, Región Metropolitana",24
Iphone 5 para repuestos,10000,29-05-2023,16:17:04,"Puente Alto, Región Metropolitana",24
Iphone 5 para repuestos,15000,29-05-2023,16:16:48,"Puente Alto, Región Metropolitana",24
Iphone 11 pro max (512gb),630000,29-05-2023,16:08:40,"La Florida, Región Metropolitana",24
IPhone 12 64GB 85% batería,380000,29-05-2023,15:45:40,"La Reina, Región Metropolitana",24
Iphone 11 Pro Max 256gb Color Gris Reacondicionado,400000,29-05-2023,13:57:20,"Las Condes, Región Metropolitana",24
Carcasas iphone 4 y 5,5000,29-05-2023,13:51:35,"Providencia, Región Metropolitana",24
Celular iPhone SE 2020,100000,29-05-2023,13:01:42,"Santiago, Región Metropolitana",24
IPhone 11 Pro Max 64gb,400000,29-05-2023,12:56:42,"Independencia, Región Metropolitana",24
Audifonos Bluetooth Compatible iPhone 7 8 Xr 11 12,27990,29-05-2023,12:17:27,"Providencia, Región Metropolitana",24
0,0,0,,0,24
0,0,0,,0,24
0,0,0,,0,24
