titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone SE 2020,180000,19-07-2023,22:11:33,"Las Condes, Región Metropolitana",13
IPhone 7 Plus,140000,19-07-2023,20:32:01,"Maipú, Región Metropolitana",13
Iphone 6s plus,50000,19-07-2023,18:12:34,"Ñuñoa, Región Metropolitana",13
Caja con Carcasas iPhone Pro Max,100000,19-07-2023,16:46:11,"Lampa, Región Metropolitana",13
Se permuta reno 7 por un iPhone se,250000,19-07-2023,15:41:26,"San Miguel, Región Metropolitana",13
Carcasas para iphone 11 y 12,2500,19-07-2023,15:01:17,"Santiago, Región Metropolitana",13
IPhone 12 mini,350000,19-07-2023,14:16:57,"Quinta Normal, Región Metropolitana",13
Permuto Iphone 12 mini,400000,19-07-2023,12:48:19,"Maipú, Región Metropolitana",13
Iphone 11 64GB,300000,19-07-2023,12:04:20,"Santiago, Región Metropolitana",13
IPhone SE sin accesorios,50000,18-07-2023,23:24:39,"Colina, Región Metropolitana",13
IPHONE 12 (9 meses de uso),420000,18-07-2023,23:00:43,"Las Condes, Región Metropolitana",13
Permuto Xiaomi 12 + Smartwatch S1ACTIVE por iPhone,359000,18-07-2023,22:14:13,"Santiago, Región Metropolitana",13
IPhone 12 mini excelente estado,250000,18-07-2023,21:34:06,"Providencia, Región Metropolitana",13
IPhone XR negro 64 gb como nuevo,620000,18-07-2023,20:58:55,"Providencia, Región Metropolitana",13
IPhone 12 Pro Max,680000,18-07-2023,16:48:12,"Las Condes, Región Metropolitana",13
IPhone 13 Pro  ,7900,18-07-2023,12:36:21,"Vitacura, Región Metropolitana",13
Flex De Carga Iphone 7 Plus Jack Audio Y Microfono,13900,18-07-2023,12:07:28,"Providencia, Región Metropolitana",13
Altavoz Iphone 7 Plus Parlante Speaker Nuevo,330000,18-07-2023,11:43:37,"Providencia, Región Metropolitana",13
IPhone 12 Blanco 64gb,980000,18-07-2023,08:03:35,"San Bernardo, Región Metropolitana",13
IPhone 13 pro Max,10000,17-07-2023,23:33:29,"Independencia, Región Metropolitana",13
14 carcasas IPhone 13 Pro Max,400000,17-07-2023,20:29:34,"Ñuñoa, Región Metropolitana",13
iPhone SE,140000,17-07-2023,19:43:57,"San Ramón, Región Metropolitana",13
Iphone 12 pro 128gb,830000,17-07-2023,18:59:29,"La Cisterna, Región Metropolitana",13
Iphone 8,270000,17-07-2023,18:38:42,"Las Condes, Región Metropolitana",13
IPhone 13 Pro Max 256 llegar y usar,130000,17-07-2023,18:02:31,"San Bernardo, Región Metropolitana",13
Iphone 11 Liberado,70000,17-07-2023,14:56:04,"La Granja, Región Metropolitana",13
IPhone 8,17000,17-07-2023,14:09:33,"Santiago, Región Metropolitana",13
Pantalla iPhone 11 Pro Max a Domicilio,390000,17-07-2023,13:18:12,"Santiago, Región Metropolitana",13
Bateria iPhone 6 PLUS Y 6S Plus a Domicilio,300000,17-07-2023,13:17:50,"Santiago, Región Metropolitana",13
Iphone 12 White,90000,17-07-2023,10:58:39,"Quilicura, Región Metropolitana",13
IPhone 11 excelente estado,370000,17-07-2023,09:25:31,"Santiago, Región Metropolitana",13
Iphone 7 en excelente estado,9000,17-07-2023,08:11:04,"Pudahuel, Región Metropolitana",13
IPhone 12 negro 64GB,220000,17-07-2023,00:40:33,"Ñuñoa, Región Metropolitana",13
Funda ItSkins Spectrum Clear para iPhone SE,230000,17-07-2023,00:22:41,"Ñuñoa, Región Metropolitana",13
IPhone 11 64GB,250000,17-07-2023,00:08:21,"Maipú, Región Metropolitana",13
IPhone 11 64GB,420000,16-07-2023,23:54:31,"Maipú, Región Metropolitana",13
IPhone XR 64 GB,420000,16-07-2023,22:22:03,"La Reina, Región Metropolitana",13
IiPhone 12,100000,16-07-2023,22:16:01,"Las Condes, Región Metropolitana",13
Iphone 12 pro,120000,16-07-2023,21:59:53,"Las Condes, Región Metropolitana",13
IPhone 7 Plus,5000,16-07-2023,20:05:44,"Colina, Región Metropolitana",13
Iphone 8,60000,16-07-2023,19:56:48,"Estación Central, Región Metropolitana",13
Cajas iPhone 11,109000,16-07-2023,18:20:34,"Santiago, Región Metropolitana",13
Iphone 7 32gb,9000,16-07-2023,18:19:11,"Recoleta, Región Metropolitana",13
Iphone SE segunda generación A2296 64 gb,60000,16-07-2023,15:48:02,"Las Condes, Región Metropolitana",13
Carcasas iPhone,45000,16-07-2023,04:04:51,"Santiago, Región Metropolitana",13
Cámara iPhone 12 Original de equipo,0,16-07-2023,02:24:41,"Santiago, Región Metropolitana",13
Tapa Trasera (Chasis) Original iPhone 11,0,16-07-2023,02:22:57,"Santiago, Región Metropolitana",13
0,0,0,,0,13
0,0,0,,0,13
0,0,0,,0,13
