titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 11 color amarillo,400000,15-09-2022,18:14:53,"Peñalolén, Región Metropolitana",93
IPhone 13 mini,420000,15-09-2022,16:34:27,"Santiago, Región Metropolitana",93
IPhone 13 pro max,780000,15-09-2022,14:59:26,"Santiago, Región Metropolitana",93
Iphone 12 negro,500000,15-09-2022,14:12:33,"Las Condes, Región Metropolitana",93
IPhone 7 Oro 32gb Impecable,65000,15-09-2022,12:48:23,"La Florida, Región Metropolitana",93
Celular IPhone 13 Pro Max 256 Gb Azul Sierra Usado,1000000,15-09-2022,09:40:02,"Santiago, Región Metropolitana",93
Iphone 12 negro 128gb como nuevo,370000,15-09-2022,07:38:28,"San Miguel, Región Metropolitana",93
Iphone 13 pro mini,500000,14-09-2022,22:11:47,"Santiago, Región Metropolitana",93
IPhone XR Edición Red ,240000,14-09-2022,21:40:00,"Santiago, Región Metropolitana",93
Iphone XR 64 gb,210000,14-09-2022,20:43:49,"Calera de Tango, Región Metropolitana",93
IPhone XS 64 GB,250000,14-09-2022,20:43:39,"Renca, Región Metropolitana",93
IPhone 11,350000,14-09-2022,20:26:51,"La Reina, Región Metropolitana",93
IPhone 12 Negro,410000,14-09-2022,19:37:13,"Conchalí, Región Metropolitana",93
Funda Iphone 13 Pro Max Nueva Verde con Cordon,4000,14-09-2022,16:41:59,"Providencia, Región Metropolitana",93
Funda Iphone 13 Pro Max Nueva Color Violeta,4000,14-09-2022,16:41:49,"Providencia, Región Metropolitana",93
Funda Iphone 13 Pro Max Nueva Verde Claro,4000,14-09-2022,16:41:04,"Providencia, Región Metropolitana",93
Funda Iphone 13 Pro Max Nueva Verde Oscuro,4000,14-09-2022,16:39:19,"Providencia, Región Metropolitana",93
Iphone 7 32g usado,65000,14-09-2022,16:32:05,"Peñalolén, Región Metropolitana",93
Funda Iphone 13 Pro Max Nueva Rojo,4000,14-09-2022,16:26:45,"Providencia, Región Metropolitana",93
IPhone XR 64GB pantalla no funcional,80000,14-09-2022,16:22:26,"Las Condes, Región Metropolitana",93
IPhone 6s 128gb,120000,14-09-2022,15:57:56,"Maipú, Región Metropolitana",93
IPhone XR 64gb,500000,14-09-2022,15:37:54,"Providencia, Región Metropolitana",93
IPhone 12 Pro DETALLE EN PANTALLA,100000,14-09-2022,14:00:16,"Santiago, Región Metropolitana",93
Iphone 7 128gb,170000,14-09-2022,09:30:57,"Las Condes, Región Metropolitana",93
IPhone XR 64GB,360000,14-09-2022,08:24:45,"La Florida, Región Metropolitana",93
Iphone 11 Rojo,530000,14-09-2022,00:43:26,"Peñalolén, Región Metropolitana",93
IPhone 12 256g,80000,13-09-2022,19:37:20,"Ñuñoa, Región Metropolitana",93
IPhone 7 de 32 gb,65000,13-09-2022,18:59:15,"Huechuraba, Región Metropolitana",93
IPhone 7 32gb,240000,13-09-2022,18:56:31,"Pudahuel, Región Metropolitana",93
Iphone XS 7 Meses de uso,100000,13-09-2022,17:07:35,"Maipú, Región Metropolitana",93
Iphone 8,60000,13-09-2022,14:43:25,"La Reina, Región Metropolitana",93
Cable iPhone nuevo tipo c,800000,13-09-2022,14:15:43,"Estación Central, Región Metropolitana",93
iPhone 6plus ,50000,13-09-2022,14:08:00,"La Cisterna, Región Metropolitana",93
IPhone 12 ProMax de 256G,500000,13-09-2022,09:14:20,"Pudahuel, Región Metropolitana",93
Iphone 6S 32GB,310000,13-09-2022,03:18:46,"La Florida, Región Metropolitana",93
Iphone 13 mini rosado,40000,13-09-2022,00:05:57,"Ñuñoa, Región Metropolitana",93
 IPhone 11,750000,12-09-2022,22:51:35,"San Miguel, Región Metropolitana",93
IPhone SE EXCELENTES ESTADO,1000000,12-09-2022,22:39:33,"San Bernardo, Región Metropolitana",93
IPhone 13 Pro,400000,12-09-2022,21:43:49,"Pudahuel, Región Metropolitana",93
Iphone 7,600000,12-09-2022,20:54:04,"Las Condes, Región Metropolitana",93
IPhone 13 pro max,150000,12-09-2022,20:02:48,"Maipú, Región Metropolitana",93
IPhone 11 64 gen,40000,12-09-2022,18:08:00,"San Miguel, Región Metropolitana",93
" iPhone 13 de 128, Batería al 100%",550,12-09-2022,17:44:19,"Las Condes, Región Metropolitana",93
IPhone 7 Plus en muy buen estado,170000,12-09-2022,17:37:23,"La Reina, Región Metropolitana",93
IPhone 7 quebrado,0,12-09-2022,17:23:55,"La Florida, Región Metropolitana",93
IPhone 13 mini,0,12-09-2022,16:35:22,"Santiago, Región Metropolitana",93
IPhone 8 Gold,0,12-09-2022,16:08:00,"Las Condes, Región Metropolitana",93
0,0,0,,0,93
0,0,0,,0,93
0,0,0,,0,93
