titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 6.,70000,15-12-2022,23:19:22,"Santiago, Región Metropolitana",66
IPhone XR en perfecto estado,199990,15-12-2022,20:54:10,"Huechuraba, Región Metropolitana",66
IPhone 12 128GB Morado,500000,15-12-2022,20:51:19,"La Florida, Región Metropolitana",66
IPhone 11 blanco,250000,15-12-2022,18:24:00,"Las Condes, Región Metropolitana",66
IPhone 12 PRO 128 G plata,900000,15-12-2022,18:08:00,"Independencia, Región Metropolitana",66
Iphone 11 de 128 gb en perfecto estado,290000,15-12-2022,17:45:56,"Santiago, Región Metropolitana",66
IPhone 13 256Gb,800000,15-12-2022,17:41:31,"La Florida, Región Metropolitana",66
IPhone 12 Pro Max,690000,15-12-2022,14:28:55,"Paine, Región Metropolitana",66
Pantalla iPhone 11 calidad OLED,89000,15-12-2022,12:20:31,"Macul, Región Metropolitana",66
Celular iphone se,120000,15-12-2022,12:08:13,"Huechuraba, Región Metropolitana",66
Iphone XR usado con caja,355000,15-12-2022,12:00:01,"Maipú, Región Metropolitana",66
Iphone 11 Black Nuevo,620000,15-12-2022,11:25:45,"Puente Alto, Región Metropolitana",66
Iphone 12 pro max,60000,14-12-2022,22:59:33,"La Florida, Región Metropolitana",66
Celular iPhone 6,300000,14-12-2022,22:14:31,"La Florida, Región Metropolitana",66
IPhone 8 plus 64gb,30000,14-12-2022,20:18:35,"Ñuñoa, Región Metropolitana",66
Iphone 7,630000,14-12-2022,16:38:48,"Pudahuel, Región Metropolitana",66
IPhone 12 excelente estado 128gb,7900,14-12-2022,12:40:48,"Vitacura, Región Metropolitana",66
Auricular Altavoz Iphone 7 Parlante Oido Interno S,17900,14-12-2022,12:34:19,"Providencia, Región Metropolitana",66
Auricular Iphone 7 Plus Altavoz Parlante + Kit De,7900,14-12-2022,12:23:50,"Macul, Región Metropolitana",66
Auricular Iphone 8 Parlante Interno Speaker,300000,14-12-2022,12:20:19,"Macul, Región Metropolitana",66
"IPhone SE 64 GB, Rojo",80000,14-12-2022,00:23:02,"Maipú, Región Metropolitana",66
IPhone 6 s plus,680000,13-12-2022,23:05:23,"La Reina, Región Metropolitana",66
Iphone 12 pro max,85000,13-12-2022,22:05:02,"Vitacura, Región Metropolitana",66
Iphone 8,250000,13-12-2022,19:32:00,"La Florida, Región Metropolitana",66
iPhone XR ,700000,13-12-2022,17:57:01,"Peñaflor, Región Metropolitana",66
IPhone 12 Pro Max Blanco de 250 GB,790000,13-12-2022,17:52:30,"Peñalolén, Región Metropolitana",66
IPHONE 13 pro Max 128 gb,10990,13-12-2022,17:22:36,"Providencia, Región Metropolitana",66
Carcasas Para Tu iPhone 11 4 Colores,13745,13-12-2022,17:04:14,"Providencia, Región Metropolitana",66
"Carcasa Para Tu iPhone 13, 13 Pro y 13 Pro Max",430000,13-12-2022,17:02:51,"Providencia, Región Metropolitana",66
IPhone 11 Pro 256Gb,10990,13-12-2022,16:53:04,"La Reina, Región Metropolitana",66
Carcasas Para iPhone SE (2020) 4 Colores,11990,13-12-2022,16:50:39,"Providencia, Región Metropolitana",66
Carcasas Para Tu iPhone 11 Pro Max 5 Colores,300000,13-12-2022,16:37:24,"Providencia, Región Metropolitana",66
IPhone 11,5000,13-12-2022,16:32:01,"El Bosque, Región Metropolitana",66
Carcasa bumper iPhone 13 pro max,10990,13-12-2022,16:30:50,"Ñuñoa, Región Metropolitana",66
"Carcasas Para Tu iPhone 6/7/8 /SE, 5 Colores",140000,13-12-2022,16:28:03,"Providencia, Región Metropolitana",66
Iphone 7 plus rose gold 32gb,8290,13-12-2022,15:56:00,"Cerrillos, Región Metropolitana",66
Carcasa Para iPhone XS/x Y Xs Max,750000,13-12-2022,15:17:59,"Providencia, Región Metropolitana",66
IPhone 13 256gb Apple Watch serie 3 AirPods Pro,19990,13-12-2022,15:17:29,"La Florida, Región Metropolitana",66
Carcasas Para iPhone XR 5 Colores,350000,13-12-2022,14:53:11,"Providencia, Región Metropolitana",66
IPHONE 11 de 64GB,580000,13-12-2022,14:46:45,"San Bernardo, Región Metropolitana",66
IPhone 12 Pro,538000,13-12-2022,14:24:00,"La Florida, Región Metropolitana",66
IPhone 13 de 128gb ,85000,13-12-2022,13:41:11,"Santiago, Región Metropolitana",66
IPhone 12 Pro 256GB Grafito,280000,13-12-2022,13:30:25,"La Florida, Región Metropolitana",66
IPHONE 7 32g,10990,13-12-2022,13:09:21,"Maipú, Región Metropolitana",66
Iphone XR,10990,13-12-2022,11:57:58,"La Reina, Región Metropolitana",66
Carcasas Para Tu iPhone 6/7/8 Plus,0,13-12-2022,11:28:25,"Providencia, Región Metropolitana",66
Carcasas Para Tu iPhone 11 Pro 5 Colores,0,13-12-2022,11:18:15,"Providencia, Región Metropolitana",66
0,0,0,,0,66
0,0,0,,0,66
0,0,0,,0,66
