titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone X 64GB,150000,17-05-2023,11:56:11,"Pudahuel, Región Metropolitana",28
Iphone 7 Usado,80000,17-05-2023,11:01:15,"Providencia, Región Metropolitana",28
IPhone XR,285000,17-05-2023,09:36:33,"Peñalolén, Región Metropolitana",28
Iphone 11 pro (con detalles),270000,17-05-2023,08:42:18,"Santiago, Región Metropolitana",28
IPhone 11,260000,17-05-2023,00:47:04,"Santiago, Región Metropolitana",28
IPhone 6s 32 GB,36000,16-05-2023,19:58:00,"Pedro Aguirre Cerda, Región Metropolitana",28
Accesorios iphone,20000,16-05-2023,19:02:52,"Maipú, Región Metropolitana",28
Iphone 8,100000,16-05-2023,18:03:17,"San Ramón, Región Metropolitana",28
IPhone SE,110000,16-05-2023,17:10:50,"Ñuñoa, Región Metropolitana",28
IPhone 14PRO,730000,16-05-2023,12:00:57,"La Florida, Región Metropolitana",28
Iphone 11 64 gb. Excelentes condiciones,290000,16-05-2023,09:32:45,"Ñuñoa, Región Metropolitana",28
IPhone 8 Plus,130000,16-05-2023,07:03:08,"Ñuñoa, Región Metropolitana",28
IPhone 11 ,320000,15-05-2023,20:34:07,"Pudahuel, Región Metropolitana",28
IPhone 7 perfecto estado,150000,15-05-2023,18:07:41,"Las Condes, Región Metropolitana",28
IPhone 11 conversable,300000,15-05-2023,16:56:02,"La Cisterna, Región Metropolitana",28
Iphone XR Blanco,160000,15-05-2023,16:36:51,"Pedro Aguirre Cerda, Región Metropolitana",28
Iphone 6s usado 128 Gb,190000,15-05-2023,16:05:07,"Las Condes, Región Metropolitana",28
"Iphone 6 , 16 gb , gris , usado en perfecto estado",190000,15-05-2023,15:59:56,"Las Condes, Región Metropolitana",28
Iphone XR negro 64 Gb,290000,15-05-2023,15:50:26,"Las Condes, Región Metropolitana",28
Celular IPhone 11,350000,15-05-2023,15:47:44,"Ñuñoa, Región Metropolitana",28
Ihpone 6splus gris,90000,15-05-2023,13:52:43,"La Florida, Región Metropolitana",28
Iphone 8,250000,15-05-2023,12:40:19,"Talagante, Región Metropolitana",28
IPhone 7 32gb,80000,15-05-2023,08:34:35,"Ñuñoa, Región Metropolitana",28
IPhone 12Pro Max,695000,15-05-2023,06:02:40,"Lo Barnechea, Región Metropolitana",28
Iphone XR ,200000,14-05-2023,21:50:56,"Peñalolén, Región Metropolitana",28
Iphone 6 32 GB usado,50000,14-05-2023,21:33:53,"Lo Barnechea, Región Metropolitana",28
Iphone 11 64 GB- año 2021,195000,14-05-2023,19:02:21,"Ñuñoa, Región Metropolitana",28
IPhone  Xs Max 64 gb,220000,14-05-2023,08:45:50,"Renca, Región Metropolitana",28
IPhone cable lightning ' 1M ' certificado,10000,13-05-2023,20:32:02,"Puente Alto, Región Metropolitana",28
Pack 2 Fundas de cuero IPhone 12,20000,13-05-2023,18:57:05,"Puente Alto, Región Metropolitana",28
IPhone 7 64g,70000,13-05-2023,17:46:30,"Estación Central, Región Metropolitana",28
IPhone xs máx,190000,13-05-2023,11:03:19,"Maipú, Región Metropolitana",28
IPhone 11 64gb,290000,12-05-2023,22:37:46,"Maipú, Región Metropolitana",28
Iphone SE segunda generación,120000,12-05-2023,21:16:05,"Santiago, Región Metropolitana",28
Iphone 11 64GB,500000,12-05-2023,21:16:05,"Las Condes, Región Metropolitana",28
IPhone SE 2020,190000,12-05-2023,21:02:03,"Providencia, Región Metropolitana",28
Iphone x en buen estado,234000,12-05-2023,20:48:03,"Las Condes, Región Metropolitana",28
Iphone 11 pro max,420000,12-05-2023,18:47:32,"Ñuñoa, Región Metropolitana",28
IPhone 11 único dueño,250000,12-05-2023,17:42:21,"La Reina, Región Metropolitana",28
Iphone 11 inmaculado 0 riesgo,280000,12-05-2023,17:11:36,"Las Condes, Región Metropolitana",28
IPhone xs máx 64gb,190000,12-05-2023,16:48:10,"Maipú, Región Metropolitana",28
IPhone 13 Pro. 256g. Única dueña,600000,12-05-2023,12:57:19,"Providencia, Región Metropolitana",28
Lente Camara Trasera iPhone 8 Plus Cubierta + Kit,8500,12-05-2023,12:27:25,"Providencia, Región Metropolitana",28
Flex De Carga iPhone 8 Jack Audio Dock Y Microfono,6900,12-05-2023,12:27:06,"Providencia, Región Metropolitana",28
Auricular Iphone 8 Parlante Oido Interno Speaker,7900,12-05-2023,11:54:05,"Providencia, Región Metropolitana",28
Iphone XR 128 GB negro,277500,12-05-2023,11:48:42,"Santiago, Región Metropolitana",28
IPhone X Negro 64 GB - Batería 100%  ,179000,12-05-2023,10:43:22,"Ñuñoa, Región Metropolitana",28
0,0,0,,0,28
0,0,0,,0,28
0,0,0,,0,28
