titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 8 con cargador original,110000,27-10-2022,09:52:03,"Estación Central, Región Metropolitana",81
IPhone 12 Pro 256 GB Graphite,700000,27-10-2022,00:47:40,"Providencia, Región Metropolitana",81
Iphone 14 128 gb purple sellado,900000,26-10-2022,22:48:59,"Las Condes, Región Metropolitana",81
IPhone 11,250000,26-10-2022,22:04:04,"Estación Central, Región Metropolitana",81
IPhone 13 Pro Max ,880000,26-10-2022,21:30:41,"Puente Alto, Región Metropolitana",81
IPhone XR (Usado) + 3 fundas + cable para cargador,300000,26-10-2022,19:40:01,"Providencia, Región Metropolitana",81
Iphone 6s en perfecto estado,70000,26-10-2022,19:05:11,"Maipú, Región Metropolitana",81
IPhone 11,320000,26-10-2022,18:35:07,"Santiago, Región Metropolitana",81
Iphone 6s en perfecto estado,70000,26-10-2022,18:33:25,"Maipú, Región Metropolitana",81
IPhone XR 128GB,300000,26-10-2022,18:30:00,"Las Condes, Región Metropolitana",81
IPhone 7 Plus,67000,26-10-2022,18:14:35,"Santiago, Región Metropolitana",81
IPhone 7 negro,250000,26-10-2022,17:27:39,"Las Condes, Región Metropolitana",81
IPhone XR,350000,26-10-2022,17:19:16,"Cerrillos, Región Metropolitana",81
Iphone 11,180000,26-10-2022,16:58:42,"Ñuñoa, Región Metropolitana",81
Iphone 12 2 semanas de uso,130000,26-10-2022,14:56:32,"San Miguel, Región Metropolitana",81
Iphone 8 rose gold,660000,26-10-2022,14:46:16,"San Miguel, Región Metropolitana",81
Iphone x negro,150000,26-10-2022,12:44:03,"Las Condes, Región Metropolitana",81
IPhone 12 Pro Max 128GB,350000,26-10-2022,12:43:26,"Huechuraba, Región Metropolitana",81
Iphone x 64gb con pequeño detalle,180000,26-10-2022,11:18:51,"La Florida, Región Metropolitana",81
IPhone XS MAX Excelente estado,650000,25-10-2022,23:24:07,"Santiago, Región Metropolitana",81
IPhone 8 Plus ,700000,25-10-2022,22:21:31,"Maipú, Región Metropolitana",81
Iphone 12 pro 256 gb,50000,25-10-2022,22:16:37,"Vitacura, Región Metropolitana",81
IPhone 13 Sellado,380000,25-10-2022,20:53:31,"Estación Central, Región Metropolitana",81
Lote de carcasas IPhone,30000,25-10-2022,18:19:39,"Las Condes, Región Metropolitana",81
IPhone 11 de 128 gb,530000,25-10-2022,17:27:26,"San Joaquín, Región Metropolitana",81
IPhone XS max,250000,25-10-2022,16:32:02,"Peñalolén, Región Metropolitana",81
 iPhone 7 silver ,450000,25-10-2022,16:12:10,"Estación Central, Región Metropolitana",81
Iphone 13 normal,19900,25-10-2022,15:54:26,"Estación Central, Región Metropolitana",81
"Iphone Xr, un año de uso",150000,25-10-2022,14:48:00,"Santiago, Región Metropolitana",81
IPhone 12 mini 128,220000,25-10-2022,14:15:51,"Santiago, Región Metropolitana",81
Carcasa iPhone 11 Cellairis Antigolpe,750000,25-10-2022,13:45:36,"Macul, Región Metropolitana",81
IPhone XS,160000,25-10-2022,12:23:30,"Providencia, Región Metropolitana",81
IPhone SE 2020,70000,25-10-2022,10:55:28,"El Bosque, Región Metropolitana",81
Iphone 12 pro max,240000,25-10-2022,09:14:16,"Puente Alto, Región Metropolitana",81
Iphone 8 de 256gb Impecable Como Nuevo,250000,25-10-2022,09:05:57,"Maipú, Región Metropolitana",81
IPhone 6 Gris 64 GB,40000,25-10-2022,02:27:46,"Santiago, Región Metropolitana",81
IPhone 11,360000,25-10-2022,00:49:41,"Independencia, Región Metropolitana",81
IPhone x 256 GB al 100,400000,25-10-2022,00:21:05,"La Florida, Región Metropolitana",81
IPhone XR 64gb,60000,24-10-2022,21:59:13,"Las Condes, Región Metropolitana",81
IPhone 6,200,24-10-2022,20:58:57,"Providencia, Región Metropolitana",81
IPhone 12,350000,24-10-2022,20:56:03,"Independencia, Región Metropolitana",81
IPhone 11 64gb,150000,24-10-2022,20:24:00,"Santiago, Región Metropolitana",81
IPhone SE excelente estado,0,24-10-2022,20:08:32,"Quilicura, Región Metropolitana",81
Cable cargador iphone,0,24-10-2022,20:08:00,"Santiago, Región Metropolitana",81
Iphone xs iphone 12 mini,0,24-10-2022,19:58:01,"Puente Alto, Región Metropolitana",81
Iphone 11 64 gb como nuevo,0,24-10-2022,19:40:54,"Santiago, Región Metropolitana",81
Iphone 8 usado,0,24-10-2022,18:48:01,"Las Condes, Región Metropolitana",81
0,0,0,,0,81
0,0,0,,0,81
0,0,0,,0,81
