titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 11 64gb,245000,16-07-2023,02:08:23,"La Florida, Región Metropolitana",14
"Cambio IPhone 11 por Laptop,veo ofertas",600000,15-07-2023,21:16:16,"Independencia, Región Metropolitana",14
Iphone 13 Pro Azul,50000,15-07-2023,20:57:30,"Santiago, Región Metropolitana",14
IPhone 7 32 gb,250000,15-07-2023,19:31:23,"Maipú, Región Metropolitana",14
IPhone XR 64 gb,250000,15-07-2023,18:21:12,"Las Condes, Región Metropolitana",14
"IPhone XR Blue, 256gb, Batería 90%, sin detalles",420000,15-07-2023,12:29:53,"Las Condes, Región Metropolitana",14
IPhone desde USA,120000,14-07-2023,22:19:37,"Las Condes, Región Metropolitana",14
Iphone se segunda generación,10000,14-07-2023,21:16:04,"La Cisterna, Región Metropolitana",14
IPhone 4 celular teléfono Mac,550000,14-07-2023,19:29:44,"Ñuñoa, Región Metropolitana",14
IPhone 12 - casi nuevo,300000,14-07-2023,19:21:06,"Vitacura, Región Metropolitana",14
Iphone 11 blanco,300000,14-07-2023,15:13:51,"Recoleta, Región Metropolitana",14
iPhone ,950000,14-07-2023,14:50:00,"Padre Hurtado, Región Metropolitana",14
IPhone 13pro max,750000,14-07-2023,13:06:19,"Independencia, Región Metropolitana",14
IPhone 14 pro ,220000,14-07-2023,12:33:03,"Isla de Maipo, Región Metropolitana",14
Iphone x 256 gb,650000,14-07-2023,12:15:15,"Huechuraba, Región Metropolitana",14
IPhone 13 Pro Max Alpine Green (Boleta) 98%,15900,14-07-2023,12:14:49,"La Pintana, Región Metropolitana",14
Cargador Para iPhone 20w Cable Usb-c Compatible Li,270000,14-07-2023,11:43:39,"Providencia, Región Metropolitana",14
Apple Iphone SE (segunda generacion) 2020 sin uso,320000,13-07-2023,21:40:02,"Ñuñoa, Región Metropolitana",14
IPhone XS 256 GB impecable,100000,13-07-2023,19:40:24,"Isla de Maipo, Región Metropolitana",14
IPhone 8 64 gb ,60000,13-07-2023,15:30:36,"Providencia, Región Metropolitana",14
Iphone 7 32 gb,290000,13-07-2023,15:03:00,"Vitacura, Región Metropolitana",14
IPhone 11 64 GB,530000,13-07-2023,14:08:01,"Ñuñoa, Región Metropolitana",14
IPhone 12 128G + AirPods Pro,280000,13-07-2023,12:42:13,"Cerrillos, Región Metropolitana",14
Iphone XR 64Gb Blanco Usado Como Nuevo,78000,13-07-2023,12:36:38,"Santiago, Región Metropolitana",14
"IPhone 7, 32GB usado",420000,13-07-2023,12:19:41,"Las Condes, Región Metropolitana",14
Iphone 12 traido de USA,400000,13-07-2023,11:43:59,"Las Condes, Región Metropolitana",14
Iphone 14 Pro ,950000,13-07-2023,08:22:43,"Las Condes, Región Metropolitana",14
IPhone 12 mini 64GB LIBERADO,350000,13-07-2023,00:20:16,"Ñuñoa, Región Metropolitana",14
IPhone 14 Pro,350000,12-07-2023,21:27:18,"Las Condes, Región Metropolitana",14
Iphone 11 64gb,830000,12-07-2023,21:21:56,"La Florida, Región Metropolitana",14
Iphone 12 64gb negro,1100000,12-07-2023,20:48:27,"Providencia, Región Metropolitana",14
IPhone 13 Pro,100000,12-07-2023,20:16:26,"Ñuñoa, Región Metropolitana",14
Ipone 14 pro ,140000,12-07-2023,19:32:01,"Las Condes, Región Metropolitana",14
IPhone 8,175000,12-07-2023,18:08:03,"Estación Central, Región Metropolitana",14
"IPhone X, 256gb",15990,12-07-2023,17:08:03,"Lo Espejo, Región Metropolitana",14
Iphone XR,40000,12-07-2023,16:17:21,"Santiago, Región Metropolitana",14
Cargador iPhone 20w nuevo,80000,12-07-2023,15:56:03,"Santiago, Región Metropolitana",14
Iphone 4 impecable liberado para todas compañías,340000,12-07-2023,15:50:56,"Macul, Región Metropolitana",14
Iphone 7 32GB,280000,12-07-2023,14:13:35,"Puente Alto, Región Metropolitana",14
IPhone XS Max 256 GB,7990,12-07-2023,13:32:11,"Ñuñoa, Región Metropolitana",14
IPhone 11,90000,12-07-2023,12:15:46,"San Bernardo, Región Metropolitana",14
Audífonos Con Cable compatible Iphone Ligthining m,100000,12-07-2023,08:04:28,"Maipú, Región Metropolitana",14
Iphone x,600000,12-07-2023,03:00:06,"Recoleta, Región Metropolitana",14
Phone se,400000,12-07-2023,00:05:22,"La Florida, Región Metropolitana",14
IPhone 13 128gb rosado,620000,11-07-2023,18:44:20,"Las Condes, Región Metropolitana",14
Iphone 12,0,11-07-2023,17:53:32,"Santiago, Región Metropolitana",14
IPhone 13 256GB,0,11-07-2023,17:00:29,"Las Condes, Región Metropolitana",14
0,0,0,,0,14
0,0,0,,0,14
0,0,0,,0,14
