titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone XR 64 GB,180000,09-01-2023,17:43:46,"Lo Barnechea, Región Metropolitana",60
Iphone 6s 32 gb reparacion o repuesto,25000,09-01-2023,15:56:38,"La Florida, Región Metropolitana",60
Auricular Parlante Interno Speaker Para Iphone 5c,4900,09-01-2023,11:54:55,"Providencia, Región Metropolitana",60
Altavoz Parlante Iphone 4 Iphone 4s,6300,09-01-2023,11:34:28,"Providencia, Región Metropolitana",60
IPhone 12 usado ,530000,09-01-2023,09:40:52,"La Florida, Región Metropolitana",60
IPhone 7 128 GB Rosado,80000,09-01-2023,01:02:25,"Ñuñoa, Región Metropolitana",60
IPhone 13pro NUEVITO,750000,08-01-2023,23:35:57,"La Cisterna, Región Metropolitana",60
IPhone SE 2020 blanco 64 GB,150000,08-01-2023,22:58:16,"San Joaquín, Región Metropolitana",60
Iphone 12 mini 128 gb nuevo,430000,08-01-2023,20:51:50,"La Reina, Región Metropolitana",60
Carcasa iPhone 12 mini,7000,08-01-2023,19:01:19,"Pudahuel, Región Metropolitana",60
Iphone 6s plus 128GB,650000,08-01-2023,16:20:18,"Providencia, Región Metropolitana",60
Iphone 13 pro,3000,08-01-2023,14:04:15,"San Joaquín, Región Metropolitana",60
Caja para IPhone 7,600000,08-01-2023,13:48:01,"Santiago, Región Metropolitana",60
Iphone 13 - 128gb | 100% cap bateria,75000,08-01-2023,12:54:19,"Macul, Región Metropolitana",60
IPhone 7 256gb,430000,08-01-2023,12:12:33,"Padre Hurtado, Región Metropolitana",60
IPhone 12 de 64GB,35000,08-01-2023,11:41:12,"Independencia, Región Metropolitana",60
IPhone SE 2018,99990,08-01-2023,11:30:32,"Santiago, Región Metropolitana",60
Iphone 11,130000,08-01-2023,07:34:04,"Vitacura, Región Metropolitana",60
IPhone SE primera edición 64gb,17000,07-01-2023,20:37:22,"Santiago, Región Metropolitana",60
"IPhone 8, 64 GB color blanco",10000,07-01-2023,20:12:13,"Las Condes, Región Metropolitana",60
IPhone 5S negro,115000,07-01-2023,18:40:53,"Las Condes, Región Metropolitana",60
"IPhone 4s trizado, funciona bien",300000,07-01-2023,18:39:51,"Las Condes, Región Metropolitana",60
Phone 8 rosado 64gb,399999,07-01-2023,18:12:12,"Lo Barnechea, Región Metropolitana",60
IPhone 11 amarillo,750000,07-01-2023,18:11:45,"Macul, Región Metropolitana",60
IPhone 12 Mini - NUEVO/ Exhibición,679000,07-01-2023,18:08:40,"Vitacura, Región Metropolitana",60
IPhone 14,240000,07-01-2023,16:52:22,"San Miguel, Región Metropolitana",60
IPhone 13 Pro 128gb,39900,07-01-2023,16:51:15,"Las Condes, Región Metropolitana",60
IPhone 8 Plus 64GB Batería 95% [EXCELENTE ESTADO],390000,07-01-2023,13:56:00,"Vitacura, Región Metropolitana",60
Bateria iPhone XS Max,949000,07-01-2023,12:32:27,"Providencia, Región Metropolitana",60
Iphone 12 mini permuto por 11 más a mi favor,30000,07-01-2023,08:24:25,"Peñalolén, Región Metropolitana",60
IPhone 14 pro 128 sellado garantía ,999990,06-01-2023,23:38:12,"Huechuraba, Región Metropolitana",60
Iphone 5s 16gb,350000,06-01-2023,22:43:31,"San Bernardo, Región Metropolitana",60
IPhone 13 pro 256gb grafito + funda de cuero apple,600000,06-01-2023,19:55:36,"Santiago, Región Metropolitana",60
Carcasa para IPhone XS,5000,06-01-2023,17:45:36,"Estación Central, Región Metropolitana",60
Iphone 11 pro 256gb,800000,06-01-2023,16:11:31,"Peñalolén, Región Metropolitana",60
IPhone 12 Pro Max de 256 gb,999990,06-01-2023,14:53:11,"Santiago, Región Metropolitana",60
Cajas nuevas de iPhones AirPods max,100000,06-01-2023,13:48:12,"San Miguel, Región Metropolitana",60
IPhone 12 Pro,750000,06-01-2023,13:26:43,"Pudahuel, Región Metropolitana",60
IPhone 13 Pro 128 gb,80000,06-01-2023,11:43:59,"Ñuñoa, Región Metropolitana",60
Iphone Se ,12000,06-01-2023,11:24:25,"Puente Alto, Región Metropolitana",60
Apple iPhone 14 pro max 128 GB morado Oscuro,300000,06-01-2023,10:41:36,"Santiago, Región Metropolitana",60
"Iphone8, 64gb blanco",0,06-01-2023,10:03:48,"Ñuñoa, Región Metropolitana",60
Iphone 13 Pro 128 GB Negro,0,05-01-2023,19:55:10,"Vitacura, Región Metropolitana",60
Celular Iphone,0,05-01-2023,16:33:54,"Santiago, Región Metropolitana",60
Carcasa IPhone 11 Silicona + Mica de Vidrio,0,05-01-2023,16:22:07,"Santiago, Región Metropolitana",60
IPhone Xr con caja,0,05-01-2023,16:16:00,"Ñuñoa, Región Metropolitana",60
Iphone 11 Nuevo Sellado con Boleta Apple,0,05-01-2023,16:12:17,"Santiago, Región Metropolitana",60
0,0,0,,0,60
0,0,0,,0,60
0,0,0,,0,60
