titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Bateria iPhone 7 PLUS A Domicilio,18000,22-08-2023,23:52:40,"Quilicura, Región Metropolitana",2
Pantalla iPhone 6 a Domicilio,26000,22-08-2023,23:52:19,"Recoleta, Región Metropolitana",2
IPhone 12promax,620000,22-08-2023,23:39:56,"Talagante, Región Metropolitana",2
IPhone 13 2 semanas de uso,440000,22-08-2023,23:36:25,Todo Chile,2
IPhone SE 2020 Negro 64GB,100000,22-08-2023,22:21:19,"El Bosque, Región Metropolitana",2
IPhone 8 Plus,150000,22-08-2023,20:09:16,"San Miguel, Región Metropolitana",2
Iphone 12,400000,22-08-2023,19:41:17,"Las Condes, Región Metropolitana",2
IPhone XR - 64 Gb,200000,22-08-2023,19:38:59,"Las Condes, Región Metropolitana",2
IPHONE X 256 GB Bateria 100 % Liberado TOTAL,240000,22-08-2023,19:01:24,"Las Condes, Región Metropolitana",2
Iphone 13 Pro Max 256 gb,820000,22-08-2023,17:03:21,"Las Condes, Región Metropolitana",2
IPhone 13 Nuevo,650000,22-08-2023,15:17:29,"Santiago, Región Metropolitana",2
IPhone 12 mini morado,350000,22-08-2023,15:10:35,"Providencia, Región Metropolitana",2
IPhone 8 64gb,70000,22-08-2023,14:40:52,"San Miguel, Región Metropolitana",2
IPhone 12 grafito,450000,22-08-2023,14:38:19,"Quilicura, Región Metropolitana",2
Audífonos Lightning para IPhone,4500,22-08-2023,13:59:59,"Puente Alto, Región Metropolitana",2
IPhone 64 gb,260000,22-08-2023,13:45:49,"Peñalolén, Región Metropolitana",2
IPhone 12,320000,22-08-2023,12:34:53,"San Joaquín, Región Metropolitana",2
Cámara Trasera Para Iphone 6s Nueva Y Sellada,10900,22-08-2023,12:21:39,"Macul, Región Metropolitana",2
Cámara trasera iphone se 2016,7500,22-08-2023,12:12:57,"Macul, Región Metropolitana",2
Iphone SE 2020,100000,22-08-2023,11:59:23,"Recoleta, Región Metropolitana",2
Camara Trasera iPhone 8,56900,22-08-2023,11:50:18,"Macul, Región Metropolitana",2
IPhone 14 pro Max 1 tera,1300000,22-08-2023,09:36:51,"La Florida, Región Metropolitana",2
"IPhone SE2020 (2da generación), 64 Gb, RED",120000,22-08-2023,09:05:14,"La Florida, Región Metropolitana",2
iPhone 7 ,40000,21-08-2023,23:03:25,"Las Condes, Región Metropolitana",2
Carcasa iphone 12,5500,21-08-2023,18:32:01,"Puente Alto, Región Metropolitana",2
Iphone 12 Pro 128 GB,550000,21-08-2023,17:56:25,"Providencia, Región Metropolitana",2
Iphone Xr,170000,21-08-2023,16:32:01,"Providencia, Región Metropolitana",2
IPhone 12 Pro con garantía,680000,21-08-2023,15:31:52,"Buin, Región Metropolitana",2
IPhone XR 64 gb,180000,21-08-2023,14:36:07,"Lampa, Región Metropolitana",2
IPhone SE 2020 usado,100000,21-08-2023,13:29:22,"Las Condes, Región Metropolitana",2
Impecable Iphon 11 sin detalles esteticos,250000,21-08-2023,12:36:36,"Las Condes, Región Metropolitana",2
Teléfono IPhone 8 Plus,115000,21-08-2023,12:31:29,"San Miguel, Región Metropolitana",2
IPhone 14 pro ,750000,21-08-2023,11:37:09,"Maipú, Región Metropolitana",2
IPhone SE 2da generación,100000,21-08-2023,11:31:49,"Vitacura, Región Metropolitana",2
Iphone 13 Pro Max,630000,21-08-2023,10:30:56,"Puente Alto, Región Metropolitana",2
IPhone 13 Pro,600000,21-08-2023,09:50:08,"Macul, Región Metropolitana",2
Pantallas iPhone Oled,1,21-08-2023,08:53:59,"Conchalí, Región Metropolitana",2
Pantallas Originales iPhone a Domicilio,17000,21-08-2023,08:53:50,"Peñalolén, Región Metropolitana",2
Bateria iPhone Todos los Modelos Nuevas Selladas,29000,21-08-2023,08:28:54,"El Bosque, Región Metropolitana",2
Pantallas y Baterias de iPhone instalada a domicil,28000,21-08-2023,08:28:34,"Quilicura, Región Metropolitana",2
Baterias Calidad Original iPhone 100% Nuevas,330000,21-08-2023,08:28:00,"Santiago, Región Metropolitana",2
Bateria iPhone 6 Plus a Domicilio,100,21-08-2023,03:08:41,"Cerrillos, Región Metropolitana",2
Pantalla iPhone SE 2020 A Domicilio,14990,21-08-2023,03:08:06,"San Bernardo, Región Metropolitana",2
Pantalla iPhone 6S Plus a Domicilio,0,21-08-2023,02:58:22,"La Florida, Región Metropolitana",2
Iphone 11 color blanco,0,20-08-2023,21:54:37,"San Miguel, Región Metropolitana",2
Iphone SE 2020,0,20-08-2023,21:43:52,"Santiago, Región Metropolitana",2
Cargadores de iphone,0,20-08-2023,21:24:01,"Independencia, Región Metropolitana",2
0,0,0,,0,2
0,0,0,,0,2
0,0,0,,0,2
