titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 12Pro,750000,16-10-2022,20:09:40,"Buin, Región Metropolitana",85
Iphone 3 para Colección o Repuesto,20000,16-10-2022,17:35:37,"Maipú, Región Metropolitana",85
IPhone 12 Pro 128gb,550000,16-10-2022,17:09:29,"Huechuraba, Región Metropolitana",85
Iphone 12 64 gb,380000,16-10-2022,17:05:52,"Santiago, Región Metropolitana",85
IPhone 8 64Gb,105000,16-10-2022,16:51:51,"Santiago, Región Metropolitana",85
Iphone 7 ,100000,16-10-2022,15:42:18,"La Reina, Región Metropolitana",85
IPhone 11 Pro Max,130000,16-10-2022,15:40:00,"Puente Alto, Región Metropolitana",85
"IPhone 7 Plus , 32GB",80000,16-10-2022,13:27:33,"Providencia, Región Metropolitana",85
Iphone XR 64 GB,50000,16-10-2022,03:28:37,"Colina, Región Metropolitana",85
IPhone 7 32GB,105000,15-10-2022,22:13:28,"Peñaflor, Región Metropolitana",85
IPhone 6 en buen estado,190000,15-10-2022,20:17:11,"La Cisterna, Región Metropolitana",85
IPhone 7 32gb impecable negro mate,12000,15-10-2022,19:03:17,"Lo Barnechea, Región Metropolitana",85
IPhone SE 2020 128gb,400000,15-10-2022,18:48:00,"Santiago, Región Metropolitana",85
Fundas iPhone 12 pro,180000,15-10-2022,18:37:43,"Ñuñoa, Región Metropolitana",85
Mi IPhone 12 de 128GB,330000,15-10-2022,17:27:27,"Santiago, Región Metropolitana",85
IPhone 8 normal,250000,15-10-2022,16:13:03,"Maipú, Región Metropolitana",85
Iphone 11 ,230000,15-10-2022,06:16:32,"Buin, Región Metropolitana",85
IPhone SE como nuevo con todos sus accesorio,900000,15-10-2022,01:00:02,"Providencia, Región Metropolitana",85
IPHONE XR 64Gb ,75000,14-10-2022,19:45:57,"San Miguel, Región Metropolitana",85
Iphone 13 pro max,750000,14-10-2022,17:44:14,"Quilicura, Región Metropolitana",85
Iphone 7 32Gb,9900,14-10-2022,15:41:41,"Macul, Región Metropolitana",85
IPhone 13 128gb,370000,14-10-2022,14:48:20,"Ñuñoa, Región Metropolitana",85
Botón encendido y volumen iphone 7 plus,89900,14-10-2022,13:31:55,"Providencia, Región Metropolitana",85
IPhone 11 64GB,450000,14-10-2022,13:19:45,"El Bosque, Región Metropolitana",85
Pantalla iPhone XS Calidad Garantizada,70000,14-10-2022,11:57:09,"Providencia, Región Metropolitana",85
IPhone 11 Pro Max ,380000,14-10-2022,08:26:47,"El Bosque, Región Metropolitana",85
IPhone 7 128gb,260000,14-10-2022,04:51:15,"Santiago, Región Metropolitana",85
IPhone 11 256g,90000,13-10-2022,23:24:10,"Colina, Región Metropolitana",85
Carcasas IPhone 12,450000,13-10-2022,21:08:15,"Santiago, Región Metropolitana",85
Iphone SE 2020,29900,13-10-2022,20:57:29,"San Joaquín, Región Metropolitana",85
IPhone SE 2018,27900,13-10-2022,18:38:15,"Quilicura, Región Metropolitana",85
Permuto IPhone 12 de 128GB,6300,13-10-2022,17:58:18,"Santiago, Región Metropolitana",85
Pantalla iphone 7 plus calidad original,1080000,13-10-2022,15:34:57,"Providencia, Región Metropolitana",85
Pantalla iphone 8 calidad original,350000,13-10-2022,14:38:11,"Providencia, Región Metropolitana",85
Botón encendido y volumen iphone 5s,29900,13-10-2022,13:51:26,"Providencia, Región Metropolitana",85
Iphone 13 pro nuevo sellado,42000,13-10-2022,13:48:55,"Vitacura, Región Metropolitana",85
Apple IPhone SE 64 GB Black,60000,13-10-2022,13:33:53,"La Cisterna, Región Metropolitana",85
Pantalla iPhone 7 Plus Calidad Original,30000,13-10-2022,12:13:42,"Providencia, Región Metropolitana",85
Iphone 8,56000,13-10-2022,11:53:40,"Ñuñoa, Región Metropolitana",85
IPhone 6S 32gb usado impecable,700000,13-10-2022,10:56:14,"Macul, Región Metropolitana",85
Iphone 5c y iphone 4,5000,13-10-2022,10:49:46,"Ñuñoa, Región Metropolitana",85
Iphone 6,300000,13-10-2022,10:42:10,"Ñuñoa, Región Metropolitana",85
Iphone 12 pro max,130000,13-10-2022,10:29:33,"La Florida, Región Metropolitana",85
Carcasa iPhone 11,100000,13-10-2022,03:59:59,"Quilicura, Región Metropolitana",85
Iphone xr nuevo en caja,0,13-10-2022,03:59:21,"Puente Alto, Región Metropolitana",85
Iphone 7 plus,0,13-10-2022,03:56:05,"San Miguel, Región Metropolitana",85
IPhone 6s,0,13-10-2022,00:44:36,"Las Condes, Región Metropolitana",85
0,0,0,,0,85
0,0,0,,0,85
0,0,0,,0,85
