titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Carcasas IPhone y Samsung,4000,08-08-2022,18:04:42,"San Joaquín, Región Metropolitana",105
IPhone 11 256 GB,300000,08-08-2022,14:08:12,"Pudahuel, Región Metropolitana",105
Funda Con Porta Tarjeta Para iPhone 12 Silicona,24990,08-08-2022,13:58:16,"Ñuñoa, Región Metropolitana",105
Funda Transp De Carga Inalámbrica Para iPhone Magn,60000,08-08-2022,13:55:18,"Ñuñoa, Región Metropolitana",105
Cambio de altavoz iphone xr,200000,08-08-2022,13:38:43,"Providencia, Región Metropolitana",105
IPhone 5 s 16gb,80000,08-08-2022,13:24:18,"Macul, Región Metropolitana",105
IPhone SE 2020,110000,08-08-2022,12:44:03,"Recoleta, Región Metropolitana",105
IPhone 6 y un LG k11,200000,08-08-2022,09:37:35,"Santiago, Región Metropolitana",105
Celular iphone 7,150000,08-08-2022,08:49:35,"La Granja, Región Metropolitana",105
IPhone 11 red edición especial 256gb,400000,08-08-2022,01:05:57,"Estación Central, Región Metropolitana",105
Iphone 8 64 gb,50000,07-08-2022,21:04:47,"Las Condes, Región Metropolitana",105
IPhone 8 64gb ,280000,07-08-2022,21:00:01,"La Cisterna, Región Metropolitana",105
IPhone 8 excelente estado,450000,07-08-2022,20:59:24,"La Reina, Región Metropolitana",105
IPhone 11 Red,70000,07-08-2022,17:59:46,"Ñuñoa, Región Metropolitana",105
Iphone SE,30000,07-08-2022,17:16:01,"Santiago, Región Metropolitana",105
IPhone ,180000,07-08-2022,17:04:15,"Quilicura, Región Metropolitana",105
IPhone 12mini 64gb + 2 Carcasas +4 Micas De Vidrio,780000,07-08-2022,16:52:08,"Las Condes, Región Metropolitana",105
IPhone 7 conversable,500000,07-08-2022,14:10:51,"Peñalolén, Región Metropolitana",105
IPhone SE Primera generación impecable,410000,07-08-2022,10:20:13,"Vitacura, Región Metropolitana",105
Iphone 8,285000,06-08-2022,23:57:44,"Macul, Región Metropolitana",105
Iphone 12 Pro Max,100000,06-08-2022,19:56:01,"Santiago, Región Metropolitana",105
 iPhone XS y Apple Watch 5,80000,06-08-2022,19:24:56,"Las Condes, Región Metropolitana",105
Iphone 11 pro,100000,06-08-2022,18:54:21,"Ñuñoa, Región Metropolitana",105
IPhone 11 64 GB color blanco impecable,5000,06-08-2022,17:28:13,"Santiago, Región Metropolitana",105
IPhone 7,140000,06-08-2022,16:37:41,"Maipú, Región Metropolitana",105
 iPhone 6,11000,06-08-2022,15:10:30,"Santiago, Región Metropolitana",105
Bandeja porta dual sim iphone xr,180000,06-08-2022,12:48:36,"Providencia, Región Metropolitana",105
Iphone 7,35000,05-08-2022,21:47:46,"Santiago, Región Metropolitana",105
Carcasa Iphone 12,4900,05-08-2022,17:58:54,"Las Condes, Región Metropolitana",105
IPhone XR 64 gb,4900,05-08-2022,14:16:11,"Puente Alto, Región Metropolitana",105
IPhone 11 64 gb,1000000,05-08-2022,14:10:21,"La Florida, Región Metropolitana",105
Tapa trasera iphone 8 plus,350000,05-08-2022,13:14:27,"Providencia, Región Metropolitana",105
IPhone 8 Plus 64g,65000,05-08-2022,06:43:11,"Santiago, Región Metropolitana",105
Iphone 6s 32gb,450000,05-08-2022,02:54:09,"Maipú, Región Metropolitana",105
Lentes Camaras Trasera IPhone 13 / IPhone 13 Mini,185000,05-08-2022,01:31:23,"Macul, Región Metropolitana",105
Lentes Camaras Trasera iPhone 12 / IPhone 12 Mini,380000,05-08-2022,01:22:45,"Macul, Región Metropolitana",105
IPhone 13 pro max,320000,04-08-2022,23:42:44,"Providencia, Región Metropolitana",105
IPhone 11 grey impecable,550000,04-08-2022,22:50:45,"Colina, Región Metropolitana",105
IPhone 7 32 GB,195000,04-08-2022,21:51:48,"La Florida, Región Metropolitana",105
Iphone 12,9000,04-08-2022,20:34:49,"La Cisterna, Región Metropolitana",105
Iphone XR 64gb,0,04-08-2022,19:52:31,"La Reina, Región Metropolitana",105
Iphone 11,0,04-08-2022,19:40:00,"Ñuñoa, Región Metropolitana",105
IPhone 11 blanco 64 gb,0,04-08-2022,17:59:27,"La Granja, Región Metropolitana",105
IPhone 13 de 128 GB en Perfecto estado,0,04-08-2022,13:38:00,"Quinta Normal, Región Metropolitana",105
"Iphone 8 64GB Negro, Usado buen estado",0,04-08-2022,11:52:51,"Recoleta, Región Metropolitana",105
Oferta cable y adaptador carga rápido iPhone,0,04-08-2022,08:24:01,"San Miguel, Región Metropolitana",105
Iphone 12 pro max todo original 100% 128 gb,0,03-08-2022,23:19:19,"Ñuñoa, Región Metropolitana",105
0,0,0,,0,105
0,0,0,,0,105
0,0,0,,0,105
