titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Carcasa Iphone 14 Pro Max Sumergible Waterproof,27490,20-01-2023,11:39:49,"La Reina, Región Metropolitana",57
"IPhone X, 256 GB, Impecable",270000,20-01-2023,11:25:26,"Las Condes, Región Metropolitana",57
Carcasa Iphone 14 Pro Sumergible Waterproof Heavy,26990,20-01-2023,10:43:03,"La Reina, Región Metropolitana",57
Carcasa Iphone 14 Plus Sumergible Waterproof Heavy,24990,20-01-2023,10:40:38,"La Reina, Región Metropolitana",57
Carcasa Iphone 14 Sumergible Waterproof Heavy Duty,23990,20-01-2023,10:21:40,"La Reina, Región Metropolitana",57
Iphone Xr 128 GB blanco en excelente estado,299000,20-01-2023,09:19:07,"Lo Barnechea, Región Metropolitana",57
Iphone 13 pro max 256 gb,850000,20-01-2023,00:19:46,"Conchalí, Región Metropolitana",57
IPhone 12 Pro max,720000,19-01-2023,18:45:36,"Peñalolén, Región Metropolitana",57
Iphone 11 64GB ,320000,19-01-2023,16:13:02,"San Bernardo, Región Metropolitana",57
celular IPhone SE ,150000,19-01-2023,15:26:33,"Cerrillos, Región Metropolitana",57
Iphone 11 Black 128 gb,380000,19-01-2023,14:31:08,"Vitacura, Región Metropolitana",57
Iphone 5se (malo),20000,19-01-2023,14:05:41,"La Cisterna, Región Metropolitana",57
Iphone xr 64 gb,180000,19-01-2023,14:00:32,"Santiago, Región Metropolitana",57
IPhone 8 64GB,100000,19-01-2023,13:01:53,"Las Condes, Región Metropolitana",57
"Botón Home Iphone 6s, Flex Sensor Touch Id + Kit D",10900,19-01-2023,12:19:57,"Providencia, Región Metropolitana",57
Iphone 6 32 gb,60000,19-01-2023,01:20:30,"Santiago, Región Metropolitana",57
 Iphone 7 usado 32gb,100000,18-01-2023,23:43:50,"Cerro Navia, Región Metropolitana",57
IPhone 8 Plus,170000,18-01-2023,19:55:58,"Ñuñoa, Región Metropolitana",57
IPhone XR 64 gb Rojo,200000,18-01-2023,19:06:17,"La Florida, Región Metropolitana",57
Iphone 13 Pro,700000,18-01-2023,19:00:00,"Quilicura, Región Metropolitana",57
Iphone 6 perfecto estado ,50000,18-01-2023,18:36:54,"Pudahuel, Región Metropolitana",57
IPhone XS 256 gb usado,160000,18-01-2023,18:26:49,"Vitacura, Región Metropolitana",57
IPhone 6s ,80000,18-01-2023,18:19:03,"Las Condes, Región Metropolitana",57
Carcasas IPhone 7/X/XS/XR/11/12/13,5000,18-01-2023,18:11:10,"Santiago, Región Metropolitana",57
IPhone 12 de 64 GB,480000,18-01-2023,18:08:15,"San Miguel, Región Metropolitana",57
Iphone 13 nuevo sellado Midnight Blue,769990,18-01-2023,17:30:58,"La Florida, Región Metropolitana",57
Iphone 13 pro max,800000,18-01-2023,15:40:30,"San Joaquín, Región Metropolitana",57
Iphone 12 pro max,900000,18-01-2023,14:07:33,"Maipú, Región Metropolitana",57
Celular Iphone 8,120000,18-01-2023,13:44:34,"San Miguel, Región Metropolitana",57
IPhone 11 Pro,420000,18-01-2023,13:40:18,"Lo Prado, Región Metropolitana",57
IPhone 12 64gb,65000,17-01-2023,23:57:51,"Lo Espejo, Región Metropolitana",57
IPhone 6S Plus 32GB,900,17-01-2023,23:42:45,"Providencia, Región Metropolitana",57
IPhone 13 pro max ,380000,17-01-2023,22:08:59,"Santiago, Región Metropolitana",57
IPhone XS 256GB,560000,17-01-2023,21:35:21,"Recoleta, Región Metropolitana",57
Iphone 12 mini 128 Gb,275000,17-01-2023,20:46:09,"Santiago, Región Metropolitana",57
IPhone XR,120000,17-01-2023,18:35:33,"Las Condes, Región Metropolitana",57
Iphone 8 Negro,50000,17-01-2023,14:01:05,"Huechuraba, Región Metropolitana",57
IPhone 7 detalle,900000,17-01-2023,13:44:06,"San Bernardo, Región Metropolitana",57
iPhone 13 Pro Max,100000,17-01-2023,13:43:28,"Quinta Normal, Región Metropolitana",57
IPhone X repuesto,33900,17-01-2023,13:38:52,"San Bernardo, Región Metropolitana",57
Cargador Inalambrico 10w Philips iPhone Samsung Hu,13900,17-01-2023,12:45:09,"Providencia, Región Metropolitana",57
Bateria iPhone 8 Plus,450000,17-01-2023,12:43:54,"Providencia, Región Metropolitana",57
Iphone 11,330000,17-01-2023,12:31:10,"Maipú, Región Metropolitana",57
IPhone 11,25000,17-01-2023,12:21:08,"Quilicura, Región Metropolitana",57
Magsafe iphone,90000,17-01-2023,12:20:05,"Macul, Región Metropolitana",57
Iphone 7,450000,17-01-2023,11:31:30,"San Joaquín, Región Metropolitana",57
Iphone 12 blanco,0,17-01-2023,09:28:50,"La Florida, Región Metropolitana",57
0,0,0,,0,57
0,0,0,,0,57
0,0,0,,0,57
