titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone XR,150000,09-12-2022,20:20:30,"Lampa, Región Metropolitana",68
Cajas de iPhone,20000,09-12-2022,19:28:44,"Quinta Normal, Región Metropolitana",68
IPhone XR,120000,09-12-2022,19:10:18,"Santiago, Región Metropolitana",68
IPhone XR 64gb,500000,09-12-2022,19:08:00,"La Florida, Región Metropolitana",68
IPhone 7,299000,09-12-2022,18:56:00,"La Florida, Región Metropolitana",68
IPhone 12 negro 64 GB Nuevo y sellado,250000,09-12-2022,18:02:53,"San Miguel, Región Metropolitana",68
IPhone SE (2020) 64GB Rojo,700000,09-12-2022,15:23:36,"San Miguel, Región Metropolitana",68
IPhone SE rojo 2020,300000,09-12-2022,14:09:05,"La Florida, Región Metropolitana",68
IPhone X - 256 Gb - Gris espacial,55000,09-12-2022,13:48:08,"Las Condes, Región Metropolitana",68
IPhone 13 Pro max de 128 Gb batería 100%,350000,09-12-2022,10:59:23,"Independencia, Región Metropolitana",68
IPhone 11 64gb,850000,09-12-2022,00:24:21,"Talagante, Región Metropolitana",68
IPhone 13 pro max 64gb,5500,08-12-2022,23:25:40,"San Miguel, Región Metropolitana",68
IPhone 6 + iPhone SE 2016,6500,08-12-2022,23:05:45,"Pudahuel, Región Metropolitana",68
Iphone 11 pro max usado,6500,08-12-2022,22:39:25,"Vitacura, Región Metropolitana",68
IPhone 13 Pro Max 128 GB,140000,08-12-2022,22:31:26,"Independencia, Región Metropolitana",68
Bandeja iPhone 11 Dual Porta Nano Sim,150000,08-12-2022,22:07:15,"Macul, Región Metropolitana",68
Bandeja IPhone 12 Mini Porta Nano Sim,80000,08-12-2022,22:02:38,"Macul, Región Metropolitana",68
Bandeja iPhone 12 Pro Max Porta Nano Sim,850000,08-12-2022,21:12:31,"Macul, Región Metropolitana",68
IPhone 13,25000,08-12-2022,20:00:06,"San Ramón, Región Metropolitana",68
Iphone,210000,08-12-2022,18:49:27,"Peñalolén, Región Metropolitana",68
IPhone 8 blanco,200000,08-12-2022,18:07:42,"Santiago, Región Metropolitana",68
IPhone 7plus usado,200000,08-12-2022,17:31:39,"Lo Espejo, Región Metropolitana",68
IPhone 11,250000,08-12-2022,17:04:08,"Ñuñoa, Región Metropolitana",68
IPhone 12 Pro Max 256 gb color Oro,40000,08-12-2022,16:45:49,"San Miguel, Región Metropolitana",68
Carcasa con batería para iPhone 11 Pro max,90000,08-12-2022,15:21:23,"Ñuñoa, Región Metropolitana",68
Iphone SE Red 2020 ,350000,08-12-2022,13:06:08,"Las Condes, Región Metropolitana",68
Iphone X Negro 64gb,500000,08-12-2022,08:48:00,"San Miguel, Región Metropolitana",68
Carcasas iPhone nuevos modelos,799990,08-12-2022,00:05:32,"La Florida, Región Metropolitana",68
Iphone XR 64GB,24900,07-12-2022,22:09:01,"La Cisterna, Región Metropolitana",68
IPhone 11 64 GB ,45000,07-12-2022,21:24:34,"Huechuraba, Región Metropolitana",68
Iphone 6s usado,300000,07-12-2022,19:20:31,"San Bernardo, Región Metropolitana",68
Iphone X 256 gb,200000,07-12-2022,15:34:16,"Puente Alto, Región Metropolitana",68
IPhone 8 (c/detalle - Trizadura Parte Trasera),250000,07-12-2022,15:17:08,"San Bernardo, Región Metropolitana",68
"Iphone 11 64 gb , black, excelente estado",400000,07-12-2022,15:03:38,"Ñuñoa, Región Metropolitana",68
Iphone 12 pro 256 GB,800000,07-12-2022,14:48:54,"Maipú, Región Metropolitana",68
IPhone XR 64 GB,200000,07-12-2022,14:48:03,"Cerro Navia, Región Metropolitana",68
IPhone 13 Pro Color oro 256GB,0,07-12-2022,12:56:00,"Independencia, Región Metropolitana",68
Audifonos Bluetooth iPhone 6 7 8 Xr 1112 13 14,0,07-12-2022,12:04:37,"Macul, Región Metropolitana",68
Iphone 6,0,07-12-2022,09:44:38,"Providencia, Región Metropolitana",68
Iphone SE 2020,0,06-12-2022,21:48:00,"Santiago, Región Metropolitana",68
"Carcasas para iphone 11,12,13 pro, pro max",0,06-12-2022,20:08:00,"Santiago, Región Metropolitana",68
IPhone 11 64 gb,0,06-12-2022,19:54:16,"La Florida, Región Metropolitana",68
Iphone XR 128 GB/ usado,0,06-12-2022,15:56:37,"San Bernardo, Región Metropolitana",68
Iphone 11 128GB,0,06-12-2022,14:34:26,"Estación Central, Región Metropolitana",68
Iphone 11 ,0,06-12-2022,14:34:03,"Maipú, Región Metropolitana",68
IPhone 14 128 gb ,0,06-12-2022,14:23:53,"Maipú, Región Metropolitana",68
IPhone 8 impecable,0,06-12-2022,13:47:23,"La Florida, Región Metropolitana",68
0,0,0,,0,68
0,0,0,,0,68
0,0,0,,0,68
