titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone X en excelente estado,300000,17-03-2023,16:05:15,"Las Condes, Región Metropolitana",41
Iphone SE 2da generación,170000,17-03-2023,15:58:25,"Providencia, Región Metropolitana",41
Iphone 11 128gb,320000,17-03-2023,15:56:03,"Lo Barnechea, Región Metropolitana",41
Iphone 8 64GB / sin cargador,75000,17-03-2023,15:10:52,"Lo Prado, Región Metropolitana",41
IPhone 8,90000,17-03-2023,15:05:21,"Colina, Región Metropolitana",41
IPhone 11,220000,17-03-2023,10:32:12,"Talagante, Región Metropolitana",41
IPhone 8 64GB negro usado,100000,17-03-2023,07:56:12,"Las Condes, Región Metropolitana",41
Citofono aiphone gt-1d,40000,16-03-2023,23:07:47,"La Florida, Región Metropolitana",41
IPhone 13 Pro 128g,950000,16-03-2023,21:58:58,"Providencia, Región Metropolitana",41
IPhone 6S Plus,80000,16-03-2023,20:09:30,"Las Condes, Región Metropolitana",41
Fundas - Carcasas para IPhone,15000,16-03-2023,20:08:02,"Quilicura, Región Metropolitana",41
IPhone 12 Pro Max,600000,16-03-2023,17:37:36,"Peñaflor, Región Metropolitana",41
Iphone xs 64gb,170000,16-03-2023,15:19:08,"Vitacura, Región Metropolitana",41
IPhone 8,100000,16-03-2023,14:48:01,"Paine, Región Metropolitana",41
Iphone 12 pro,600000,16-03-2023,08:13:58,"Lo Prado, Región Metropolitana",41
Cable para iphone tipo C a lightning carga rapida,6990,16-03-2023,08:11:37,"Santiago, Región Metropolitana",41
IPhone 11 64gb,380000,15-03-2023,23:39:54,"Puente Alto, Región Metropolitana",41
Cargador auto carga rápida 20w para iPhone,7990,15-03-2023,23:36:29,"Santiago, Región Metropolitana",41
IPhone XR 64 Gb black,225000,15-03-2023,18:16:05,"Ñuñoa, Región Metropolitana",41
Iphone x 64gb usado,200000,15-03-2023,17:33:23,"Ñuñoa, Región Metropolitana",41
Iphone XR 128 gb color celeste,280000,15-03-2023,17:18:20,"Ñuñoa, Región Metropolitana",41
Cargador carga rapida para iphone 20w,6990,15-03-2023,16:42:40,"Santiago, Región Metropolitana",41
IPhone 13 PRO 256 GB,830000,15-03-2023,13:10:51,"Puente Alto, Región Metropolitana",41
Pantalla iPhone XS a Domicilio,215000,15-03-2023,09:01:29,"Cerro Navia, Región Metropolitana",41
Bateria iPhone 8 PLUS Domicilio,280000,15-03-2023,08:58:38,"Lo Espejo, Región Metropolitana",41
Bateria Pila iPhone 6 6G 6S Nuevas Selladas Domic,55000,15-03-2023,08:58:27,"San Joaquín, Región Metropolitana",41
Bateria iPhone 6S Certificadas Nuevas,400000,15-03-2023,08:58:14,"Pedro Aguirre Cerda, Región Metropolitana",41
Pantalla iPhone 8 a Domicilio,329990,15-03-2023,08:57:45,"Lo Prado, Región Metropolitana",41
IPhone XR por recambió,300,15-03-2023,08:13:03,"Recoleta, Región Metropolitana",41
IPhone 12 negro,500000,15-03-2023,04:14:12,"Ñuñoa, Región Metropolitana",41
IPhone 11 ,160000,14-03-2023,23:30:48,"Providencia, Región Metropolitana",41
Iphone 6 impecable,65000,14-03-2023,23:03:47,"Ñuñoa, Región Metropolitana",41
IPhone 11 Pro Max 64 gb usado,450000,14-03-2023,22:11:57,"La Florida, Región Metropolitana",41
IPhone 13 mini Detalles 128gb favor leer descripci,600000,14-03-2023,19:54:57,"Santiago, Región Metropolitana",41
IPhone 11 Lila - 64 Gb,450000,14-03-2023,17:46:31,"La Reina, Región Metropolitana",41
Iphone 13 mini 128 gb,57000,14-03-2023,17:30:05,"Lo Prado, Región Metropolitana",41
IPhone SE 64 G ,230000,14-03-2023,16:49:38,"Puente Alto, Región Metropolitana",41
IPhone 6 32 Giga,12900,14-03-2023,16:09:54,"Huechuraba, Región Metropolitana",41
IPhone 12 Nuevo y Liberado,6500,14-03-2023,15:56:03,"Santiago, Región Metropolitana",41
 o permuto iphone 13 256gb,37900,14-03-2023,15:14:46,"Renca, Región Metropolitana",41
"IPhone 11 PRO 256 GB, con caja y boleta ",97990,14-03-2023,14:59:14,"La Florida, Región Metropolitana",41
Bateria Compatible Con iPhone 12 / 12 Pro Instalad,0,14-03-2023,14:10:25,"Macul, Región Metropolitana",41
IPhone XR ,0,14-03-2023,14:07:18,"Peñalolén, Región Metropolitana",41
Vidrios Camara Trasera iPhone 12 Pro Max,0,14-03-2023,14:01:57,"Macul, Región Metropolitana",41
Bandeja iPhone 12 Pro Max Porta Nano Sim,0,14-03-2023,13:37:46,"Macul, Región Metropolitana",41
Flex De Carga iPhone 12 / 12 Pro,0,14-03-2023,13:33:50,"Macul, Región Metropolitana",41
Cristal Glass + Oca + Marco Para iPhone 12 + Insta,0,14-03-2023,13:20:12,"Macul, Región Metropolitana",41
0,0,0,,0,41
0,0,0,,0,41
0,0,0,,0,41
