titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
"IPhone 11 Pro Silver, seminuevo sin caja.",409990,25-05-2023,19:33:26,"Providencia, Región Metropolitana",26
"IPhone 11 Pro dorado, seminuevo sin caja",409990,25-05-2023,19:33:12,"Providencia, Región Metropolitana",26
IPhone 8 Plus 64 tb,150000,25-05-2023,19:08:18,"San Bernardo, Región Metropolitana",26
"IPhone 11 Verde Menta, seminuevo sin caja",349990,25-05-2023,18:49:15,"Providencia, Región Metropolitana",26
"IPhone 11 Blanco, usado de primera selección",349990,25-05-2023,18:44:39,"Providencia, Región Metropolitana",26
"IPhone 11 Red Product, seminuevo sin caja",329990,25-05-2023,18:19:38,"Providencia, Región Metropolitana",26
"IPhone 11 Negro, seminuevo sin caja",319990,25-05-2023,18:12:14,"Providencia, Región Metropolitana",26
"IPhone 11 Blanco, seminuevo sin caja",319990,25-05-2023,17:37:56,"Providencia, Región Metropolitana",26
"IPhone X negro, seminuevo sin caja",219990,25-05-2023,17:30:11,"Providencia, Región Metropolitana",26
Iphone XR negro (10) perfecto estado,200000,25-05-2023,17:21:20,"Santiago, Región Metropolitana",26
"IPhone 8 Plus Blanco, seminuevo sin caja",189990,25-05-2023,17:12:29,"Providencia, Región Metropolitana",26
IPhone SE 2020,130000,25-05-2023,16:31:42,"Las Condes, Región Metropolitana",26
IPhone SE 2020 Segunda generación negro 64GB,189990,25-05-2023,15:55:36,"Providencia, Región Metropolitana",26
IPhone 11 64GB como nuevo,300000,25-05-2023,15:34:06,"Santiago, Región Metropolitana",26
IPhone 14 Lila seminuevo sin caja,719990,25-05-2023,13:55:14,"Providencia, Región Metropolitana",26
IPhone 14 Starligth nuevo y sellado,769990,25-05-2023,13:44:50,"Providencia, Región Metropolitana",26
IPhone 14 Pro Dorado Nuevo sellado,959990,25-05-2023,13:22:53,"Providencia, Región Metropolitana",26
"IPhone 14 Pro Deep Purple, nuevo y sellado",999990,25-05-2023,13:20:42,"Providencia, Región Metropolitana",26
"IPhone 14 Pro Max E-SIM dorado, Open Box",959990,25-05-2023,13:10:44,"Providencia, Región Metropolitana",26
Iphone 7 32gb,50000,25-05-2023,11:33:41,"Puente Alto, Región Metropolitana",26
Iphone 14 Pro Max 256 gb ,1000000,25-05-2023,07:58:29,"Las Condes, Región Metropolitana",26
IPhone 7 plus,140000,25-05-2023,05:54:12,"La Cisterna, Región Metropolitana",26
Iphone 12 pro,500000,25-05-2023,00:42:52,"Ñuñoa, Región Metropolitana",26
"IPhone 14 pro nuevo, sellado ",900000,24-05-2023,23:42:08,"San Bernardo, Región Metropolitana",26
IPhone XR 64GB,220000,24-05-2023,23:25:04,"San Bernardo, Región Metropolitana",26
IPhone 6 ,80000,24-05-2023,23:03:48,"San Bernardo, Región Metropolitana",26
Iphone xr liberado,180000,24-05-2023,20:16:01,"Maipú, Región Metropolitana",26
Cable usb iPhone,5000,24-05-2023,15:24:02,"Conchalí, Región Metropolitana",26
Rsim Club Sim invalida desbloqueoUnlocked iPhones,28500,24-05-2023,13:08:32,"Huechuraba, Región Metropolitana",26
Iphone 14 Pro max,860000,24-05-2023,12:15:29,"Puente Alto, Región Metropolitana",26
Batería original MagSafe apple para iPhone,70000,24-05-2023,12:03:55,"Santiago, Región Metropolitana",26
Iphone 11 de 64 gb,290000,24-05-2023,12:01:28,"San Bernardo, Región Metropolitana",26
IPhone 11,200000,24-05-2023,10:06:27,"Ñuñoa, Región Metropolitana",26
IPhone XR,200000,23-05-2023,23:51:46,"Peñalolén, Región Metropolitana",26
Iphone liberado,25000,23-05-2023,23:34:52,"San Bernardo, Región Metropolitana",26
Carcasas para Iphone,3000,23-05-2023,20:20:33,"San Miguel, Región Metropolitana",26
Iphone 7 32 gb,90000,23-05-2023,20:06:13,"Ñuñoa, Región Metropolitana",26
"IPhone 12 Mini, 256gb",400000,23-05-2023,17:18:32,"Las Condes, Región Metropolitana",26
IPhone 13,570000,23-05-2023,15:22:47,"Santiago, Región Metropolitana",26
Caja iPhone 11,10000,23-05-2023,14:51:11,"Ñuñoa, Región Metropolitana",26
Cargador Inalambrico 10w Philips iPhone Samsung Hu,29990,23-05-2023,13:08:43,"Providencia, Región Metropolitana",26
Cargador Inalambrico Philips Para iPhone Samsung H,24990,23-05-2023,12:51:02,"Providencia, Región Metropolitana",26
IPhone 13 256GB intacto único dueño,120000,23-05-2023,12:22:10,"Maipú, Región Metropolitana",26
"Iphone 8 rosa, 64 gb",70000,22-05-2023,22:24:30,"Providencia, Región Metropolitana",26
Iphone 7 negro,80000,22-05-2023,21:18:09,"Ñuñoa, Región Metropolitana",26
Apple iPhone 6 32 GB color Gris Espacial,150000,22-05-2023,20:29:21,"Estación Central, Región Metropolitana",26
Celular iphone,0,22-05-2023,19:48:57,"Peñalolén, Región Metropolitana",26
0,0,0,,0,26
0,0,0,,0,26
0,0,0,,0,26
