titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone SE 2020 más adaptador para audífonos,150000,22-05-2023,19:45:01,"Puente Alto, Región Metropolitana",27
IPhone XS,150000,22-05-2023,19:11:15,"Vitacura, Región Metropolitana",27
"Iphone 14 pro max nuevo, claro",1000000,22-05-2023,19:11:11,"Estación Central, Región Metropolitana",27
Iphone 12 pro 128gb,515000,22-05-2023,15:13:47,"La Granja, Región Metropolitana",27
IPhone 14 con menos de un mes de uso (batería 100),700000,22-05-2023,13:53:08,"Providencia, Región Metropolitana",27
Iphone 6s,80000,22-05-2023,13:32:46,"Las Condes, Región Metropolitana",27
IPhone 14 Pro Max 256Gb Nuevo,1200000,22-05-2023,08:35:02,"Santiago, Región Metropolitana",27
IPhone 13 rosado,580000,22-05-2023,08:15:57,"Santiago, Región Metropolitana",27
Iphone 14 pro max,930000,22-05-2023,08:04:23,"La Cisterna, Región Metropolitana",27
IPhone 12 pro max,480000,22-05-2023,00:14:51,"Estación Central, Región Metropolitana",27
Carcasa protección para iPhone 12 Pro,6000,21-05-2023,22:29:05,"Santiago, Región Metropolitana",27
IPhone XR,100000,21-05-2023,21:22:51,"Ñuñoa, Región Metropolitana",27
Carcasas Samsung + 2 de iPhone NUEVAS,7000,21-05-2023,20:56:32,"San Bernardo, Región Metropolitana",27
Iphone 13 128 GB,530000,21-05-2023,20:33:43,"Buin, Región Metropolitana",27
iPhone 11 (64GB) color verde turquesa,300000,21-05-2023,19:52:17,"Santiago, Región Metropolitana",27
Iphone 11 negro 128 gb usado,350000,21-05-2023,13:01:50,"La Florida, Región Metropolitana",27
 IPhone X 256GB,220000,21-05-2023,08:30:59,"Maipú, Región Metropolitana",27
IPhone 6,45000,20-05-2023,12:22:11,"Macul, Región Metropolitana",27
IPhone 7 excelente estado,100000,20-05-2023,08:51:50,"Maipú, Región Metropolitana",27
IPhone 14 plus,970000,20-05-2023,08:37:32,"La Florida, Región Metropolitana",27
IPHONE 7 blanco,105000,20-05-2023,08:22:54,"Vitacura, Región Metropolitana",27
Iphone 11,390000,19-05-2023,21:25:45,"La Florida, Región Metropolitana",27
celulares Samsung S21+ y el iPhone XR ,300000,19-05-2023,21:22:38,"San Miguel, Región Metropolitana",27
IPhone SE 2020,350000,19-05-2023,20:56:23,"Santiago, Región Metropolitana",27
IPhone xr,200000,19-05-2023,20:24:52,"Santiago, Región Metropolitana",27
IPhone XR perfecto estado,140000,19-05-2023,17:55:21,"Lampa, Región Metropolitana",27
Iphone 6S,180000,19-05-2023,11:56:28,"Ñuñoa, Región Metropolitana",27
IPhone X Usado,560000,19-05-2023,03:46:57,"Peñalolén, Región Metropolitana",27
IPhone 13 mini 128 GB,500000,18-05-2023,22:36:51,"Quilicura, Región Metropolitana",27
IPhone 12 Pro Max ,70000,18-05-2023,20:44:49,"La Florida, Región Metropolitana",27
Iphone 6s 64 GB,40000,18-05-2023,14:36:43,"Santiago, Región Metropolitana",27
IPhone 6s,4000,18-05-2023,14:00:59,"Macul, Región Metropolitana",27
Carcasas iphone,350000,18-05-2023,13:50:34,"Peñalolén, Región Metropolitana",27
IPhone SE tercera generación,169000,18-05-2023,11:36:37,"Santiago, Región Metropolitana",27
IPhone XR Celeste 64 GB,520000,18-05-2023,09:46:53,"Ñuñoa, Región Metropolitana",27
"IPhone 11 Pro, 256 GB. Impecable",80000,18-05-2023,09:33:29,"Las Condes, Región Metropolitana",27
IPhone 6 como nuevo,320000,18-05-2023,08:26:12,"Colina, Región Metropolitana",27
IPhone 11 color amarillo 128 GB,50000,17-05-2023,22:59:10,"Santiago, Región Metropolitana",27
IPhone 6 usado,300000,17-05-2023,22:57:25,"Cerrillos, Región Metropolitana",27
IPhone 11,200000,17-05-2023,22:30:11,"Santiago, Región Metropolitana",27
Iphone 11,600000,17-05-2023,20:47:58,"San Bernardo, Región Metropolitana",27
Iphone XR,150000,17-05-2023,20:29:34,"Vitacura, Región Metropolitana",27
IPhone 12 Pro de 256 GB ,160000,17-05-2023,19:03:30,"Santiago, Región Metropolitana",27
Iphone SE - 128 Gb - 2020,300000,17-05-2023,17:42:57,"Maipú, Región Metropolitana",27
IPhone XS Perfecto estado,200000,17-05-2023,17:26:43,"Providencia, Región Metropolitana",27
IPhone SE (3rd generation) 64GB,0,17-05-2023,15:32:05,"Estación Central, Región Metropolitana",27
IPhone SE 2020,0,17-05-2023,14:08:31,"Maipú, Región Metropolitana",27
0,0,0,,0,27
0,0,0,,0,27
0,0,0,,0,27
