titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 13 Pro Max 128 GB con pantalla dañada,350000,14-08-2023,18:57:34,"Independencia, Región Metropolitana",5
Iphone XR 64 GB por renovación de equipo,250000,14-08-2023,14:59:14,"Peñalolén, Región Metropolitana",5
IPhone 6 usado precio conversable,50000,14-08-2023,13:54:35,"Cerro Navia, Región Metropolitana",5
Bateria iPhone XS Max,39900,14-08-2023,11:49:21,"Macul, Región Metropolitana",5
IPhone 11 (128GB),300000,14-08-2023,11:24:59,"Santiago, Región Metropolitana",5
Carcasa iphone 12,5500,14-08-2023,04:38:47,"Puente Alto, Región Metropolitana",5
Iphone 6S,80000,14-08-2023,00:07:02,"Providencia, Región Metropolitana",5
IPhone 11,270000,13-08-2023,22:09:50,"Pudahuel, Región Metropolitana",5
IPhone 11 64 GB Semi Nuevo Agrietado,250000,13-08-2023,21:48:02,"San Miguel, Región Metropolitana",5
IPhone x muy buen estado ,150000,13-08-2023,18:18:37,"Santiago, Región Metropolitana",5
"Caja de iphone 11, 12 y 12 pro max",5000,13-08-2023,17:58:59,"La Reina, Región Metropolitana",5
IPhone x 64 gb,200000,13-08-2023,16:34:27,"La Florida, Región Metropolitana",5
IPhone 6 Plus 64GB con batería nueva,55000,13-08-2023,16:28:33,"Ñuñoa, Región Metropolitana",5
IPhone 11 casi nuevo con todo original ,270000,13-08-2023,16:08:02,"Providencia, Región Metropolitana",5
IPhone SE 2020 64GB,75000,13-08-2023,15:16:02,"Puente Alto, Región Metropolitana",5
IPhone 8 sin detalles de ningún tipo,135000,13-08-2023,15:15:37,"Talagante, Región Metropolitana",5
Iphone 11 128gb,260000,13-08-2023,14:37:26,"Maipú, Región Metropolitana",5
Iphone 6 plus 64gb blanco,170000,13-08-2023,13:11:39,"San Miguel, Región Metropolitana",5
Iphone XR 64,120000,13-08-2023,12:41:05,"San Miguel, Región Metropolitana",5
IPhone SE (1 generación),45000,12-08-2023,23:33:44,"Las Condes, Región Metropolitana",5
IPhone 8,100000,12-08-2023,21:44:39,"Santiago, Región Metropolitana",5
IPhone xr,200000,12-08-2023,21:13:11,"Peñalolén, Región Metropolitana",5
"IPhone SE 2020 2da gen. Batería nueva, reacondicio",190000,12-08-2023,20:17:13,"Las Condes, Región Metropolitana",5
Iphone 7 plus (negro) 32 gb,100000,12-08-2023,18:28:24,"Recoleta, Región Metropolitana",5
Estación de carga inalámbrica 3 en 1 para iPhone,40000,12-08-2023,18:25:09,"Independencia, Región Metropolitana",5
Cargador para iPhone,10000,12-08-2023,18:19:08,"Independencia, Región Metropolitana",5
Cable cargador iPhone iPad iPod,15000,12-08-2023,17:41:11,"Independencia, Región Metropolitana",5
IPhone 12 128GB Negro estado 10/10,580000,12-08-2023,17:36:43,"Las Condes, Región Metropolitana",5
Carcasa iPhone MagSafe 13 y 14 14pro max,10000,12-08-2023,17:00:01,"Independencia, Región Metropolitana",5
IPhone 13 Pro,590000,12-08-2023,16:47:49,"Santiago, Región Metropolitana",5
Cargador iphon original,10000,12-08-2023,15:33:37,"La Reina, Región Metropolitana",5
IPhone 11 64 GB,330000,12-08-2023,15:09:41,"Buin, Región Metropolitana",5
Pack 3 carcasas coles variados de iphone 14 pro,10000,11-08-2023,22:35:05,"Las Condes, Región Metropolitana",5
IPhone XS Max Space Gray 256 GB usado,350000,11-08-2023,21:14:54,"Lampa, Región Metropolitana",5
Adaptador iPhone original,15000,11-08-2023,21:01:05,"La Cisterna, Región Metropolitana",5
"Cargador inalámbrico Aukey iphone, airpods y watch",30000,11-08-2023,20:52:04,"Las Condes, Región Metropolitana",5
IPhone Xs Gold 256 Gb,250000,11-08-2023,19:52:41,"Lampa, Región Metropolitana",5
IPhone XR (2019),195000,11-08-2023,18:19:50,"Las Condes, Región Metropolitana",5
Carcasa + micas front y back para Iphone 13 promax,15000,11-08-2023,16:18:04,"Santiago, Región Metropolitana",5
IPhone XR con iOS 17 COMO NUEVO,280000,11-08-2023,16:15:12,"Las Condes, Región Metropolitana",5
IPhone XR 128gb,225000,11-08-2023,15:56:59,"Las Condes, Región Metropolitana",5
Iphone 8 con Accesorios - Muy bien cuidado,110000,11-08-2023,14:53:23,"Macul, Región Metropolitana",5
IPhone 8 Plus,180000,11-08-2023,13:49:20,"Las Condes, Región Metropolitana",5
IPhone XR 64,150000,11-08-2023,11:45:56,"Quinta Normal, Región Metropolitana",5
Protectores y carcasas iphone / samsung,1500,11-08-2023,10:21:24,"Santiago, Región Metropolitana",5
IPhone XR 64 Gb,190000,11-08-2023,08:40:41,"Santiago, Región Metropolitana",5
 iphone 11 ,300000,11-08-2023,08:33:50,"Puente Alto, Región Metropolitana",5
0,0,0,,0,5
0,0,0,,0,5
0,0,0,,0,5
