titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone se 2020 ,180000,06-02-2023,15:26:55,"La Cisterna, Región Metropolitana",52
Lote de carcasas iPhone (160 unidades),80000,06-02-2023,14:43:27,"El Bosque, Región Metropolitana",52
Lente Camara Trasera iPhone XS Max / Xs,4500,06-02-2023,12:54:55,"Providencia, Región Metropolitana",52
Pantalla Compatible iPhone XS Max Calidad Oled,97900,06-02-2023,12:50:02,"Providencia, Región Metropolitana",52
IPhone 7 ,65000,06-02-2023,12:14:37,"San Joaquín, Región Metropolitana",52
IPhone 13,565000,06-02-2023,10:38:10,"Ñuñoa, Región Metropolitana",52
"Mica para Iphone 5, 5C, 5S",3000,06-02-2023,09:11:50,"San Miguel, Región Metropolitana",52
Repuestos de iPhone en desarme,15000,06-02-2023,09:10:19,"Recoleta, Región Metropolitana",52
IPhone 7 negro,80000,06-02-2023,08:35:09,"Recoleta, Región Metropolitana",52
IPhone 12 256gb,440000,05-02-2023,23:45:00,"Puente Alto, Región Metropolitana",52
Iphone 7 rose golf 32gb,55000,05-02-2023,23:25:45,"Buin, Región Metropolitana",52
IPhone 7 32gb Oro rosa,70000,05-02-2023,22:04:29,"San Bernardo, Región Metropolitana",52
IPhone XR,300000,05-02-2023,19:13:36,"Pudahuel, Región Metropolitana",52
Iphone xs MAX,180000,05-02-2023,18:50:21,"El Monte, Región Metropolitana",52
IPhone 12 pro 128Gb,600000,05-02-2023,17:16:47,"Providencia, Región Metropolitana",52
Iphone 11 morado,320000,05-02-2023,16:57:33,"Ñuñoa, Región Metropolitana",52
Iphone 11 pro 64 Gb,390000,05-02-2023,16:56:50,"Las Condes, Región Metropolitana",52
 IPhone 11 128G,340000,05-02-2023,16:42:00,"Las Condes, Región Metropolitana",52
Iphone 7 Plus,100000,05-02-2023,15:32:01,"La Florida, Región Metropolitana",52
Iphone 11 morado 64gb,285000,05-02-2023,14:48:01,"San Miguel, Región Metropolitana",52
IPhone 14 Pro Max 256gb nuevo,990000,05-02-2023,14:26:30,"Santiago, Región Metropolitana",52
Celular IPhone 11 nuevo,250000,05-02-2023,13:43:16,"Santiago, Región Metropolitana",52
IPhone 7 plus black,120000,05-02-2023,09:52:42,"Talagante, Región Metropolitana",52
Iphone se,130000,04-02-2023,23:03:19,"Puente Alto, Región Metropolitana",52
Iphone 11,50000,04-02-2023,20:47:27,"San Bernardo, Región Metropolitana",52
IPhone 6 en buen estado,7500,04-02-2023,19:10:42,"Providencia, Región Metropolitana",52
Adaptador IPhone 5W,120000,04-02-2023,16:16:37,"Puente Alto, Región Metropolitana",52
"IPhone 8, excelente estado",750000,04-02-2023,13:43:14,"Independencia, Región Metropolitana",52
IPhone 13 Pro,380000,04-02-2023,08:40:20,"Santiago, Región Metropolitana",52
Iphone 12 mini 256gb,950000,03-02-2023,23:59:24,"Cerrillos, Región Metropolitana",52
IPhone 13 Pro Max nuevo,200000,03-02-2023,18:19:09,"Santiago, Región Metropolitana",52
IPhone XR 64g 6 meses de uso,120000,03-02-2023,16:05:35,"Santiago, Región Metropolitana",52
IPhone 7 sin cargador,110000,03-02-2023,15:26:35,"Puente Alto, Región Metropolitana",52
IPhone 8,3990,03-02-2023,14:35:23,"Ñuñoa, Región Metropolitana",52
Lamina Mica Glass 9d Full Para iPhone 7 / 8 Se 202,3900,03-02-2023,13:16:36,"Providencia, Región Metropolitana",52
Bandeja Porta Nano Sim Compatible Con iPhone 7,7900,03-02-2023,13:06:14,"Providencia, Región Metropolitana",52
Flex De Carga Iphone 7 7g Jack Audio Y Microfono 4,14900,03-02-2023,13:06:11,"Providencia, Región Metropolitana",52
Bateria iPhone 7 Bateria,24900,03-02-2023,13:05:46,"Providencia, Región Metropolitana",52
Pantalla iPhone 7 Calidad Original Garantizada,9900,03-02-2023,13:05:36,"Providencia, Región Metropolitana",52
Lente Camara Trasera Compatible iPhone 7 Plus + En,750000,03-02-2023,12:57:11,"Providencia, Región Metropolitana",52
"IPhone 13, 128 GB",150000,03-02-2023,12:40:07,"Ñuñoa, Región Metropolitana",52
IPhone 7plus ,700000,03-02-2023,11:06:23,"San Bernardo, Región Metropolitana",52
Iphone 13 pro max,550000,03-02-2023,08:56:37,"Renca, Región Metropolitana",52
IPhone 12 de 64GB,650000,03-02-2023,08:24:00,"Huechuraba, Región Metropolitana",52
IPhone 12 Pro 512 gb,400000,03-02-2023,06:23:39,"Santiago, Región Metropolitana",52
IPhone 11 black 64 GB ,8000,03-02-2023,06:16:21,"Quilicura, Región Metropolitana",52
Fundas iPhone 12 (BTS),0,03-02-2023,00:43:12,"Ñuñoa, Región Metropolitana",52
0,0,0,,0,52
0,0,0,,0,52
0,0,0,,0,52
