titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
I Phone 7 250 GB,100000,02-10-2022,13:41:54,"Santiago, Región Metropolitana",89
Iphone Xr con detalle en pantalla ,150000,01-10-2022,21:35:58,"La Florida, Región Metropolitana",89
IPhone X 64 gb carcasas,70000,01-10-2022,19:58:53,"Lo Barnechea, Región Metropolitana",89
IPhone 13 pro max,850000,01-10-2022,16:09:56,"San Miguel, Región Metropolitana",89
Iphone 7 blanco perfecto estado,100000,01-10-2022,16:08:41,"Las Condes, Región Metropolitana",89
Iphone 7 Black,70000,01-10-2022,15:24:00,"Santiago, Región Metropolitana",89
IPhone 12 lila,500000,01-10-2022,14:36:23,"Renca, Región Metropolitana",89
IPhone 13 Pro Max,900000,01-10-2022,14:06:03,"Macul, Región Metropolitana",89
Carcasa iPhone 11 Pro,6000,01-10-2022,06:41:06,"San Miguel, Región Metropolitana",89
Iphone 11 se acepta ,290000,01-10-2022,06:35:36,"La Granja, Región Metropolitana",89
Iphone 11 negro,300000,01-10-2022,05:06:38,"Maipú, Región Metropolitana",89
Carcasa iPhone 13,6000,01-10-2022,00:49:22,"San Miguel, Región Metropolitana",89
Carcasas iPhone 12,6000,01-10-2022,00:49:04,"San Miguel, Región Metropolitana",89
Carcasas iPhone 11,6000,01-10-2022,00:48:39,"San Miguel, Región Metropolitana",89
Carcasa IPhone 12 Mini,5000,01-10-2022,00:48:28,"San Miguel, Región Metropolitana",89
Carcasa iPhone 13 Pro,6000,01-10-2022,00:48:26,"San Miguel, Región Metropolitana",89
Iphone 12(64gb),500,01-10-2022,00:46:07,"Las Condes, Región Metropolitana",89
Flex De Carga iPhone XS MAX,11900,30-09-2022,16:52:35,"Providencia, Región Metropolitana",89
Auricular parlante iphone 7 plus,11900,30-09-2022,16:52:31,"Providencia, Región Metropolitana",89
IPhone XR - Watch Nike - Airpods,140000,30-09-2022,16:23:26,"Peñalolén, Región Metropolitana",89
IPhone 8 64gb,5300,30-09-2022,16:08:00,"Estación Central, Región Metropolitana",89
Flex encendido iphone 5,220000,30-09-2022,14:18:48,"Providencia, Región Metropolitana",89
Iphone XR,75000,30-09-2022,13:50:28,"Lo Barnechea, Región Metropolitana",89
IPhone 7 red,350000,30-09-2022,13:19:24,"Lo Prado, Región Metropolitana",89
Iphone 11 64gb,180000,30-09-2022,12:18:39,"Puente Alto, Región Metropolitana",89
Iphone se 2020,350000,30-09-2022,09:44:57,"Peñalolén, Región Metropolitana",89
Impecable iphone xs max precio conversable,380000,30-09-2022,09:36:56,"Las Condes, Región Metropolitana",89
Iphone usado en buenas condiciones,850000,30-09-2022,09:11:20,"Pudahuel, Región Metropolitana",89
IPhone 13 Pro 128 GB - Impecable,400000,30-09-2022,08:30:49,"Santiago, Región Metropolitana",89
IPhone 12 como nuevo,48000,30-09-2022,03:21:14,"Santiago, Región Metropolitana",89
Iphone 6 s plus,400000,30-09-2022,03:20:09,"Maipú, Región Metropolitana",89
IPhone 12 mini 64GB,160000,30-09-2022,03:19:23,"Ñuñoa, Región Metropolitana",89
Iphone 8,160000,30-09-2022,03:16:42,"La Florida, Región Metropolitana",89
IPhone SE 2020,50000,30-09-2022,03:12:26,"Independencia, Región Metropolitana",89
IPhone 6 16GB,300000,30-09-2022,03:09:06,"Buin, Región Metropolitana",89
IPhone 11 64g ,100000,30-09-2022,02:49:24,"La Florida, Región Metropolitana",89
IPhone 7 Rose ,750000,30-09-2022,02:33:29,"Las Condes, Región Metropolitana",89
Iphone 12 Pro Max,300000,30-09-2022,02:24:35,"Santiago, Región Metropolitana",89
"IPhone 11, 64 GB",250000,30-09-2022,02:16:47,"Macul, Región Metropolitana",89
Iphone x funciona 100%,700,30-09-2022,02:10:03,"Las Condes, Región Metropolitana",89
IPhone 12 Pro 256GB,320000,30-09-2022,01:52:14,"Santiago, Región Metropolitana",89
IPhone X 64 Gb,60000,30-09-2022,01:51:47,"La Florida, Región Metropolitana",89
IPhone 6S ROSE,450000,30-09-2022,01:49:44,"La Florida, Región Metropolitana",89
IPhone 12 Azul 64 GB Impecable,50000,30-09-2022,01:47:28,"Colina, Región Metropolitana",89
Ipad mini primera generación (Permuto x Iphone 7),20990,30-09-2022,01:44:59,"Ñuñoa, Región Metropolitana",89
Soporte Magnético iPad/tablet/iPhone,50000,30-09-2022,01:42:58,"Ñuñoa, Región Metropolitana",89
Baterías originales iphone 6g - 6s,0,30-09-2022,01:42:09,"Las Condes, Región Metropolitana",89
0,0,0,,0,89
0,0,0,,0,89
0,0,0,,0,89
