titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 12 mini,480000,03-08-2022,22:36:18,"Pudahuel, Región Metropolitana",106
Iphone 8 impecable,170000,03-08-2022,22:11:46,"Cerrillos, Región Metropolitana",106
 IPhone 7 ,70000,03-08-2022,22:07:48,"Quilicura, Región Metropolitana",106
Iphone 12 64 gb,300000,03-08-2022,21:18:43,"El Bosque, Región Metropolitana",106
Excelente oferta iPhone 11 64 gb,62990,03-08-2022,20:04:50,"Las Condes, Región Metropolitana",106
Pantalla Compatible iPhone X / Oled + Envio Gratis,25000,03-08-2022,19:08:00,"Santiago, Región Metropolitana",106
Cargador turbo iphone original ,25000,03-08-2022,18:41:09,"Recoleta, Región Metropolitana",106
CARGADOR TURBO CARGA Rápida IPHONE ORIGINAL ,470000,03-08-2022,18:40:30,"Recoleta, Región Metropolitana",106
IPhone 12 morado,10000,03-08-2022,18:39:46,"Santiago, Región Metropolitana",106
Carcaza IPhone 13 Pro Max,640000,03-08-2022,18:19:52,"La Florida, Región Metropolitana",106
Iphone 12 prox max,10000,03-08-2022,16:10:53,"Ñuñoa, Región Metropolitana",106
Protector LifeProof para iPhone 6/6S,100000,03-08-2022,14:19:43,"La Florida, Región Metropolitana",106
Cámara trasera iphone 11 pro,900000,03-08-2022,13:40:51,"Providencia, Región Metropolitana",106
Iphone 12 pro 256 gigas nuevo,170000,03-08-2022,13:27:59,"Puente Alto, Región Metropolitana",106
Iphone SE 2020,65000,03-08-2022,13:00:49,"Macul, Región Metropolitana",106
IPhone 7 Silver 128 Gigas,580000,03-08-2022,12:09:14,"La Florida, Región Metropolitana",106
IPHONE 12 lila,300000,03-08-2022,11:56:17,"Pudahuel, Región Metropolitana",106
"Iphone XR comoNuevo con caja ,cargador y carcasas",25990,03-08-2022,11:41:38,"La Reina, Región Metropolitana",106
Carcasa Ringke Fusion-X Serie IPhone 13,649990,02-08-2022,23:04:46,"Las Condes, Región Metropolitana",106
Iphone 12 64 gb nuevo red,250000,02-08-2022,22:30:22,"Ñuñoa, Región Metropolitana",106
IPhone XR 64 Gb amarillo,8990,02-08-2022,22:29:26,"Ñuñoa, Región Metropolitana",106
320 IPhone 11 64gb,8990,02-08-2022,20:56:00,"Ñuñoa, Región Metropolitana",106
Carcasa Armor para iPhone 11/12,8990,02-08-2022,20:28:02,"Las Condes, Región Metropolitana",106
Carcasa Armor iPhone 12 Pro,60000,02-08-2022,20:27:22,"Las Condes, Región Metropolitana",106
Carcasa Armor iPhone 12 Pro Max,350000,02-08-2022,20:27:07,"Las Condes, Región Metropolitana",106
IPhone 6 32 GB,345000,02-08-2022,20:18:38,"Las Condes, Región Metropolitana",106
IPhone 11 64GB,60000,02-08-2022,17:50:32,"Las Condes, Región Metropolitana",106
Iphone 11 128gb,250000,02-08-2022,13:43:49,"Puente Alto, Región Metropolitana",106
Iphone se 32 gb + accesorios originales,39900,02-08-2022,13:15:26,"Maipú, Región Metropolitana",106
Iphone 8 256GB desbloqueado Gris Oscuro,120000,02-08-2022,13:06:47,"Las Condes, Región Metropolitana",106
Cámara frontal iphone xr,149990,02-08-2022,12:41:58,"Providencia, Región Metropolitana",106
 carcasas de iPhone consulta por el tuyo,85000,02-08-2022,12:36:36,"Lo Barnechea, Región Metropolitana",106
I phone 7 32 GB,6000,02-08-2022,11:59:07,"Providencia, Región Metropolitana",106
  iPhone negro,70000,02-08-2022,11:57:41,"Santiago, Región Metropolitana",106
IPhone 7plus 128 gb,575000,02-08-2022,11:17:57,"Melipilla, Región Metropolitana",106
Iphone 7 Rose como nuevo,350000,02-08-2022,10:35:53,"Santiago, Región Metropolitana",106
IPhone 7 32GB Black,700000,02-08-2022,10:20:09,"Las Condes, Región Metropolitana",106
Carcasas nuevas para iPhone ,450000,02-08-2022,09:19:52,"Santiago, Región Metropolitana",106
V o P iPhone SE 2016,130000,02-08-2022,00:13:16,"Santiago, Región Metropolitana",106
Iphone 12 Mini 128 GB Nuevo Sellado,130000,01-08-2022,21:13:09,"Las Condes, Región Metropolitana",106
Iphone 11 -64 gb color negro,420000,01-08-2022,19:46:47,"San Bernardo, Región Metropolitana",106
Iphone 12 pro max ,0,01-08-2022,19:24:00,"Independencia, Región Metropolitana",106
iphone 7,0,01-08-2022,17:56:00,"La Florida, Región Metropolitana",106
IPhone 12 ,0,01-08-2022,16:57:36,"La Florida, Región Metropolitana",106
IPhone 8 Black oportunidad,0,01-08-2022,16:40:15,"Puente Alto, Región Metropolitana",106
IPhone 8 oportunidad,0,01-08-2022,16:39:32,"Puente Alto, Región Metropolitana",106
Iphone 11 perfecto estado,0,01-08-2022,16:29:15,"Huechuraba, Región Metropolitana",106
0,0,0,,0,106
0,0,0,,0,106
0,0,0,,0,106
