titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 11,340000,21-11-2022,18:45:44,"Vitacura, Región Metropolitana",74
Iphone 11 64gb,280000,21-11-2022,17:10:06,"Estación Central, Región Metropolitana",74
Iphone 7 plus 32gb,90000,21-11-2022,16:48:09,"Puente Alto, Región Metropolitana",74
IPhone 6S 128gb,100000,21-11-2022,15:35:14,"La Reina, Región Metropolitana",74
IPhone 11 lila de 128GB,310000,21-11-2022,15:13:23,"Peñalolén, Región Metropolitana",74
IPHONE 13 PRO MAX 128gb,730000,21-11-2022,14:10:59,"El Bosque, Región Metropolitana",74
Iphone 11.,300000,21-11-2022,12:47:18,"Santiago, Región Metropolitana",74
iPhone 12 pro ,560000,21-11-2022,11:33:26,"Puente Alto, Región Metropolitana",74
Iphone 13,600000,21-11-2022,11:15:35,"Pedro Aguirre Cerda, Región Metropolitana",74
Carcasas para IPhone 13 pro Max Cubre Cámara,15000,21-11-2022,11:13:43,"Santiago, Región Metropolitana",74
 Iphone 12 64 GB,450000,21-11-2022,10:46:57,"Lo Barnechea, Región Metropolitana",74
IPhone 11 Pro Max,400000,21-11-2022,07:41:14,"Santiago, Región Metropolitana",74
IPHONE 8 (Apple en su caja),65000,21-11-2022,07:28:32,"Las Condes, Región Metropolitana",74
Iphone 6,100000,20-11-2022,21:09:32,"Providencia, Región Metropolitana",74
Iphone 6s plus 32g usado,25000,20-11-2022,20:16:00,"Ñuñoa, Región Metropolitana",74
Carcasa IPhone 7 Plus,20000,20-11-2022,20:15:05,"Las Condes, Región Metropolitana",74
Iphone 6 para repuesto,70000,20-11-2022,17:40:49,"San Joaquín, Región Metropolitana",74
Regalo funda iPhone 5S,450000,20-11-2022,17:21:38,"Santiago, Región Metropolitana",74
IPhone 7 pluss,586000,20-11-2022,16:28:36,"Pudahuel, Región Metropolitana",74
IPhone 11 64 GB white ,100000,20-11-2022,11:03:55,"Peñalolén, Región Metropolitana",74
Legion phone duel 2 pro 256gb snapdragon 888 5g,2000,20-11-2022,10:30:04,"Conchalí, Región Metropolitana",74
Iphone 6 plus,75000,20-11-2022,09:39:48,"Las Condes, Región Metropolitana",74
Carcasas semi nuevas de IPhone 7/8 plus,600000,19-11-2022,23:14:21,"Santiago, Región Metropolitana",74
IPhone 6s color silver,680000,19-11-2022,22:37:45,"San Miguel, Región Metropolitana",74
IPhone 12 de 128GB,30000,19-11-2022,20:09:21,"Santiago, Región Metropolitana",74
Celular Asus Rog Phone 5 (gamer),900000,19-11-2022,18:06:22,"Providencia, Región Metropolitana",74
IPhone 5S buen estado,600000,19-11-2022,18:02:08,"Lo Barnechea, Región Metropolitana",74
Iphone 13 pro max,320000,19-11-2022,16:03:04,"Lampa, Región Metropolitana",74
"IPhone 12 Pro ,Silver,128GB impecable",105000,19-11-2022,15:41:20,"Providencia, Región Metropolitana",74
IPhone,280000,19-11-2022,14:19:55,"Independencia, Región Metropolitana",74
I Phone 7 LIBERADO 128 Gb,220000,19-11-2022,02:54:35,"Macul, Región Metropolitana",74
IPhone 11,90000,18-11-2022,20:19:49,"Santiago, Región Metropolitana",74
IPhone XR 64 GB,2500,18-11-2022,19:54:53,"La Florida, Región Metropolitana",74
Iphone 7 32 gb impecable,25000,18-11-2022,19:27:24,"Maipú, Región Metropolitana",74
Carcasas para IPhone,55000,18-11-2022,18:53:08,"Ñuñoa, Región Metropolitana",74
Bateria iPhone X NUEVA Super-Mah,230000,18-11-2022,17:40:09,"Santiago, Región Metropolitana",74
IPhone6 32GB  ,3000,18-11-2022,17:40:04,"Estación Central, Región Metropolitana",74
IPhone X buen estado,10990,18-11-2022,15:53:11,"San Bernardo, Región Metropolitana",74
IPhone 8 Plus,380000,18-11-2022,14:32:00,"Las Condes, Región Metropolitana",74
Carcasas IPHONE 14 al detalle y al mayor,105000,18-11-2022,13:37:44,"Santiago, Región Metropolitana",74
Cargador Dock De Carga Para Celular iPhone + ENVÍO,400000,18-11-2022,12:34:52,"Providencia, Región Metropolitana",74
IPhone 11,260000,18-11-2022,11:38:42,"Independencia, Región Metropolitana",74
Celular I phone 7,740000,18-11-2022,11:36:48,"Santiago, Región Metropolitana",74
IPhone SE 5G Midnight 64 GB Nuevo,72000,18-11-2022,11:01:57,"Peñalolén, Región Metropolitana",74
Iphone 8,0,17-11-2022,22:17:35,"Santiago, Región Metropolitana",74
Iphone 13,0,17-11-2022,20:29:03,"La Reina, Región Metropolitana",74
Iphone 6 usado,0,17-11-2022,19:32:00,"La Florida, Región Metropolitana",74
0,0,0,,0,74
0,0,0,,0,74
0,0,0,,0,74
