titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
 iphone 7 plus,100000,08-02-2023,21:25:05,"San Miguel, Región Metropolitana",51
IPhone 11 Pro Max 256GB,450000,08-02-2023,19:44:56,"Vitacura, Región Metropolitana",51
"Iphone 11 64 gb / Entrego en ñuñoa, santiago",350000,08-02-2023,19:24:03,"Ñuñoa, Región Metropolitana",51
IPhone 12 semi nuevo 128gb,500000,08-02-2023,18:45:22,"Providencia, Región Metropolitana",51
Iphone 8 Gris Espacial 64 GB - USADO,150000,08-02-2023,18:39:30,"Las Condes, Región Metropolitana",51
Iphone 11 Pro,410000,08-02-2023,18:32:03,"La Florida, Región Metropolitana",51
Celular iphone 8,90000,08-02-2023,17:56:01,"Puente Alto, Región Metropolitana",51
IPhone 6s,100000,08-02-2023,17:36:13,"Conchalí, Región Metropolitana",51
Carcasa iPhone 12 mini,5000,08-02-2023,16:51:55,"Quinta Normal, Región Metropolitana",51
Iphone 12 rojo 128gb,460000,08-02-2023,16:50:40,"Huechuraba, Región Metropolitana",51
IPhone X 256GB,230000,08-02-2023,16:45:17,"Macul, Región Metropolitana",51
IPhone 14 sellado de 128 gb,600000,08-02-2023,16:40:50,"Santiago, Región Metropolitana",51
IPhone Pro 256 GB,520000,08-02-2023,16:06:28,"Las Condes, Región Metropolitana",51
 IPhone S con pantalla defectuosa.,30000,08-02-2023,15:40:01,"Ñuñoa, Región Metropolitana",51
Iphone 11 128 Gb en buen estado,350000,08-02-2023,15:36:06,"La Reina, Región Metropolitana",51
IPhone 13 mini,850000,08-02-2023,12:41:51,"Santiago, Región Metropolitana",51
IPhone 11 128 GB,320000,08-02-2023,11:51:47,"Cerrillos, Región Metropolitana",51
Iphone 10 rx,160000,08-02-2023,11:14:21,"Calera de Tango, Región Metropolitana",51
Iphone 7,110000,08-02-2023,09:59:00,"Providencia, Región Metropolitana",51
Carcasa azul apple Iphone 6 PLUS,10000,08-02-2023,08:53:55,"La Florida, Región Metropolitana",51
Iphone 13 rosado,650000,08-02-2023,07:27:17,"Santiago, Región Metropolitana",51
"Cajas originales de iphone, cargador y audífonos",20000,08-02-2023,07:26:40,"La Florida, Región Metropolitana",51
Carcasas para iphone ,6500,08-02-2023,02:03:35,"San Bernardo, Región Metropolitana",51
IPhone 12 azul,330000,07-02-2023,23:33:23,"La Florida, Región Metropolitana",51
IPhone XR 64gb,200000,07-02-2023,23:24:51,"San Bernardo, Región Metropolitana",51
IPhone 12 Pro Max + 9 carcasas 128GB,680000,07-02-2023,22:15:23,"Las Condes, Región Metropolitana",51
IPhone 7 32 GB Rose pink,100000,07-02-2023,21:13:53,"Ñuñoa, Región Metropolitana",51
Iphone 12 Mini,360000,07-02-2023,21:13:34,"Maipú, Región Metropolitana",51
IPhone 8 256gb,140000,07-02-2023,19:05:11,"Ñuñoa, Región Metropolitana",51
IPhone 6s (usado),100000,07-02-2023,18:24:01,"Ñuñoa, Región Metropolitana",51
Carcasas Iphone,3990,07-02-2023,17:22:40,"La Granja, Región Metropolitana",51
IPhone X 256gb,380000,07-02-2023,17:16:01,"Ñuñoa, Región Metropolitana",51
Iphone 12 Pro,680000,07-02-2023,16:54:39,"Pirque, Región Metropolitana",51
IPhone 11 64 GB Black,300000,07-02-2023,16:32:17,"Providencia, Región Metropolitana",51
Iphone 11 con 128 gb,250000,07-02-2023,15:51:49,"Puente Alto, Región Metropolitana",51
Cargador Iphone Adaptador y Cable,12000,07-02-2023,15:50:13,"La Florida, Región Metropolitana",51
Iphone 12 Pro,600000,07-02-2023,15:41:47,"El Monte, Región Metropolitana",51
IPhone 13 promax 128,950000,07-02-2023,15:35:03,"Macul, Región Metropolitana",51
 iPhone 13 Pro silver 512 GB,990000,07-02-2023,15:01:11,"Lo Barnechea, Región Metropolitana",51
Auriculares iphone control musical,18000,07-02-2023,14:51:59,"Independencia, Región Metropolitana",51
Bateria externa para iphone,16000,07-02-2023,14:25:57,"Estación Central, Región Metropolitana",51
IPhone 12 Pro 256gb,540000,07-02-2023,13:45:41,"Vitacura, Región Metropolitana",51
IPhone XR 64GB cómo nuevo,220000,06-02-2023,19:10:23,"Santiago, Región Metropolitana",51
IPhone SE 128GB,150000,06-02-2023,17:40:58,"La Pintana, Región Metropolitana",51
IPhone 13,650000,06-02-2023,17:40:25,"Melipilla, Región Metropolitana",51
Iphone Xr,270000,06-02-2023,16:20:38,"Pudahuel, Región Metropolitana",51
Iphone 7,80000,06-02-2023,16:00:48,"Maipú, Región Metropolitana",51
0,0,0,,0,51
0,0,0,,0,51
0,0,0,,0,51
