titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 13 Pro Max,680000,02-02-2023,20:35:00,"Ñuñoa, Región Metropolitana",53
Iphone 7,40000,02-02-2023,17:47:13,"Providencia, Región Metropolitana",53
IPhone 12 Pro Max 256,500000,02-02-2023,15:44:08,"Talagante, Región Metropolitana",53
IPhone 12 64 gigas,400000,02-02-2023,15:26:57,"Talagante, Región Metropolitana",53
Láminas hydrogle para iphone,6000,02-02-2023,15:25:07,"Las Condes, Región Metropolitana",53
Iphone 7 128 gb,70000,02-02-2023,12:39:29,"Independencia, Región Metropolitana",53
IPhone 7 Apple,89000,02-02-2023,08:57:06,"Macul, Región Metropolitana",53
Celular iPhone XR rojo ,250000,01-02-2023,23:19:31,"Maipú, Región Metropolitana",53
"Cable USB Magnetico 3 En 1, USB Micro/Iphone/Type-",3990,01-02-2023,21:49:40,"La Florida, Región Metropolitana",53
IPhone 8 64 gb usado,50000,01-02-2023,21:10:43,"Vitacura, Región Metropolitana",53
IPhone 8 (con cable) 64gb,200000,01-02-2023,19:30:29,"Santiago, Región Metropolitana",53
Iphone 13 128 blanco nuevo,600000,01-02-2023,16:44:33,"Las Condes, Región Metropolitana",53
Iphone 11,330000,01-02-2023,15:56:02,"La Florida, Región Metropolitana",53
Iphone se red 64 gb,180000,01-02-2023,15:52:47,"Providencia, Región Metropolitana",53
Bandeja Porta Nano Sim Jm Compatible iPhone XR + E,9900,01-02-2023,15:05:59,"Providencia, Región Metropolitana",53
Lente Camara Trasera iPhone Xr Tapa Cubierta Repue,4800,01-02-2023,12:50:18,"Providencia, Región Metropolitana",53
Flex De Carga iPhone XR,10900,01-02-2023,12:37:23,"Providencia, Región Metropolitana",53
Pantalla Compatible Pantalla iPhone XR Calidad Ole,89900,01-02-2023,12:35:41,"Providencia, Región Metropolitana",53
"Iphone 11-64 gb black, 80% de batería ",250000,01-02-2023,01:57:11,"San Joaquín, Región Metropolitana",53
IPhone 11 64GB,400000,31-01-2023,22:45:48,"Lo Barnechea, Región Metropolitana",53
Iphone xr 64gb color blanco y cable original,200000,31-01-2023,17:48:01,"Puente Alto, Región Metropolitana",53
Iphone SE 2 semi nuevo poco uso,179990,31-01-2023,16:51:56,"Lo Barnechea, Región Metropolitana",53
IPhone SE 2020,245000,31-01-2023,15:55:25,"Vitacura, Región Metropolitana",53
Iphone x,200000,31-01-2023,15:41:42,"Buin, Región Metropolitana",53
Iphone xs max,300000,31-01-2023,13:28:14,"Cerrillos, Región Metropolitana",53
IPhone 6s 32 GB,50000,31-01-2023,13:10:51,"La Reina, Región Metropolitana",53
Carcasas originales IPhone 13 Pro,50000,31-01-2023,11:26:53,"Maipú, Región Metropolitana",53
IPhone XS Max 512 Gb Space Grey,340000,31-01-2023,09:24:17,"Providencia, Región Metropolitana",53
Cargador iPhone carga rápida mas cable,15000,30-01-2023,23:37:55,"Santiago, Región Metropolitana",53
IPhone 11 Pro Max 256gb,650000,30-01-2023,22:57:34,"Quinta Normal, Región Metropolitana",53
Iphone 13,650000,30-01-2023,20:48:05,"Ñuñoa, Región Metropolitana",53
Iphone 13 pro,870000,30-01-2023,20:29:07,"Puente Alto, Región Metropolitana",53
IPhone 11 color blanco,330000,30-01-2023,19:03:42,"Santiago, Región Metropolitana",53
IPhone 12 128gb negro,400000,30-01-2023,18:19:43,"Estación Central, Región Metropolitana",53
IPhone 13,590000,30-01-2023,18:08:49,"San Miguel, Región Metropolitana",53
Iphone 5S y 5C,60000,30-01-2023,17:05:10,"Maipú, Región Metropolitana",53
IPhone 8 ,100000,30-01-2023,16:47:12,"La Florida, Región Metropolitana",53
"Carcasas, Micas IPhone 11 &amp; 12",4000,30-01-2023,16:40:01,"Maipú, Región Metropolitana",53
IPhone 12 Pro Max128GBAzul pacífico 2 meses de uso,790000,30-01-2023,16:38:36,"San Miguel, Región Metropolitana",53
Iphone SE 64GB + Cargador + APPLEWATCH SERIES2 Sin,500000,30-01-2023,15:46:33,"Macul, Región Metropolitana",53
Iphone 12 pro max,5500000,30-01-2023,15:28:03,"Providencia, Región Metropolitana",53
IPhone XR,250000,30-01-2023,12:50:48,"Cerro Navia, Región Metropolitana",53
IPhone X 256 Gb Space Grey,250000,30-01-2023,12:48:35,"Providencia, Región Metropolitana",53
IPHONE 6 usado,50000,30-01-2023,12:06:55,"Santiago, Región Metropolitana",53
Carcasa Magnetica Iphone 13 Pro,16990,30-01-2023,11:57:34,"Puente Alto, Región Metropolitana",53
IPhone 8 64 g,150000,30-01-2023,11:36:36,"Huechuraba, Región Metropolitana",53
Iphone 12 mini 64GB,350000,30-01-2023,11:17:04,"San Miguel, Región Metropolitana",53
0,0,0,,0,53
0,0,0,,0,53
0,0,0,,0,53
