titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 6s ,45000,20-02-2023,18:39:39,"Santiago, Región Metropolitana",48
Caja iphone 11 color negro,10000,20-02-2023,17:48:02,"Santiago, Región Metropolitana",48
"IPhone 12, 64Gb, 5G",450000,20-02-2023,17:23:35,"Santiago, Región Metropolitana",48
IPhone X 64gb,200000,20-02-2023,15:48:04,"Las Condes, Región Metropolitana",48
Iphone 12 Pro 256GB,500000,20-02-2023,12:31:03,"Huechuraba, Región Metropolitana",48
Iphone 12 pro Max,700000,20-02-2023,09:05:08,"Colina, Región Metropolitana",48
IPhone 11 128 Gb,300000,20-02-2023,02:42:15,"Las Condes, Región Metropolitana",48
Iphone 13 pro max 256 gb,1100000,19-02-2023,22:00:44,"La Florida, Región Metropolitana",48
IPhone 13 128 gb,650000,19-02-2023,19:15:25,"Cerrillos, Región Metropolitana",48
IPhone 6s 32G,70000,19-02-2023,16:59:25,"Puente Alto, Región Metropolitana",48
IPHONE SE 2020 Reacondicionado,150000,19-02-2023,16:37:44,"Santiago, Región Metropolitana",48
Iphone se 2020 ,200000,19-02-2023,16:35:40,"Santiago, Región Metropolitana",48
Iphone 13 Pro 256 Gb + Carcasa MagaSafe,750000,19-02-2023,16:29:05,"San Miguel, Región Metropolitana",48
IPhone 11 Pro Max + AirPods (1),600000,19-02-2023,15:25:28,"Renca, Región Metropolitana",48
Celular IPhone SE 1 generación,65000,19-02-2023,15:06:59,"Pudahuel, Región Metropolitana",48
iPhone 8,80000,19-02-2023,14:26:10,"Peñaflor, Región Metropolitana",48
IPhone Xs 64 Gb,250000,19-02-2023,13:45:21,"Ñuñoa, Región Metropolitana",48
IPhone XS Max 256 GB,300000,19-02-2023,11:08:51,"Estación Central, Región Metropolitana",48
iPhone 6s 32gb impecable estado ,80000,19-02-2023,10:18:24,"Pudahuel, Región Metropolitana",48
Iphone x 64gb,240000,18-02-2023,22:18:38,"La Cisterna, Región Metropolitana",48
Iphone SE 2020 64 GB,150000,18-02-2023,21:41:22,"San Joaquín, Región Metropolitana",48
Iphone 13 128gb nuevo&amp;sellado,650000,18-02-2023,18:44:07,"Huechuraba, Región Metropolitana",48
Iphone 6 de 16gb,12000,18-02-2023,13:38:59,"Santiago, Región Metropolitana",48
Iphone 12 128gb,500000,18-02-2023,12:54:15,"Las Condes, Región Metropolitana",48
IPhone 12 64 g,420000,18-02-2023,11:01:38,"Cerrillos, Región Metropolitana",48
IPhone 11 64GB,340000,18-02-2023,10:49:35,"Ñuñoa, Región Metropolitana",48
IPhone para repuestos leer descripción,10000,18-02-2023,09:14:05,"Santiago, Región Metropolitana",48
Iphone 11 PRO MAX 512gb,400000,18-02-2023,00:51:21,"Las Condes, Región Metropolitana",48
Iphone 5 para repuesto,18000,17-02-2023,23:56:21,"San Bernardo, Región Metropolitana",48
Iphone 11. 64 GB. Semi nuevo,250000,17-02-2023,22:18:09,"Santiago, Región Metropolitana",48
IPhone 7 Rose Gold,80000,17-02-2023,18:56:02,"Conchalí, Región Metropolitana",48
IPhone 7 ,100000,17-02-2023,15:41:37,"La Florida, Región Metropolitana",48
IPhone 6 16GB,40000,17-02-2023,15:37:17,"Ñuñoa, Región Metropolitana",48
IPhone SE negro - excelente estado,160000,17-02-2023,15:37:12,"Ñuñoa, Región Metropolitana",48
 2 Celulares Phone 11 y Motorola G30 ,200,17-02-2023,15:12:36,"Isla de Maipo, Región Metropolitana",48
Vendo iphone 8 plus,180000,17-02-2023,10:06:08,"Santiago, Región Metropolitana",48
IPhone XR 64gb,60000,17-02-2023,09:45:31,"Ñuñoa, Región Metropolitana",48
Iphone 7,120000,17-02-2023,08:20:52,"Cerrillos, Región Metropolitana",48
Iphone 8 64gb,1050000,16-02-2023,23:33:39,"San Bernardo, Región Metropolitana",48
Iphone 14 pro max,240000,16-02-2023,19:33:41,"Las Condes, Región Metropolitana",48
Iphone XS,300000,16-02-2023,18:04:08,"Macul, Región Metropolitana",48
IPhone 11 negro 64gb 87% de batería ,195000,16-02-2023,17:52:38,"Independencia, Región Metropolitana",48
Iphone 8,200000,16-02-2023,17:47:25,"Macul, Región Metropolitana",48
Iphone SE,280000,16-02-2023,16:55:45,"Las Condes, Región Metropolitana",48
Iphone xs max 256gb,70000,16-02-2023,15:38:16,"Puente Alto, Región Metropolitana",48
Iphone se 2016,680000,16-02-2023,01:16:22,"Lampa, Región Metropolitana",48
IPhone 12 Pro Max 128gb,0,15-02-2023,22:14:40,"Huechuraba, Región Metropolitana",48
0,0,0,,0,48
0,0,0,,0,48
0,0,0,,0,48
