titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 6s Rosado,50000,08-08-2023,17:32:41,"Santiago, Región Metropolitana",7
Apple iPhone SE (3ª generación) 64 GB,270000,08-08-2023,15:28:17,"Maipú, Región Metropolitana",7
IPhone 11 semi nuevo,280000,08-08-2023,15:24:57,"Las Condes, Región Metropolitana",7
IPhone 8 Silver,100000,08-08-2023,15:23:59,"Lampa, Región Metropolitana",7
IPhone 7,100000,08-08-2023,14:48:37,"Santiago, Región Metropolitana",7
IPhone 14 pro Max 256 gb ,1050000,08-08-2023,14:47:49,"Estación Central, Región Metropolitana",7
IPhone XS MAX 256GB IMPECABLE,300000,08-08-2023,14:32:16,"Maipú, Región Metropolitana",7
Apple iPhone SE 64 GB Primera Generación,19490,08-08-2023,14:24:00,"Las Condes, Región Metropolitana",7
Iphone 11 Pro Max,390000,08-08-2023,14:22:01,"La Florida, Región Metropolitana",7
Iphone 11 128gb buen estado,300000,08-08-2023,13:47:03,"Lo Prado, Región Metropolitana",7
Carcasas iPhone 14 pro,5000,08-08-2023,13:43:57,"Las Condes, Región Metropolitana",7
Iphone 6s 64gb,60000,08-08-2023,13:19:08,"San Miguel, Región Metropolitana",7
iPhone 7,60000,08-08-2023,13:02:18,"San Miguel, Región Metropolitana",7
Iphone 11 en buen estado sin bloqueo,300000,08-08-2023,12:42:32,"La Florida, Región Metropolitana",7
Pantalla IPhone X Calidad Garantizada,83000,08-08-2023,11:39:23,"Macul, Región Metropolitana",7
IPhone 14 128GB,700000,08-08-2023,11:01:50,"Macul, Región Metropolitana",7
IPhone 14 pro ,800000,08-08-2023,10:56:56,"Santiago, Región Metropolitana",7
Iphone 7 plus,90000,08-08-2023,10:41:31,"Santiago, Región Metropolitana",7
"IPhone 13 128GB, Nuevo ",600000,08-08-2023,00:03:30,"La Cisterna, Región Metropolitana",7
"IPhone 13, 128 GB, Nuevo ",600000,07-08-2023,22:50:10,"La Cisterna, Región Metropolitana",7
Por renovación iPhone 13 casi nuevo,450000,07-08-2023,22:06:11,"La Florida, Región Metropolitana",7
IPhone 11,280000,07-08-2023,22:00:12,"Santiago, Región Metropolitana",7
Apple iPhone 13 128gb Silver,499000,07-08-2023,20:02:19,"Las Condes, Región Metropolitana",7
Iphone 14 plus 256 gb,780000,07-08-2023,15:24:35,"Providencia, Región Metropolitana",7
Iphone 14 128GB,500000,07-08-2023,15:15:46,"Providencia, Región Metropolitana",7
IPhone 7,40000,07-08-2023,12:56:46,"Pudahuel, Región Metropolitana",7
IPhone 12 Pro,490000,07-08-2023,11:46:26,"Santiago, Región Metropolitana",7
Lente cámara trasera iphone 11,3900,07-08-2023,11:35:25,"Macul, Región Metropolitana",7
Iphone Xr único dueño,190000,07-08-2023,10:01:59,"Las Condes, Región Metropolitana",7
IPhone 12 Pro ,500000,07-08-2023,03:33:33,"Santiago, Región Metropolitana",7
Iphone 12 nuevo,380000,07-08-2023,00:42:29,"Maipú, Región Metropolitana",7
Iphone X con caja,200000,07-08-2023,00:15:37,"Padre Hurtado, Región Metropolitana",7
Iphone 6 Excelente estado 32 GB vendedor serio,65000,06-08-2023,23:55:08,"Las Condes, Región Metropolitana",7
Iphone 11 nuevo sellado,350000,06-08-2023,23:32:24,"Quinta Normal, Región Metropolitana",7
Iphone 11 Pro Max 64Gb (Bateria 81%),340000,06-08-2023,22:46:55,"Colina, Región Metropolitana",7
Iphone se rojo 64gb,175000,06-08-2023,21:00:29,"Macul, Región Metropolitana",7
IPhone 13 Impecable,490000,06-08-2023,18:20:21,"Providencia, Región Metropolitana",7
IPhone 13 Pro Gold,600000,06-08-2023,16:04:36,"Maipú, Región Metropolitana",7
Audifonos para iPhone y Android,55000,06-08-2023,15:08:49,"Independencia, Región Metropolitana",7
"Iphone negro 11 128gb en excelente estado,liberado",300000,06-08-2023,13:20:26,"Ñuñoa, Región Metropolitana",7
IPhone 12 Pro 128GB apple Perfecto estado,600000,06-08-2023,12:56:20,"Santiago, Región Metropolitana",7
Iphone 11,230000,06-08-2023,12:21:00,"Ñuñoa, Región Metropolitana",7
Iphone XS Max 64 Gb,230000,06-08-2023,09:26:06,"La Florida, Región Metropolitana",7
Citofonos aiphone nuevos a mitad de precio,200000,05-08-2023,22:58:00,"Pudahuel, Región Metropolitana",7
Iphone  muy buen estado,400000,05-08-2023,21:40:50,"Las Condes, Región Metropolitana",7
Iphone 11 128 gb,300000,05-08-2023,21:25:15,"La Florida, Región Metropolitana",7
IPhone 7 Plus,100000,05-08-2023,21:13:27,"La Florida, Región Metropolitana",7
0,0,0,,0,7
0,0,0,,0,7
0,0,0,,0,7
