titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Carcasa Para IPhone 6s Nueva,6000,11-08-2022,10:32:19,"Santiago, Región Metropolitana",104
Iphone 11 impecable,300000,10-08-2022,22:35:32,"Independencia, Región Metropolitana",104
Iphone 12 Pro Max 256 GB,780000,10-08-2022,22:16:28,"La Florida, Región Metropolitana",104
Iphone 7 Gold 128GB,180000,10-08-2022,21:39:08,"Las Condes, Región Metropolitana",104
Iphone 8 Gris Espacial 64GB,229000,10-08-2022,21:36:51,"Las Condes, Región Metropolitana",104
Carcasa iPhone 13/ 12 negro,4500,10-08-2022,21:32:27,"Ñuñoa, Región Metropolitana",104
Iphone 12. 128 GB ,450000,10-08-2022,21:32:23,"Las Condes, Región Metropolitana",104
"Iphone 8, 256 gb",200000,10-08-2022,21:28:22,"Pedro Aguirre Cerda, Región Metropolitana",104
 iphone 12 mini,420000,10-08-2022,18:59:12,"Providencia, Región Metropolitana",104
Iphone 8 100% bateria,200000,10-08-2022,18:16:31,"Las Condes, Región Metropolitana",104
IPhone 11 negro 64 GB,320000,10-08-2022,18:07:35,"Peñalolén, Región Metropolitana",104
Iphone XR 64 GB Bateria 90%,220000,10-08-2022,18:00:27,"Santiago, Región Metropolitana",104
IPhone XR 128GB,220000,10-08-2022,17:27:19,"Las Condes, Región Metropolitana",104
IPhone 7 black 32gb,60000,10-08-2022,17:03:06,"Las Condes, Región Metropolitana",104
Iphone 7 Plus,140000,10-08-2022,16:56:05,"Santiago, Región Metropolitana",104
IPhone 6 32 gb gris,45000,10-08-2022,16:51:59,"Las Condes, Región Metropolitana",104
Iphone 12 mini blanco,420000,10-08-2022,16:24:01,"Las Condes, Región Metropolitana",104
Iphone X,175000,10-08-2022,15:38:02,"Providencia, Región Metropolitana",104
IPhone 11 Pro Max 64 gb ,420000,10-08-2022,14:06:50,"Santiago, Región Metropolitana",104
IPhone 8 plus 64 gb ,320000,10-08-2022,13:59:57,"Santiago, Región Metropolitana",104
IPhone 12 128GB,480000,10-08-2022,13:17:58,"Buin, Región Metropolitana",104
IPhone 11,350000,10-08-2022,12:54:10,"Santiago, Región Metropolitana",104
APPLE iPhone 11 64GB,380000,10-08-2022,12:43:11,"La Cisterna, Región Metropolitana",104
 iPhone 12 de 256gb,280000,10-08-2022,11:21:37,"Las Condes, Región Metropolitana",104
Iphone 11 IMPECABLE,110000,10-08-2022,02:13:09,"Ñuñoa, Región Metropolitana",104
IPhone 7 Negro Mate 32Gb,530000,10-08-2022,01:41:19,"Quinta Normal, Región Metropolitana",104
IPhone 11 Pro Max ,900000,09-08-2022,22:55:43,"Buin, Región Metropolitana",104
Iphone 13 pro max,250000,09-08-2022,19:42:26,"Santiago, Región Metropolitana",104
IPhone XR 64gb,80000,09-08-2022,17:47:27,"Quinta Normal, Región Metropolitana",104
Iphone 7 Rosado,30000,09-08-2022,17:28:32,"Calera de Tango, Región Metropolitana",104
IPhone 6s para repuesto,6000,09-08-2022,17:23:21,"Santiago, Región Metropolitana",104
Caja iPhone 5s,4500,09-08-2022,17:12:15,"La Florida, Región Metropolitana",104
Lente Camara Trasera iPhone XS Max / Xs,350000,09-08-2022,16:20:10,"Macul, Región Metropolitana",104
Iphone 11 pro,450000,09-08-2022,16:08:40,"Santiago, Región Metropolitana",104
IPhone 12,100000,09-08-2022,15:30:44,"Ñuñoa, Región Metropolitana",104
IPhone 6 gold,5990,09-08-2022,14:23:47,"Las Condes, Región Metropolitana",104
IPhone X,130000,09-08-2022,13:54:20,"San Bernardo, Región Metropolitana",104
"Audifonos Para Iphone 8-10 Con Bluetooth, Cable Li",265000,09-08-2022,11:40:37,"La Florida, Región Metropolitana",104
Iphone 7 negrp,370000,09-08-2022,11:15:52,"La Reina, Región Metropolitana",104
IPhone X 64 gb excelente estado,3000,09-08-2022,10:51:38,"Huechuraba, Región Metropolitana",104
Iphone 11/SE 2da generación,5000,09-08-2022,01:26:49,"Peñalolén, Región Metropolitana",104
Cable USB-Iphone variedad colores,20000,08-08-2022,23:00:48,"San Bernardo, Región Metropolitana",104
"Cargador Inalámbrico Carga Rápida, Iphone/Android",380000,08-08-2022,22:59:47,"San Bernardo, Región Metropolitana",104
Reloj inteligente IWO w26 Comp. Android/Iphone,80000,08-08-2022,22:46:59,"San Bernardo, Región Metropolitana",104
IPhone 11 64 GB,0,08-08-2022,21:24:00,"Renca, Región Metropolitana",104
IPhone 6 16 GB,0,08-08-2022,19:48:00,"Puente Alto, Región Metropolitana",104
 iPhone 7 32GB,0,08-08-2022,18:06:10,"Providencia, Región Metropolitana",104
0,0,0,,0,104
0,0,0,,0,104
0,0,0,,0,104
