titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 8 silver 64GB,68000,04-04-2023,09:35:11,"Lo Barnechea, Región Metropolitana",37
IPhone 13 Pro gold 1 tera 91 % de batería,900000,04-04-2023,06:36:11,"Talagante, Región Metropolitana",37
Iphone 6 32GB,60000,04-04-2023,01:49:28,"Ñuñoa, Región Metropolitana",37
IPhone XR 128 gb negro,300000,03-04-2023,20:56:03,"Huechuraba, Región Metropolitana",37
IPhone 13 Pro 512 GB Space Grey,900000,03-04-2023,20:41:04,"La Florida, Región Metropolitana",37
IPhone XR 128 GB NEGRO ,195000,03-04-2023,19:29:45,"Las Condes, Región Metropolitana",37
IPhone 13 blue 512gb,200000,03-04-2023,19:27:03,"Santiago, Región Metropolitana",37
Iphone Xs,125000,03-04-2023,17:33:39,"Lo Barnechea, Región Metropolitana",37
Iphone se en perfecto estado,600000,03-04-2023,16:57:45,"Puente Alto, Región Metropolitana",37
IPhone 12 gb ,40000,03-04-2023,14:45:13,"Peñalolén, Región Metropolitana",37
IPhone 6 32GB,540000,03-04-2023,13:27:17,"Providencia, Región Metropolitana",37
Iphone 12Pro 128GB Grafito,300000,03-04-2023,10:32:52,"Las Condes, Región Metropolitana",37
Iphone xs,6500,03-04-2023,08:30:08,"Estación Central, Región Metropolitana",37
Cargador y cable lightning para Apple iphone,300000,03-04-2023,04:53:34,"Independencia, Región Metropolitana",37
Iphone 11 lila ,65000,03-04-2023,04:49:10,"Cerro Navia, Región Metropolitana",37
"Carcasas iphone por mayor, cuarenta unidades",50000,02-04-2023,23:53:35,"Las Condes, Región Metropolitana",37
Iphone 7 barato,5000,02-04-2023,21:04:03,"Santiago, Región Metropolitana",37
Carcasas iPhone 13 nuevas,220000,02-04-2023,21:03:54,"San Miguel, Región Metropolitana",37
IPhone XR 64 gb,350000,02-04-2023,20:43:19,"Peñalolén, Región Metropolitana",37
Iphone 12,550000,02-04-2023,20:26:45,"Buin, Región Metropolitana",37
IPhone 12 Pro (128 GB) + cargador,300000,02-04-2023,17:38:06,"Providencia, Región Metropolitana",37
IPhone 11 128 gb,400000,02-04-2023,15:55:53,"Ñuñoa, Región Metropolitana",37
IPhone 12 128 GB,70000,02-04-2023,15:32:02,"Maipú, Región Metropolitana",37
Iphone 7 32 gb,650000,02-04-2023,14:51:09,"Santiago, Región Metropolitana",37
Iphone 13 128GB,600000,02-04-2023,12:33:04,"Santiago, Región Metropolitana",37
IPhone 13 128 GB,320000,01-04-2023,23:11:49,"Cerro Navia, Región Metropolitana",37
Iphone 11,1,01-04-2023,22:19:29,"Las Condes, Región Metropolitana",37
Fundas iPhones y accesorios,180000,01-04-2023,21:32:01,"Santiago, Región Metropolitana",37
IPhone XR 64 GB,20000,01-04-2023,20:40:02,"Estación Central, Región Metropolitana",37
Carcasa IPhone 12 y 12 plus,325000,01-04-2023,20:23:10,"Las Condes, Región Metropolitana",37
IPhone 11 rojo 128 GB,45000,01-04-2023,16:12:32,"La Florida, Región Metropolitana",37
IPhone 6s 32gb,50000,01-04-2023,16:04:57,"Santiago, Región Metropolitana",37
Iphone 6s bloqueo icloud,240000,01-04-2023,12:48:01,"La Florida, Región Metropolitana",37
Iphone xr 64 gb,35000,31-03-2023,22:37:37,"Ñuñoa, Región Metropolitana",37
Iphone 6s para reparar,60000,31-03-2023,22:12:00,"Macul, Región Metropolitana",37
Iphone 6s 32 gb,490000,31-03-2023,20:07:56,"Vitacura, Región Metropolitana",37
IPhone 12 Pro Max 128 gb,50000,31-03-2023,18:39:26,"La Reina, Región Metropolitana",37
IPhone 6 32gb Blanco Perfecto Estado,30000,31-03-2023,16:48:25,"La Florida, Región Metropolitana",37
IPhone 5s 16gb Blanco,200000,31-03-2023,16:38:07,"La Florida, Región Metropolitana",37
Iphone SE 2.ª generación,100000,31-03-2023,16:23:00,"Maipú, Región Metropolitana",37
Iphone 8 64GB perfecto estado,380000,31-03-2023,15:37:43,"Providencia, Región Metropolitana",37
Iphone 12 64g,750000,31-03-2023,12:13:33,"Vitacura, Región Metropolitana",37
Iphone 13 - 128GB,780000,31-03-2023,12:10:46,"Providencia, Región Metropolitana",37
IPhone 14 morado 128 gb,100000,31-03-2023,07:09:20,"Maipú, Región Metropolitana",37
Iphone se2020 para hoy domingo,20000,30-03-2023,20:56:01,"La Pintana, Región Metropolitana",37
Cargador de iPhone original tipo C,580000,30-03-2023,18:22:31,"La Granja, Región Metropolitana",37
Iphone 12 pro max ,0,30-03-2023,18:00:30,"Las Condes, Región Metropolitana",37
0,0,0,,0,37
0,0,0,,0,37
0,0,0,,0,37
