titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 6 128 Gb Blanco,30000,31-10-2022,22:04:48,"Providencia, Región Metropolitana",80
IPhone 7 256 GB negro,50000,31-10-2022,21:58:05,"Providencia, Región Metropolitana",80
IPhone 7 32Gb,60000,31-10-2022,21:52:37,"Huechuraba, Región Metropolitana",80
IPhone 12 pro max 128GB,750000,31-10-2022,19:55:34,"La Florida, Región Metropolitana",80
iphone 8,200000,31-10-2022,19:16:00,"Estación Central, Región Metropolitana",80
IPhone XR 64 gigas negro,390000,31-10-2022,18:04:14,"Maipú, Región Metropolitana",80
"IPhone 12 black, 256 GB. Impecable",1000000,31-10-2022,17:46:48,"Providencia, Región Metropolitana",80
IPhone 13 pro máx azul,120000,31-10-2022,15:34:23,"Puente Alto, Región Metropolitana",80
Iphone 7 Plus Gold Rose,300000,30-10-2022,19:34:37,"Las Condes, Región Metropolitana",80
Teléfono iphone,150000,30-10-2022,18:10:05,"Santiago, Región Metropolitana",80
IPhone 8 Plus,50000,30-10-2022,16:08:00,"Las Condes, Región Metropolitana",80
IPhone 6s usado,550000,30-10-2022,15:26:04,"Las Condes, Región Metropolitana",80
IPhone 11 Pro Max Gold 256 GB,15000,30-10-2022,00:08:38,"Pudahuel, Región Metropolitana",80
Iphone 4s liberado,280000,29-10-2022,21:40:00,"La Pintana, Región Metropolitana",80
IPhone 11 64gb,50000,29-10-2022,20:54:30,"Peñaflor, Región Metropolitana",80
Iphone 8 de 64 g usado en buenas condiciones,850000,29-10-2022,19:53:34,"San Miguel, Región Metropolitana",80
IPhone 7,2799,29-10-2022,17:03:36,"La Pintana, Región Metropolitana",80
IPhone ,27990,29-10-2022,14:53:31,"La Cisterna, Región Metropolitana",80
IPhone 12 pro max,550000,29-10-2022,14:08:00,"Providencia, Región Metropolitana",80
Cambio de cristal glass iphone 7,130000,29-10-2022,13:08:28,"Providencia, Región Metropolitana",80
Cambio de cristal glass iphone 8,800000,29-10-2022,13:03:49,"Providencia, Región Metropolitana",80
 IPhone 11 Pro Max ,245000,29-10-2022,12:48:00,"Santiago, Región Metropolitana",80
IPhone X,200000,29-10-2022,11:51:59,"Huechuraba, Región Metropolitana",80
Iphone 12 PRO 256 Gb,400000,29-10-2022,11:42:20,"Ñuñoa, Región Metropolitana",80
IPhone SE 2020,250000,29-10-2022,11:33:10,"Peñalolén, Región Metropolitana",80
IPhone 8plus ,450000,28-10-2022,21:22:08,"Quinta Normal, Región Metropolitana",80
Iphone 11 64gb (Rojo),7990,28-10-2022,20:36:27,"Providencia, Región Metropolitana",80
Iphone x 256gb,670000,28-10-2022,20:16:45,"Santiago, Región Metropolitana",80
IPhone 11Pro Max,475000,28-10-2022,19:56:00,"La Pintana, Región Metropolitana",80
"Protector camara para IPhone 13, 13pro, 13 pro max",90000,28-10-2022,17:55:25,"La Florida, Región Metropolitana",80
IPhone 13 pro,515000,28-10-2022,17:32:52,"Quinta Normal, Región Metropolitana",80
IPhone 12 128 gb seminuevo,380000,28-10-2022,15:00:00,"Independencia, Región Metropolitana",80
Iphone SE impecable,24900,27-10-2022,23:47:58,"Lo Barnechea, Región Metropolitana",80
Iphone 12 mini,9000,27-10-2022,21:22:18,"Ñuñoa, Región Metropolitana",80
Iphone 11 128 gb,24900,27-10-2022,20:40:22,"Ñuñoa, Región Metropolitana",80
Cristal Glass + Oca + Marco Para iPhone 12 Pro,720000,27-10-2022,18:09:53,"Macul, Región Metropolitana",80
Cable Lightning iPhone iPad Certificado Datos Carg,24900,27-10-2022,18:07:30,"Las Condes, Región Metropolitana",80
Cristal Glass + Oca + Marco Para iPhone 12 Mini,20000,27-10-2022,18:00:41,"Macul, Región Metropolitana",80
Iphone 12 Pro Max 128 Gb Space Gray,750000,27-10-2022,17:23:12,"Santiago, Región Metropolitana",80
Cristal Glass + Oca + Marco Para iPhone 12,900000,27-10-2022,17:19:53,"Macul, Región Metropolitana",80
Iphone 6 para desarme,520000,27-10-2022,16:27:34,"La Reina, Región Metropolitana",80
Iphone 12 pro max,16900,27-10-2022,15:00:03,"Huechuraba, Región Metropolitana",80
IPhone 13 Pro Max,150000,27-10-2022,14:03:14,"Quilicura, Región Metropolitana",80
IPhone 12 128g a impecable,300000,27-10-2022,13:39:40,"Providencia, Región Metropolitana",80
Cargador Para Apple 20w iPhone Carga Fast + Usb-c,0,27-10-2022,13:03:20,"Providencia, Región Metropolitana",80
IPhone 8 impecable 64G,0,27-10-2022,12:32:50,"Providencia, Región Metropolitana",80
Iphone XS 64 gb black (garantia 1 mes),0,27-10-2022,09:58:17,"San Bernardo, Región Metropolitana",80
0,0,0,,0,80
0,0,0,,0,80
0,0,0,,0,80
