titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 7 plus como nuevo,150000,30-03-2023,17:58:44,"Las Condes, Región Metropolitana",38
IPhone 14 Pro 128GB,990000,30-03-2023,14:40:34,"Santiago, Región Metropolitana",38
IPhone 11,300000,30-03-2023,13:02:46,"La Florida, Región Metropolitana",38
Iphone 12 pro max,550000,30-03-2023,13:00:09,"Estación Central, Región Metropolitana",38
Iphone 11 nuevo,400000,30-03-2023,08:56:09,"Santiago, Región Metropolitana",38
IPhone 11 64,280000,30-03-2023,01:41:10,"La Cisterna, Región Metropolitana",38
Iphone 13 pro max 256gb,950000,29-03-2023,19:51:47,"La Florida, Región Metropolitana",38
IPhone 6 en perfecto estado,60000,29-03-2023,19:48:41,"Ñuñoa, Región Metropolitana",38
Aphone 13 Pro Max,1000000,29-03-2023,19:38:40,"Maipú, Región Metropolitana",38
IPhone SE 3ra Gen 64GB,245000,29-03-2023,19:33:52,"Las Condes, Región Metropolitana",38
IPhone 12 128gb,550000,29-03-2023,19:16:09,"Ñuñoa, Región Metropolitana",38
IPhone SE,250000,29-03-2023,15:20:00,"Huechuraba, Región Metropolitana",38
Iphone se 2da gen,120000,29-03-2023,13:51:21,"La Florida, Región Metropolitana",38
Iphone 7 silver,80000,29-03-2023,13:00:22,"La Florida, Región Metropolitana",38
Iphone se2020,150000,29-03-2023,11:54:08,"Pudahuel, Región Metropolitana",38
Iphone 8 gold,180000,29-03-2023,11:05:30,"La Granja, Región Metropolitana",38
IPhone SE 128 2da Generación,150000,28-03-2023,23:38:10,"Vitacura, Región Metropolitana",38
IPhone XR 64gb negro,250000,28-03-2023,22:13:42,"Conchalí, Región Metropolitana",38
IPhone 4 usado,30000,28-03-2023,21:36:22,"Santiago, Región Metropolitana",38
iPhone XS 256gb usado en buen estado,300000,28-03-2023,21:25:09,"Renca, Región Metropolitana",38
Iwatch SE más IPhone XS max,300000,28-03-2023,21:04:06,"Macul, Región Metropolitana",38
IPhone 12 de 256 GB,650000,28-03-2023,19:11:33,"San Miguel, Región Metropolitana",38
IPhone 11 PRO de 256 GB,490000,28-03-2023,19:04:49,"San Miguel, Región Metropolitana",38
Pendrive para IPhone 64 GB 2 en 1,18000,28-03-2023,18:18:16,"Santiago, Región Metropolitana",38
"IPhone XR 64 GB, 87% batería bien cuidado.",250000,28-03-2023,17:00:47,"Ñuñoa, Región Metropolitana",38
Iphone 12 Pro Max + CARGADOR RÁPIDO,750000,28-03-2023,16:04:40,"Providencia, Región Metropolitana",38
IPhone 13 próx Max 256 gb,850000,28-03-2023,15:24:58,"Recoleta, Región Metropolitana",38
IPhone XR red,200000,28-03-2023,14:24:02,"San Bernardo, Región Metropolitana",38
"IPhone 13 excelente estado, por renovación",580000,28-03-2023,09:38:47,"Providencia, Región Metropolitana",38
IPhone SE 2020 (usado buen estado),170000,28-03-2023,08:40:10,"San Bernardo, Región Metropolitana",38
Iphone 7 impecable,140000,28-03-2023,07:28:15,"Ñuñoa, Región Metropolitana",38
Bateria iPhone XS Max Calidad Premium,33000,27-03-2023,23:46:24,"Lo Barnechea, Región Metropolitana",38
Bateria iPhone 7 Plus Nuevas Domicilio,30000,27-03-2023,23:22:08,"Ñuñoa, Región Metropolitana",38
Bateria iPhone X Nuevas a Domicilio,33000,27-03-2023,23:04:20,"Peñalolén, Región Metropolitana",38
Baterias iPhone 7 y 7 Plus Nuevas Selladas a Domic,18000,27-03-2023,23:00:45,"Lo Prado, Región Metropolitana",38
Pantalla iPhone SE 2020 a Domicilio,850000,27-03-2023,22:42:10,"La Florida, Región Metropolitana",38
Bateria iPhone XS Nuevas a Domicilios,750000,27-03-2023,22:41:14,"Puente Alto, Región Metropolitana",38
Bateria iPhone 8 y 8 Plus Alternativas,30000,27-03-2023,22:26:10,"La Cisterna, Región Metropolitana",38
Iphone 13 pro max,150000,27-03-2023,20:42:00,"Estación Central, Región Metropolitana",38
IPhone 14 Midnight,290000,27-03-2023,20:40:41,"Santiago, Región Metropolitana",38
Carcasas iphone 12 pro max,100000,27-03-2023,20:08:54,"Calera de Tango, Región Metropolitana",38
IPhone 8 Plus ,60000,27-03-2023,19:56:01,"San Bernardo, Región Metropolitana",38
 IPhone XR ,0,27-03-2023,19:18:19,"Las Condes, Región Metropolitana",38
IPhone 7 negro mate usado + carcasas,0,27-03-2023,18:28:23,"Las Condes, Región Metropolitana",38
IPhone 6 gris espacial usado + carcasas,0,27-03-2023,18:28:20,"Las Condes, Región Metropolitana",38
Adaptador usb de iPhone,0,27-03-2023,18:11:50,"Santiago, Región Metropolitana",38
Batería externa para iPhone MagSafe,0,27-03-2023,18:09:02,"Santiago, Región Metropolitana",38
0,0,0,,0,38
0,0,0,,0,38
0,0,0,,0,38
