titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 12 Pro 128 Gb,650000,19-10-2022,10:31:07,"Vitacura, Región Metropolitana",84
"IPhone XS Max 64 GB, estado de bateria 80%",300000,19-10-2022,08:41:05,"San Bernardo, Región Metropolitana",84
IPhone 12 Pro Max,680000,19-10-2022,05:35:01,"Santiago, Región Metropolitana",84
IPhone 6S Plus 64GB,120000,18-10-2022,21:24:12,"Santiago, Región Metropolitana",84
Cable iPhone Original Lightning a USB (1m),8000,18-10-2022,19:54:14,"Santiago, Región Metropolitana",84
Carcasas para iPhone,4000,18-10-2022,19:33:08,"Curacaví, Región Metropolitana",84
IPhone XR,250000,18-10-2022,19:20:03,"Las Condes, Región Metropolitana",84
IPhone XR color Silver,300000,18-10-2022,18:41:20,"Maipú, Región Metropolitana",84
Iphone 14 pro max 128 gb,1250000,18-10-2022,18:39:37,"Santiago, Región Metropolitana",84
IPhone 11 Pro 64 gd,450000,18-10-2022,18:27:06,"Ñuñoa, Región Metropolitana",84
"Iphone 11, 64 gb como nuevo",200000,18-10-2022,17:13:47,"Las Condes, Región Metropolitana",84
Cargador iphone,6000,18-10-2022,16:55:07,"Peñalolén, Región Metropolitana",84
"Caja phone 6s, manuales y estuche audifonos",9000,18-10-2022,16:44:59,"Maipú, Región Metropolitana",84
IPhone 13 128gb,600000,18-10-2022,15:45:26,"La Florida, Región Metropolitana",84
IPhone 12 pro max 128 GB,600000,18-10-2022,15:14:49,"La Florida, Región Metropolitana",84
Celular iPhone 6S 32GB,45000,18-10-2022,14:09:02,"Peñaflor, Región Metropolitana",84
IPhone 12 mini 64,580000,18-10-2022,13:53:18,"Las Condes, Región Metropolitana",84
Auricular parlante iphone 6,3900,18-10-2022,13:43:27,"Providencia, Región Metropolitana",84
Bandeja sim iphone 4 - color plata,2800,18-10-2022,13:10:10,"Providencia, Región Metropolitana",84
IPhone 11 red 256 gb como nuevo,370000,18-10-2022,12:49:06,"Quilicura, Región Metropolitana",84
IPhone SE negro de 64GB,160000,18-10-2022,12:41:37,"Las Condes, Región Metropolitana",84
IPhone XR Blanco,240000,18-10-2022,12:07:44,"Macul, Región Metropolitana",84
IPhone XR,240000,18-10-2022,11:30:20,"Santiago, Región Metropolitana",84
Iphone XR usado como nuevo,200000,18-10-2022,10:43:26,"Santiago, Región Metropolitana",84
IPhone 13 Pro Max 1 TB,1200000,18-10-2022,09:54:11,"Maipú, Región Metropolitana",84
IPhone XS Max 64gb 100% funcional liberado impeque,230000,18-10-2022,03:03:42,"Providencia, Región Metropolitana",84
IPhone 12 Pro Max,680000,18-10-2022,01:14:59,"Las Condes, Región Metropolitana",84
Caja iPhone SE 2020 como nueva,5000,18-10-2022,00:07:11,"Santiago, Región Metropolitana",84
IPhone 7 32 GB,90000,17-10-2022,19:42:31,"Providencia, Región Metropolitana",84
Iphone 13 pro space gray - 128 gb [sin detalles],700000,17-10-2022,18:56:51,"Huechuraba, Región Metropolitana",84
Apple iPhone 12 Pro (128 Gb) - Azul Pacífico,710000,17-10-2022,17:39:04,"Las Condes, Región Metropolitana",84
Iphone 8 en excelente estado,70000,17-10-2022,16:52:16,"La Florida, Región Metropolitana",84
IPhone XR 128 Gb,250000,17-10-2022,16:12:56,"Ñuñoa, Región Metropolitana",84
IPhone 11 En excelentes condiciones,320000,17-10-2022,13:53:14,"La Florida, Región Metropolitana",84
IPhone 14 Pro 512 gb,1500000,17-10-2022,13:08:09,"Las Condes, Región Metropolitana",84
IPhone 11 ,330000,17-10-2022,12:48:18,"La Cisterna, Región Metropolitana",84
IPhone 11 ,330000,17-10-2022,12:44:45,"El Bosque, Región Metropolitana",84
Iphone SE 2020 128gb,200000,17-10-2022,12:44:34,"Paine, Región Metropolitana",84
Iphone SE Blanco Nuevo,300000,17-10-2022,12:06:38,"Buin, Región Metropolitana",84
IPHONE 7 plus rose 32 gb impecable ,55000,17-10-2022,06:14:07,"Estación Central, Región Metropolitana",84
"Celular IPhone SE Space Gray, 32 GB",55000,17-10-2022,03:28:16,"Pudahuel, Región Metropolitana",84
IPhone 6s 32GB,180000,17-10-2022,00:30:12,"La Reina, Región Metropolitana",84
Iphone SE2020 64 GB,130000,16-10-2022,22:28:15,"Puente Alto, Región Metropolitana",84
Iphone 8 64 GB,120000,16-10-2022,22:27:30,"Puente Alto, Región Metropolitana",84
Iphone 7 128 GB,50000,16-10-2022,21:38:31,"Puente Alto, Región Metropolitana",84
Celular iPhone 6s,85000,16-10-2022,21:37:13,"Santiago, Región Metropolitana",84
Iphone 7 32 GB,0,16-10-2022,20:47:36,"Puente Alto, Región Metropolitana",84
0,0,0,,0,84
0,0,0,,0,84
0,0,0,,0,84
