titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 12 pro max,550000,30-01-2023,10:17:45,"Las Condes, Región Metropolitana",54
Iphone 8 de 256 gb ,140000,30-01-2023,09:33:27,"La Florida, Región Metropolitana",54
Iphone 7 usado 32gb negro brillante,65000,29-01-2023,23:18:00,"Maipú, Región Metropolitana",54
Iphone 6s space grey,40000,29-01-2023,22:51:59,"San Joaquín, Región Metropolitana",54
IPhone 6s 32GB,70000,29-01-2023,22:43:50,"La Florida, Región Metropolitana",54
Iphone 8 64Gb,215000,29-01-2023,21:48:01,"Maipú, Región Metropolitana",54
Iphone se 2020,165000,29-01-2023,21:11:38,"Huechuraba, Región Metropolitana",54
IPhone 12 128 gb,450000,29-01-2023,20:13:33,"Padre Hurtado, Región Metropolitana",54
Iphone 12 128 gb,450000,29-01-2023,19:31:51,"Padre Hurtado, Región Metropolitana",54
Funda de iPhone 5-5S-SE cuero,1000,29-01-2023,19:01:35,"Santiago, Región Metropolitana",54
IPhone 4s,20000,29-01-2023,18:55:32,"San Bernardo, Región Metropolitana",54
IPhone 12 Pro,630000,29-01-2023,18:49:41,"Maipú, Región Metropolitana",54
Bandeja Compatible iPhone 11 Dual Porta Nano Sim,5500,29-01-2023,08:31:27,"Providencia, Región Metropolitana",54
Vidrios Camara Trasera Compatible Phone 11 Cristal,7900,29-01-2023,08:31:19,"Providencia, Región Metropolitana",54
Pantalla Compatible Pantalla iPhone 11 Calidad Ole,89000,29-01-2023,08:26:37,"Providencia, Región Metropolitana",54
Bateria Compatible Con iPhone 11,36990,29-01-2023,08:22:45,"Providencia, Región Metropolitana",54
Paul Mccartney Wings Carcasa Iphone 4 O 4s,2990,29-01-2023,04:50:12,"Santiago, Región Metropolitana",54
IPhone 7,50000,29-01-2023,03:12:58,"San Bernardo, Región Metropolitana",54
IPhone X repuesto,100000,29-01-2023,03:10:50,"San Bernardo, Región Metropolitana",54
IPhone 8 plus,180000,29-01-2023,00:19:30,"Independencia, Región Metropolitana",54
"IPhone 6, Space Gray, 32GB",60000,28-01-2023,22:20:07,"La Florida, Región Metropolitana",54
Flex De Carga Compatible iPhone 11 + Kit De Desarm,27900,28-01-2023,21:14:39,"Providencia, Región Metropolitana",54
Iphone 7 32gb,80000,28-01-2023,20:00:22,"Buin, Región Metropolitana",54
Iphone 8 64Gb,150000,28-01-2023,19:53:32,"San Ramón, Región Metropolitana",54
IPhone XR,210000,28-01-2023,03:21:31,"San Bernardo, Región Metropolitana",54
IPhone 7 32GB,330000,27-01-2023,23:37:00,"La Cisterna, Región Metropolitana",54
Iphone 11 n,3000,27-01-2023,23:35:55,"Estación Central, Región Metropolitana",54
Carcazas para iphone 13 promax,280000,27-01-2023,23:27:26,"Huechuraba, Región Metropolitana",54
IPhone 11 64 GB,40000,27-01-2023,23:21:20,"Peñalolén, Región Metropolitana",54
IPhone 7 precio conversable,5000,27-01-2023,22:52:47,"Providencia, Región Metropolitana",54
CARCAZAS PARA iPhone 11 PROMAX,75000,27-01-2023,21:17:51,"Huechuraba, Región Metropolitana",54
  Iphone 6 Plus,800000,27-01-2023,19:47:04,"Independencia, Región Metropolitana",54
Iphone 13 pro max venta o permito,320000,27-01-2023,19:38:46,"Las Condes, Región Metropolitana",54
 Iphone 11,370000,27-01-2023,19:32:06,"Las Condes, Región Metropolitana",54
IPhone 11 n de 64gb,160000,27-01-2023,19:04:13,"Las Condes, Región Metropolitana",54
IPhone 8 rose gold,2950,27-01-2023,18:48:01,"La Cisterna, Región Metropolitana",54
Kit De Desarme Iphone 7 6s 6 5s 5 4s 4 Galaxy Alca,5000,27-01-2023,15:59:38,"Providencia, Región Metropolitana",54
Caja de iPhone 6,20000,27-01-2023,12:35:26,"La Florida, Región Metropolitana",54
IPhone 6 Dorado,30000,27-01-2023,12:34:21,"La Florida, Región Metropolitana",54
Caja iPhone 7 Plus,350000,27-01-2023,11:38:54,"La Florida, Región Metropolitana",54
Iphone 11 excelente estado,750000,27-01-2023,11:37:16,"San Bernardo, Región Metropolitana",54
IPhone 12 128 gb. Black,3000,27-01-2023,10:26:28,"Las Condes, Región Metropolitana",54
Accesorios iPhone 5 A1428,70000,27-01-2023,09:54:48,"La Florida, Región Metropolitana",54
IPhone 6 32 gb,899990,27-01-2023,05:38:11,"El Bosque, Región Metropolitana",54
 iPhone 14 256GB nuevo liberado ,20000,27-01-2023,04:15:49,"Providencia, Región Metropolitana",54
Cable iphone original ,550000,27-01-2023,03:15:40,"Santiago, Región Metropolitana",54
IPhone 12 Pro,0,26-01-2023,23:30:21,"Santiago, Región Metropolitana",54
0,0,0,,0,54
0,0,0,,0,54
0,0,0,,0,54
