titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 8 64gb,125000,23-08-2022,19:24:24,"Providencia, Región Metropolitana",99
Iphone xr 64 gb,870000,23-08-2022,17:00:16,"Pedro Aguirre Cerda, Región Metropolitana",99
Iphone 13 pro max,380000,23-08-2022,16:19:41,"Santiago, Región Metropolitana",99
IPhone 12 blanco,70000,23-08-2022,15:23:46,"Quinta Normal, Región Metropolitana",99
Iphone 7 32gb,49000,23-08-2022,14:42:28,"Huechuraba, Región Metropolitana",99
Batería iphone 12,37900,23-08-2022,14:12:04,"Providencia, Región Metropolitana",99
Flex de carga iphone 13 mini,420000,23-08-2022,13:35:23,"Providencia, Región Metropolitana",99
Iphone 12 MINI de 64 Gb,250000,23-08-2022,12:00:04,"Vitacura, Región Metropolitana",99
Iphone Xs 64 Gb usado,540000,23-08-2022,11:55:53,"Vitacura, Región Metropolitana",99
IPhone 12 Pro 128,380000,23-08-2022,10:29:41,"Lo Prado, Región Metropolitana",99
Iphone 11 de 64gb color negro,700000,23-08-2022,08:58:12,"Conchalí, Región Metropolitana",99
IPhone 12Pro Max 128GB,340000,23-08-2022,02:56:41,"Santiago, Región Metropolitana",99
Iphone 11 usado pero en buen estado y buen precio,80000,22-08-2022,23:44:22,"Lo Barnechea, Región Metropolitana",99
Iphone 8  ,35000,22-08-2022,23:14:02,"Puente Alto, Región Metropolitana",99
Iphone 6 REGALADO,6000,22-08-2022,22:44:35,"Providencia, Región Metropolitana",99
IPhone 4S 16GB White/Blanco Modelo A1387,277000,22-08-2022,22:10:14,"Peñalolén, Región Metropolitana",99
Carcasas iphone,340000,22-08-2022,20:58:51,"Recoleta, Región Metropolitana",99
Iphone xs max 256gb SUPER OERTA,40000,22-08-2022,20:32:00,"Las Condes, Región Metropolitana",99
Iphone 11 en buen estado,230000,22-08-2022,20:06:32,"Las Condes, Región Metropolitana",99
IPhone XR ,400000,22-08-2022,19:48:00,"Independencia, Región Metropolitana",99
IPhone 6 32GB,400000,22-08-2022,19:42:20,"Las Condes, Región Metropolitana",99
Iphone XR Blanco,18000,22-08-2022,19:20:55,"Buin, Región Metropolitana",99
IPhone 11 64 gb nuevo sellado en caja,350000,22-08-2022,17:18:46,"Maipú, Región Metropolitana",99
Iphone 11 64gb black,8990,22-08-2022,17:14:23,"Maipú, Región Metropolitana",99
Cable lightning para Iphone/iPad A Tipo B,6000,22-08-2022,16:15:36,"Puente Alto, Región Metropolitana",99
IPhone XR,49900,22-08-2022,16:13:59,"Puente Alto, Región Metropolitana",99
IPhone 11 con iWatch s3,55000,22-08-2022,16:11:09,"Maipú, Región Metropolitana",99
Audífonos con Cable y Bluetooth para Iphone Ligthi,42900,22-08-2022,15:48:46,"Maipú, Región Metropolitana",99
Adaptador de carga con entrada C para IPhone 20w,50000,22-08-2022,15:19:45,"Estación Central, Región Metropolitana",99
Cambio de batería iphone 11 pro,5000,22-08-2022,15:09:48,"Providencia, Región Metropolitana",99
Cámara trasera iphone xr,165000,22-08-2022,15:01:35,"Providencia, Región Metropolitana",99
Flex de carga iphone 13 pro,85000,22-08-2022,14:50:55,"Providencia, Región Metropolitana",99
Iphone 6,650000,22-08-2022,13:03:52,"La Cisterna, Región Metropolitana",99
IPhone 7 liberado 128GB,110000,22-08-2022,12:23:14,"Santiago, Región Metropolitana",99
Carcasas Iphone 12,150000,22-08-2022,11:05:30,"Ñuñoa, Región Metropolitana",99
IPhone SE 2020 color blanco,200000,22-08-2022,10:30:41,"Pudahuel, Región Metropolitana",99
IPhone SE,250000,22-08-2022,08:39:01,"Las Condes, Región Metropolitana",99
"Iphone 12 64 GB Negro, Nuevo",250000,21-08-2022,23:56:09,"Las Condes, Región Metropolitana",99
IPhone 7 Plus,200000,21-08-2022,22:16:24,"Providencia, Región Metropolitana",99
Iphone SE 2020 64Gb,370000,21-08-2022,21:34:52,"Peñalolén, Región Metropolitana",99
Iphone SE en buenas condiciones,280000,21-08-2022,21:16:16,"Vitacura, Región Metropolitana",99
Iphone XR 64 GB,400000,21-08-2022,21:08:06,"Ñuñoa, Región Metropolitana",99
Apple iPhone XR 64 Gb - Blanco (excelente estado),0,21-08-2022,20:03:29,"Las Condes, Región Metropolitana",99
Iphone SE (2da gen) en excelentes condiciones,0,21-08-2022,16:56:00,"Las Condes, Región Metropolitana",99
Celular Iphone 11,0,21-08-2022,15:37:57,"Santiago, Región Metropolitana",99
IPhone XR,0,21-08-2022,14:14:10,"Macul, Región Metropolitana",99
IPhone 12 mini,0,21-08-2022,11:00:26,"Las Condes, Región Metropolitana",99
0,0,0,,0,99
0,0,0,,0,99
0,0,0,,0,99
