titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone XR impeke,235000,07-09-2022,22:09:59,"Puente Alto, Región Metropolitana",95
Carcasas de IPhone Serie 14 ,3600,07-09-2022,20:31:30,"Santiago, Región Metropolitana",95
IPhone 6 64GB,50000,07-09-2022,19:51:49,"San Miguel, Región Metropolitana",95
Iphone 6 - usado,50000,07-09-2022,18:05:38,"Santiago, Región Metropolitana",95
 iphone 6s,4900,07-09-2022,17:05:58,"La Cisterna, Región Metropolitana",95
Celular iPhone 7 Plus ,60000,07-09-2022,16:16:01,"La Granja, Región Metropolitana",95
Altavoz iphone 6,50000,07-09-2022,16:07:01,"Providencia, Región Metropolitana",95
Iphone 6,50000,07-09-2022,15:05:10,"La Cisterna, Región Metropolitana",95
IPhone 6s de 16 ge,600000,07-09-2022,02:19:55,"Independencia, Región Metropolitana",95
Iphone 6s repuesto ,389000,06-09-2022,21:44:34,"La Cisterna, Región Metropolitana",95
Iphone 6plus repuesto,120000,06-09-2022,21:38:34,"La Cisterna, Región Metropolitana",95
celular iPhone 6s con zulte al número que,7000,06-09-2022,20:59:33,"La Florida, Región Metropolitana",95
IPhone 13 ,44000,06-09-2022,20:51:11,"Santiago, Región Metropolitana",95
IPhone 11 Nuevo 64 GB - Negro,320000,06-09-2022,17:53:49,"Vitacura, Región Metropolitana",95
iPhone 7 de 128 GB,290000,06-09-2022,17:24:00,"Providencia, Región Metropolitana",95
Cables Originales iPhone,275000,06-09-2022,16:55:22,"Las Condes, Región Metropolitana",95
Iphone 7 32gb,200000,06-09-2022,16:40:15,"Las Condes, Región Metropolitana",95
Iphone 11 64g,65000,06-09-2022,16:09:39,"Maipú, Región Metropolitana",95
IPHONE 11 conversable,68000,06-09-2022,16:04:35,"Buin, Región Metropolitana",95
Permuto iPhone 11,380000,06-09-2022,15:55:24,"El Monte, Región Metropolitana",95
IPhone 7 Plus excelente estado ,270000,06-09-2022,15:24:00,"Isla de Maipo, Región Metropolitana",95
Iphone 6s,75000,06-09-2022,14:12:44,"Santiago, Región Metropolitana",95
IPhone 6s,270000,06-09-2022,12:23:33,"Ñuñoa, Región Metropolitana",95
IPhone 11 128GB,10000,06-09-2022,10:28:15,"Santiago, Región Metropolitana",95
IPhone 11 liberado,10000,06-09-2022,10:03:29,"Renca, Región Metropolitana",95
IPhone 6s para reparar,750000,06-09-2022,06:01:33,"Independencia, Región Metropolitana",95
Iphone 7 32 gb,14990,05-09-2022,22:49:43,"Quinta Normal, Región Metropolitana",95
Iphone Xs black de 64 GB,200000,05-09-2022,22:25:04,"Santiago, Región Metropolitana",95
IPhone 6 para repuesto ,450000,05-09-2022,22:24:25,"Santiago, Región Metropolitana",95
Pantalla iPhone 6,200000,05-09-2022,22:16:29,"Santiago, Región Metropolitana",95
Iphone 13 pro,480000,05-09-2022,20:04:39,"Santiago, Región Metropolitana",95
Carcasa iPhone se,100000,05-09-2022,19:49:34,"La Florida, Región Metropolitana",95
IPhone XR 128 GB pantalla trizada ,180000,05-09-2022,18:46:48,"Vitacura, Región Metropolitana",95
IPhone 12 128gb,60000,05-09-2022,18:42:37,"Ñuñoa, Región Metropolitana",95
IPhone 8 Plus 64 GB,170000,05-09-2022,16:57:37,"Peñalolén, Región Metropolitana",95
IPhone 12 64GB,71000,05-09-2022,16:54:39,"Peñaflor, Región Metropolitana",95
Iphone 7,580000,05-09-2022,16:16:11,"La Reina, Región Metropolitana",95
Iphone X prefecto estado,40000,05-09-2022,15:59:25,"Providencia, Región Metropolitana",95
Iphone 6,110000,05-09-2022,15:07:52,"Santiago, Región Metropolitana",95
IPhone 7 Plus black mate ,200000,05-09-2022,14:53:20,"Santiago, Región Metropolitana",95
Iphone 6 plus,0,05-09-2022,06:23:54,"Buin, Región Metropolitana",95
IPHONE 7 plus  64gb,0,05-09-2022,04:20:42,"Huechuraba, Región Metropolitana",95
Iphone 12 de 64 gb,0,04-09-2022,21:19:08,"Paine, Región Metropolitana",95
Iphone 5C,0,04-09-2022,19:13:21,"Providencia, Región Metropolitana",95
IPhone 7 Plus ,0,04-09-2022,17:08:00,"San Bernardo, Región Metropolitana",95
Iphone SE 128gb,0,04-09-2022,15:07:23,"Santiago, Región Metropolitana",95
IPhone 7 32 GB,0,04-09-2022,11:44:50,"Maipú, Región Metropolitana",95
0,0,0,,0,95
0,0,0,,0,95
0,0,0,,0,95
