titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Carcasa iphone 11,5000,26-01-2023,22:10:06,"Puente Alto, Región Metropolitana",55
IPhone 13,650000,26-01-2023,22:05:31,"Lo Barnechea, Región Metropolitana",55
iPhone 7,80000,26-01-2023,21:23:32,"La Cisterna, Región Metropolitana",55
IPhone 7,80000,26-01-2023,20:53:30,"Puente Alto, Región Metropolitana",55
IPhone 8 ROJO,200000,26-01-2023,20:07:35,"La Florida, Región Metropolitana",55
IPhone 7 32 GB,70000,26-01-2023,19:44:27,"La Reina, Región Metropolitana",55
IPhone 6s impecable,70000,26-01-2023,19:04:54,"La Florida, Región Metropolitana",55
Carcasa iPhone 11,5000,26-01-2023,18:21:17,"Puente Alto, Región Metropolitana",55
Adaptador para Iphone,8990,26-01-2023,17:30:46,"Maipú, Región Metropolitana",55
Iphone se 64 gb negro,150000,26-01-2023,12:57:39,"La Cisterna, Región Metropolitana",55
"Cable Iphone 5, 5c, 5s, 6, Lighting 1.5 M 8-pin Us",4500,26-01-2023,12:24:03,"Providencia, Región Metropolitana",55
IPhone repuesto 6s,30000,25-01-2023,23:21:08,"Santiago, Región Metropolitana",55
IPhone 12 tamaño normal,450000,25-01-2023,21:08:00,"Estación Central, Región Metropolitana",55
IPhone 12 azul,500000,25-01-2023,19:56:21,"Pedro Aguirre Cerda, Región Metropolitana",55
Iphone 12 mini,360000,25-01-2023,18:16:18,"Cerro Navia, Región Metropolitana",55
Iphone 14 128gb,680000,25-01-2023,18:08:12,"Independencia, Región Metropolitana",55
Carcasas de iPhone,3990,25-01-2023,17:48:00,"La Florida, Región Metropolitana",55
Se vende Iphone X poco uso liberado ,300000,25-01-2023,15:32:00,"La Cisterna, Región Metropolitana",55
Iphone 12 Pro 256 gb Azul,600000,25-01-2023,14:18:43,"Lo Barnechea, Región Metropolitana",55
IPhone SE 2020 64gb,200000,25-01-2023,14:13:26,"Huechuraba, Región Metropolitana",55
Iphone 6 usado,40000,25-01-2023,11:24:22,"Santiago, Región Metropolitana",55
Iphone 11 pro max,350000,25-01-2023,05:11:13,"Ñuñoa, Región Metropolitana",55
IPhone 8 - iPhone SE 2016,110000,25-01-2023,00:00:38,"Providencia, Región Metropolitana",55
IPhone se 2020,190000,24-01-2023,23:02:07,"Independencia, Región Metropolitana",55
Iphone 12 128GB,450000,24-01-2023,22:06:57,"Peñalolén, Región Metropolitana",55
IPhone 11,400000,24-01-2023,21:30:12,"Colina, Región Metropolitana",55
IPhone 12pro,600000,24-01-2023,21:29:16,"Macul, Región Metropolitana",55
Iphone 11 pro,450000,24-01-2023,19:37:49,"Huechuraba, Región Metropolitana",55
IPhone 8 128GB color gold,200000,24-01-2023,17:16:00,"Peñaflor, Región Metropolitana",55
IPhone XR,250000,24-01-2023,15:41:07,"San Bernardo, Región Metropolitana",55
IPhone 13 128gb Azul Medianoche,730000,24-01-2023,15:37:12,"San Bernardo, Región Metropolitana",55
Iphone 5s,10000,24-01-2023,15:21:43,"Quilicura, Región Metropolitana",55
IPhone 8 64 GB,150000,24-01-2023,15:17:35,"Quilicura, Región Metropolitana",55
IPhone 12 Pro 128 gb,700000,24-01-2023,15:01:18,"Lo Barnechea, Región Metropolitana",55
IPHONE 7 internacional,60000,24-01-2023,14:36:21,"Santiago, Región Metropolitana",55
Carcasas para Iphone 8,4500,24-01-2023,14:32:44,"Providencia, Región Metropolitana",55
Base Estación Carga Rápida Iphone Inalámbrico 4en1,23990,24-01-2023,13:37:06,"Quinta Normal, Región Metropolitana",55
mi iPhone 12 mini,430000,24-01-2023,13:20:11,"El Bosque, Región Metropolitana",55
IPhone 6s - Color Oro Rosa,70000,24-01-2023,12:55:08,"Santiago, Región Metropolitana",55
Iphone SE 2020 Nuevo - 64GB Negro,250000,24-01-2023,10:04:19,"Santiago, Región Metropolitana",55
Iphone 7 plus negro,110000,23-01-2023,23:36:32,"Macul, Región Metropolitana",55
Iphone 12 negro,380000,23-01-2023,23:31:57,"Macul, Región Metropolitana",55
IPhone 11 64 Gb impecable,350000,23-01-2023,23:27:24,"Las Condes, Región Metropolitana",55
Teléfono iPhone 11,370000,23-01-2023,23:23:43,"La Cisterna, Región Metropolitana",55
"IPhone 12 mini de 128 gb azul, completamente nuevo",550000,23-01-2023,18:56:00,"Las Condes, Región Metropolitana",55
"IPhone 11, 64 GB por renovación",300000,23-01-2023,18:48:51,"Talagante, Región Metropolitana",55
Ipone 12 mini 128gbm,450000,23-01-2023,18:34:52,"Quinta Normal, Región Metropolitana",55
0,0,0,,0,55
0,0,0,,0,55
0,0,0,,0,55
