titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 7 plus + cargador original,125000,05-06-2023,17:48:50,"Renca, Región Metropolitana",23
Iphone 7 1año y medio de uso,80000,05-06-2023,17:32:05,"Las Condes, Región Metropolitana",23
Iphone 11,350000,05-06-2023,17:25:28,"Ñuñoa, Región Metropolitana",23
IPhone XR ,200000,05-06-2023,17:16:01,"San Bernardo, Región Metropolitana",23
Iphone xr 64gb,290000,05-06-2023,14:11:54,"La Reina, Región Metropolitana",23
Iphone 7 plus 32gb,110000,05-06-2023,14:05:23,"La Reina, Región Metropolitana",23
IPhone 11 64gb impecable,280000,05-06-2023,13:57:02,"Pudahuel, Región Metropolitana",23
Celular iPhone SE 2020 128gb,200000,05-06-2023,12:12:05,"La Florida, Región Metropolitana",23
IPHONE 13 128gb,520000,05-06-2023,12:02:35,"La Reina, Región Metropolitana",23
IPhone XR 64gb,210000,05-06-2023,09:45:50,"Puente Alto, Región Metropolitana",23
IPhone 14 Negro,750000,05-06-2023,08:43:16,"Melipilla, Región Metropolitana",23
IPhone 6S - 32GB,40000,05-06-2023,08:36:53,"Santiago, Región Metropolitana",23
IPhone 12 color verde,400000,05-06-2023,00:04:24,"Puente Alto, Región Metropolitana",23
Iphone 8 64 gb,110000,04-06-2023,22:48:54,"Santiago, Región Metropolitana",23
Iphone 12 pro Max 128 gb,550000,04-06-2023,21:50:25,"Maipú, Región Metropolitana",23
IPhone XR Semi-Nuevo,200000,04-06-2023,20:16:01,"Huechuraba, Región Metropolitana",23
IPhone 13 128gb impecable,520000,04-06-2023,19:42:38,"Recoleta, Región Metropolitana",23
Audífono originales iPhone,130000,04-06-2023,14:26:26,"La Florida, Región Metropolitana",23
Iphone,85000,04-06-2023,12:29:59,"Buin, Región Metropolitana",23
 IPhone,80000,04-06-2023,11:40:46,"Estación Central, Región Metropolitana",23
Iphone 8 negro impecable por no uso,110000,04-06-2023,08:46:31,"Las Condes, Región Metropolitana",23
Carcasa para IPhone 11,1500,04-06-2023,00:47:34,"San Joaquín, Región Metropolitana",23
Iphone 7 plus,140000,03-06-2023,23:08:51,"Santiago, Región Metropolitana",23
IPhone 11 128 GB 90%de batería (más accesorios),330000,03-06-2023,17:35:46,"Lo Espejo, Región Metropolitana",23
IPhone 11 Pro 64 gb,350000,03-06-2023,17:07:12,"Las Condes, Región Metropolitana",23
IPhone 14 Pro Max 512GB Nuevo sellado 1 año Garant,1389000,03-06-2023,14:37:36,"Vitacura, Región Metropolitana",23
Carcasas para iphone 11,3000,03-06-2023,14:16:01,"Ñuñoa, Región Metropolitana",23
Adaptador doble para iphone,4000,03-06-2023,12:51:33,"Las Condes, Región Metropolitana",23
IPhone XS ,170000,03-06-2023,12:26:28,"La Reina, Región Metropolitana",23
Iphone 12,450000,03-06-2023,11:40:42,"Cerrillos, Región Metropolitana",23
Apple Iphone 13 Medianoche 5G 128 GB Azul NUEVO,640000,03-06-2023,08:14:52,"Santiago, Región Metropolitana",23
Iphone 7 Plus,100000,03-06-2023,03:18:41,"Ñuñoa, Región Metropolitana",23
IPhone 12 64 Gb ,400000,02-06-2023,23:34:58,"Puente Alto, Región Metropolitana",23
Iphone 14 pro ,900000,02-06-2023,23:01:13,"Pudahuel, Región Metropolitana",23
Iphone 12 mini 64gb,300000,02-06-2023,20:11:02,"La Florida, Región Metropolitana",23
IPhone 11 128 Gb,270000,02-06-2023,17:21:49,"El Monte, Región Metropolitana",23
Iphone 13,470000,02-06-2023,15:30:44,"Renca, Región Metropolitana",23
Iphone 12 en perfecto estado solo 8 meses de uso,500000,02-06-2023,15:01:03,"Melipilla, Región Metropolitana",23
I-phone 12 Mini 64 GB,280000,02-06-2023,13:27:31,"Santiago, Región Metropolitana",23
Iphone Xs max,250000,02-06-2023,12:54:34,"Santiago, Región Metropolitana",23
IPhone 13 Pro Max 256,750000,02-06-2023,11:14:08,"La Florida, Región Metropolitana",23
Placa Logica para iPhone 8 64GB,40000,02-06-2023,10:46:23,"Macul, Región Metropolitana",23
IPhone SE 64gb 2020,110000,02-06-2023,08:21:30,"Independencia, Región Metropolitana",23
IPhone 12 nuevo ,420000,02-06-2023,05:16:45,"Puente Alto, Región Metropolitana",23
IPhone 11 en perfecto estado,350000,01-06-2023,21:49:49,"Vitacura, Región Metropolitana",23
IPhone 8 Plus,150000,01-06-2023,20:27:53,"Santiago, Región Metropolitana",23
IPhone 12 128 GB,430000,01-06-2023,19:13:47,"Padre Hurtado, Región Metropolitana",23
0,0,0,,0,23
0,0,0,,0,23
0,0,0,,0,23
