titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 12,1000000,15-02-2023,20:35:25,"Colina, Región Metropolitana",49
Iphone 7 de 32GB,70000,15-02-2023,18:54:49,"Providencia, Región Metropolitana",49
Aiphone SE y Aiphone 6S,60000,15-02-2023,18:21:29,"Maipú, Región Metropolitana",49
Cable iphone,5000,15-02-2023,16:19:22,"Renca, Región Metropolitana",49
Iphone 7 Plus,150000,15-02-2023,16:13:12,"Las Condes, Región Metropolitana",49
IPhone 7 32gb,65000,15-02-2023,14:21:22,"Las Condes, Región Metropolitana",49
IPhone XR 64 gigas,300000,15-02-2023,08:34:42,"Ñuñoa, Región Metropolitana",49
IPhone 13 Pro Max 256GB,850000,14-02-2023,22:16:20,"La Cisterna, Región Metropolitana",49
Cargadores de iPhone 13 nuevo y otros,30000,14-02-2023,22:15:53,"La Cisterna, Región Metropolitana",49
 iPhone XR,180000,14-02-2023,21:40:03,"Santiago, Región Metropolitana",49
IPhone XR,220000,14-02-2023,20:55:21,"Buin, Región Metropolitana",49
IPhone 12 Pro Max 128gb,650000,14-02-2023,20:30:05,"Buin, Región Metropolitana",49
IPhone 13 Pro,850000,14-02-2023,19:54:04,"La Florida, Región Metropolitana",49
IPhone 13 Pro Max 256GB ,900000,14-02-2023,19:52:09,"Santiago, Región Metropolitana",49
IPhone 14 Plus 168GB ,950000,14-02-2023,19:51:29,"Santiago, Región Metropolitana",49
IPhone 7 con poco uso,90000,14-02-2023,18:40:18,"Maipú, Región Metropolitana",49
IPhone 12 64 gb,450000,14-02-2023,16:39:00,"Cerrillos, Región Metropolitana",49
Iphone xr 64gb,280000,14-02-2023,16:08:03,"Peñalolén, Región Metropolitana",49
Apple iPhone XR 64 GB- Amarillo,250000,14-02-2023,14:00:04,"Santiago, Región Metropolitana",49
Iphone 11 pro ,310000,14-02-2023,11:50:48,"Lampa, Región Metropolitana",49
Iphone 13 Pro 128 GB Como Nuevo,750000,14-02-2023,09:47:10,"Las Condes, Región Metropolitana",49
Iphone 11 ,275000,14-02-2023,09:37:06,"Providencia, Región Metropolitana",49
"IPHONE 11, 128gb menos de 1 año uso impecable",410000,13-02-2023,23:31:09,"Las Condes, Región Metropolitana",49
IPhone XR de 64GB,250000,13-02-2023,23:07:28,"Huechuraba, Región Metropolitana",49
IPhone XR,220000,13-02-2023,20:48:02,"Puente Alto, Región Metropolitana",49
IPhone 12 como nuevo,480000,13-02-2023,20:23:20,"La Granja, Región Metropolitana",49
Carcasa iphone,4990,13-02-2023,19:55:00,"La Florida, Región Metropolitana",49
Iphone 7 / 32GB,100000,13-02-2023,17:24:02,"Padre Hurtado, Región Metropolitana",49
IPhone 12 ,380000,13-02-2023,17:16:01,"Lo Espejo, Región Metropolitana",49
Iphone 6 buen estado,70000,13-02-2023,16:48:02,"San Bernardo, Región Metropolitana",49
PHONE 7 ,100000,13-02-2023,16:18:11,"La Florida, Región Metropolitana",49
IPhone 14 Plus,1059990,13-02-2023,15:31:21,"Las Condes, Región Metropolitana",49
IPhone 14,909990,13-02-2023,15:19:52,"Las Condes, Región Metropolitana",49
IPhone 7 ,80000,13-02-2023,15:14:34,"La Florida, Región Metropolitana",49
IPhone 7 32 gb usado,60000,13-02-2023,15:12:36,"Las Condes, Región Metropolitana",49
IPhone 14 Pro,1129990,13-02-2023,14:19:13,"Las Condes, Región Metropolitana",49
IPhone 14 Pro Max 128gb,1299990,13-02-2023,14:00:26,"Las Condes, Región Metropolitana",49
Iphone 11,300000,13-02-2023,13:43:12,"Renca, Región Metropolitana",49
Iphone XR en perfecto estado,250000,13-02-2023,13:39:12,"Las Condes, Región Metropolitana",49
IPhone 12,500000,13-02-2023,13:09:57,"Estación Central, Región Metropolitana",49
IPhone 11 Pro 512gb,56000,13-02-2023,13:01:34,"Ñuñoa, Región Metropolitana",49
Cargador Inalámbrico Iphone Spigen ArcHybrid,750000,13-02-2023,12:35:10,"La Florida, Región Metropolitana",49
IPHONE 13 pro max,850000,13-02-2023,12:31:53,"Vitacura, Región Metropolitana",49
Iphone 13 pro 128 gb,360000,13-02-2023,12:25:31,"Buin, Región Metropolitana",49
"IPhone 11 negro, 81% batería, pequeños detalles",800000,13-02-2023,11:25:59,"Peñalolén, Región Metropolitana",49
IPhone 13 Pro max 128gb,290000,13-02-2023,08:34:46,"Macul, Región Metropolitana",49
Iphone X 256 Gb Imperdible,0,12-02-2023,20:06:19,"Macul, Región Metropolitana",49
0,0,0,,0,49
0,0,0,,0,49
0,0,0,,0,49
