titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
carcasas iphone ,6990,03-09-2022,23:27:37,"Quinta Normal, Región Metropolitana",96
Iphone XS Max de 256 gb,110000,03-09-2022,19:53:05,"Las Condes, Región Metropolitana",96
Apple iphone 11 64GB,340000,03-09-2022,18:56:00,"La Florida, Región Metropolitana",96
IPhone 13 pro Max,50000,03-09-2022,16:20:06,"Santiago, Región Metropolitana",96
Citofono aiphone,170000,03-09-2022,16:16:22,"Puente Alto, Región Metropolitana",96
IPhone XR 64gb excelente estado,38000,03-09-2022,11:51:09,"Santiago, Región Metropolitana",96
Mi iPhone 11,980000,02-09-2022,19:32:00,"San Miguel, Región Metropolitana",96
IPhone 13 pro max,375000,02-09-2022,18:56:31,"Estación Central, Región Metropolitana",96
IPhone 11 normal,350000,02-09-2022,18:53:09,"Santiago, Región Metropolitana",96
IPhone 8 Plus,700000,02-09-2022,18:47:43,"San Bernardo, Región Metropolitana",96
IPhone 13 + AirPods Pro ,130000,02-09-2022,18:33:02,"Recoleta, Región Metropolitana",96
I phone 12,380000,02-09-2022,16:33:58,"Macul, Región Metropolitana",96
Celular iPhone 8,100000,02-09-2022,15:45:39,"Lo Barnechea, Región Metropolitana",96
IPhone 11 128 GB,75000,02-09-2022,14:56:43,"Talagante, Región Metropolitana",96
IPhone 8,320000,02-09-2022,14:48:03,"Colina, Región Metropolitana",96
Iphone 7 negro 32gb,100000,02-09-2022,13:13:01,"San Ramón, Región Metropolitana",96
IPhone 64gb,200000,02-09-2022,08:28:27,"Padre Hurtado, Región Metropolitana",96
Iphone 7 Rose/rosado 128gb,680000,02-09-2022,00:24:59,"Macul, Región Metropolitana",96
Iphone 11,220000,01-09-2022,22:36:06,"Peñalolén, Región Metropolitana",96
OPORTUNIDAD Iphone 7 - 256gb,3900,01-09-2022,17:04:11,"Macul, Región Metropolitana",96
IPhone 13 128 GB,170000,01-09-2022,15:56:01,"El Bosque, Región Metropolitana",96
Iphone X 256GB,5300,01-09-2022,15:27:04,"Ñuñoa, Región Metropolitana",96
Altavoz Iphone 4 Iphone 4s Parlante Buzzer Auricul,75000,01-09-2022,15:10:17,"Providencia, Región Metropolitana",96
IPhone 7 blanco,7000,01-09-2022,14:47:48,"Lo Barnechea, Región Metropolitana",96
IPhone 6 plateado,300000,01-09-2022,14:43:36,"Lo Barnechea, Región Metropolitana",96
IPhone 7 negro,180000,01-09-2022,14:41:58,"Lo Barnechea, Región Metropolitana",96
IPhone 8 Rose Gold 64GB,15000,01-09-2022,13:52:20,"La Granja, Región Metropolitana",96
Audífonos Compatible para iPhone,180000,01-09-2022,12:17:16,"La Florida, Región Metropolitana",96
IPhone 6s usado 128gb Blanco,520000,01-09-2022,10:11:57,"Vitacura, Región Metropolitana",96
Caja vacía de celular IPhone 7 plus 32 GB,3800,01-09-2022,02:33:30,"Macul, Región Metropolitana",96
IPhone 11 64gb,70000,31-08-2022,23:59:02,"Las Condes, Región Metropolitana",96
Iphone 8 Rose gold,200000,31-08-2022,23:27:54,"Lampa, Región Metropolitana",96
IPhone 4s con Pantalla trizada,6990,31-08-2022,22:52:12,"Talagante, Región Metropolitana",96
IPhone 7 negro,350000,31-08-2022,22:33:37,"Lo Barnechea, Región Metropolitana",96
Iphone se 2020,330000,31-08-2022,22:00:02,"Santiago, Región Metropolitana",96
IPhone 12 mini 128GB,315000,31-08-2022,21:56:00,"Macul, Región Metropolitana",96
Celular Iphone 8,450000,31-08-2022,18:40:57,"Estación Central, Región Metropolitana",96
Iphone 11 Pro Max 256 gb,0,31-08-2022,16:57:23,"Vitacura, Región Metropolitana",96
Adaptador De Audio 3.5mm Auxiliar Para iPhone iPad,0,31-08-2022,16:50:26,"La Florida, Región Metropolitana",96
Celular iPhone 7,0,31-08-2022,15:56:31,"La Florida, Región Metropolitana",96
Iphone XR de 128 gb,0,31-08-2022,15:24:17,"Maipú, Región Metropolitana",96
 carcasas para iphone ,0,31-08-2022,02:35:42,"Quinta Normal, Región Metropolitana",96
IPhone 11 black 128gb,0,31-08-2022,01:55:49,"San Miguel, Región Metropolitana",96
IPhone 11 64GB,0,30-08-2022,23:53:55,"Providencia, Región Metropolitana",96
Iphone 11 64GB,0,30-08-2022,23:29:11,"Pedro Aguirre Cerda, Región Metropolitana",96
Phone 6s y cargador de phone 12 pro max,0,30-08-2022,21:56:01,"Las Condes, Región Metropolitana",96
IPhone 12 64 gb ,0,30-08-2022,19:58:17,"Lo Barnechea, Región Metropolitana",96
0,0,0,,0,96
0,0,0,,0,96
0,0,0,,0,96
