titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 11 128 black,400000,02-08-2023,14:06:34,"Huechuraba, Región Metropolitana",9
Bateria iphone 11,36900,02-08-2023,13:31:16,"Macul, Región Metropolitana",9
Carcasa Iphone 13,7990,02-08-2023,13:04:08,"Estación Central, Región Metropolitana",9
Iphone 13 Pro Max,900000,02-08-2023,11:42:04,"Santiago, Región Metropolitana",9
Cargador Inalambrico Para iPhone Bateria Externa M,14900,02-08-2023,11:09:36,"Macul, Región Metropolitana",9
Iphone 6 S 32gb,45000,02-08-2023,09:53:22,"Puente Alto, Región Metropolitana",9
Iphone 7 128gb,95000,02-08-2023,09:47:33,"Puente Alto, Región Metropolitana",9
Adaptador Divisor 2 En 1 Para iPhone 3.5mm,4900,02-08-2023,09:28:28,"Ñuñoa, Región Metropolitana",9
Adaptador De Audio iPhone Conectores Lightning Plu,4900,02-08-2023,09:26:31,"Ñuñoa, Región Metropolitana",9
Iphone 13 128gb,600000,01-08-2023,23:05:39,"Lo Barnechea, Región Metropolitana",9
Iphone se 2020,175000,01-08-2023,22:54:20,"Santiago, Región Metropolitana",9
iPhone 12pro Max,600000,01-08-2023,21:49:06,"Conchalí, Región Metropolitana",9
IPhone 3GS 8GB,45000,01-08-2023,20:36:13,"Providencia, Región Metropolitana",9
Iphone 11 64 gb,280000,01-08-2023,20:09:26,"Maipú, Región Metropolitana",9
IPhone 7 32 Gb Negro Mate + Carcasa + Mica,95000,01-08-2023,18:34:45,"Las Condes, Región Metropolitana",9
iPhone económico ,80000,01-08-2023,17:24:01,"Recoleta, Región Metropolitana",9
IPhone 8 PLUS 256GB,160000,01-08-2023,17:11:09,"La Reina, Región Metropolitana",9
"Iphone 7 plus, 128GB, incluye mica protectora",60000,01-08-2023,17:09:17,"Lo Barnechea, Región Metropolitana",9
Carcasa iPhone 13,10000,01-08-2023,16:43:56,Todo Chile,9
Iphone 12,340000,01-08-2023,16:43:51,"La Reina, Región Metropolitana",9
Iphone 8 Plus 64 gm,180000,01-08-2023,16:43:24,"Las Condes, Región Metropolitana",9
Carcasa iPhone 11,8000,01-08-2023,16:13:16,Todo Chile,9
Iphone 11 Blanco (64Gb),300000,01-08-2023,15:41:44,"Las Condes, Región Metropolitana",9
Auricular Parlante IPhone 6s,2900,01-08-2023,11:57:30,"Macul, Región Metropolitana",9
IPhone 8 en muy buen estado,100000,01-08-2023,11:09:19,"Las Condes, Región Metropolitana",9
Iphone 7 (único dueño),80000,01-08-2023,09:30:04,"Providencia, Región Metropolitana",9
IPhone 8 64GB,90000,01-08-2023,07:38:24,"Huechuraba, Región Metropolitana",9
IPhone 8 64 GB blanco usado,115000,01-08-2023,05:20:28,"Vitacura, Región Metropolitana",9
Pantalla iPhone 12 Pro a Domicilio,6000,31-07-2023,22:48:57,"San Joaquín, Región Metropolitana",9
Carcasa nueva iPhone 11 Pro,33000,31-07-2023,22:40:04,"Las Condes, Región Metropolitana",9
Bateria iPhone 11 a Domicilio instalada,17000,31-07-2023,22:39:44,"Quinta Normal, Región Metropolitana",9
Bateria iPhone 6s Plus Nuevas a Domicilio,410000,31-07-2023,22:14:58,"Lo Barnechea, Región Metropolitana",9
Iphone 12 Pro como nuevo,650000,31-07-2023,20:36:14,"Ñuñoa, Región Metropolitana",9
Iphone 13 | 128gb | Azul Medianoche | 7 meses uso,5000,31-07-2023,19:00:59,"Lo Barnechea, Región Metropolitana",9
Audífonos para IPhone Earpods Lightning Micrófono,6900,31-07-2023,14:10:59,"San Miguel, Región Metropolitana",9
Flex De Carga iPhone 8 Jack Audio Dock Y Micrófono,460000,31-07-2023,11:28:58,"Macul, Región Metropolitana",9
IPhone 14,900000,31-07-2023,10:41:37,"Santiago, Región Metropolitana",9
Iphone 14 promax,850000,31-07-2023,08:50:41,"Renca, Región Metropolitana",9
IPhone 14 PRO MAX,60000,31-07-2023,08:33:17,"Santiago, Región Metropolitana",9
IPhone 6s,750000,31-07-2023,08:25:29,"Providencia, Región Metropolitana",9
Iphone 12 pro max 256 gb,12000,31-07-2023,08:25:11,"La Reina, Región Metropolitana",9
Caja iPhone 13 impecable,350000,30-07-2023,21:41:35,"San Miguel, Región Metropolitana",9
iPhone 12 64gb ,110000,30-07-2023,20:24:01,"Santiago, Región Metropolitana",9
"IPhone 7, usado",20000,30-07-2023,19:11:25,"La Florida, Región Metropolitana",9
3 iPhone 5,300000,30-07-2023,18:55:59,"Calera de Tango, Región Metropolitana",9
IPhone 12 Original 100% Nuevecito ios 16.5 ,0,30-07-2023,15:08:04,"Puente Alto, Región Metropolitana",9
Iphone 11,0,30-07-2023,12:46:05,"Santiago, Región Metropolitana",9
0,0,0,,0,9
0,0,0,,0,9
0,0,0,,0,9
