titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 6 color plata usado,60000,13-01-2023,11:41:17,"Providencia, Región Metropolitana",59
Iphone 12mini,380000,13-01-2023,11:39:05,"Santiago, Región Metropolitana",59
Iphone XR en perfecto estado,200000,13-01-2023,01:06:38,"Huechuraba, Región Metropolitana",59
lef/5 marca aiphone,140000,12-01-2023,23:24:33,"Puente Alto, Región Metropolitana",59
Iphone 12 64GB,400000,12-01-2023,23:11:39,"Maipú, Región Metropolitana",59
Iphone 11,320000,12-01-2023,19:19:18,"El Bosque, Región Metropolitana",59
IPhone 5C (repuesto),20000,12-01-2023,19:18:40,"La Cisterna, Región Metropolitana",59
IPhone SE primera generación ,50000,12-01-2023,19:00:34,"Maipú, Región Metropolitana",59
Iphone XS,300000,12-01-2023,18:10:43,"Santiago, Región Metropolitana",59
IPhone 11,380000,12-01-2023,17:54:03,"Maipú, Región Metropolitana",59
Iphone X 64 GB,270000,12-01-2023,16:15:34,"Las Condes, Región Metropolitana",59
IPhone 14,850000,12-01-2023,14:50:29,"Puente Alto, Región Metropolitana",59
IPhone SE pantalla trizada,28000,12-01-2023,14:20:15,"Las Condes, Región Metropolitana",59
IPhone 11 ,370000,12-01-2023,14:18:55,"Maipú, Región Metropolitana",59
IPhone 5s,35000,12-01-2023,13:57:10,"Pedro Aguirre Cerda, Región Metropolitana",59
Iphone 8 64GB,130000,12-01-2023,01:48:55,"Santiago, Región Metropolitana",59
IPhone XR 64 GB impecable,300000,11-01-2023,21:50:43,"Providencia, Región Metropolitana",59
IPhone 6S 64GB,45000,11-01-2023,21:28:56,"Providencia, Región Metropolitana",59
 celular iphone 8,180000,11-01-2023,20:22:08,"Ñuñoa, Región Metropolitana",59
IPhone 12 Pro Max,650000,11-01-2023,20:14:28,"Santiago, Región Metropolitana",59
  iphone 6s,75000,11-01-2023,19:33:15,"Quinta Normal, Región Metropolitana",59
IPhone XR ,200000,11-01-2023,19:07:47,"La Pintana, Región Metropolitana",59
Iphone X 256GB,200000,11-01-2023,18:00:01,"Santiago, Región Metropolitana",59
Cables usb (iphone),10000,11-01-2023,17:08:00,"Cerro Navia, Región Metropolitana",59
Cargador de iPhone 12,25000,11-01-2023,16:34:21,"Renca, Región Metropolitana",59
IPhone 6s 32 GB,40000,11-01-2023,15:32:18,"Vitacura, Región Metropolitana",59
IPhone 12 Pro 128 gb,600000,11-01-2023,15:26:54,"La Florida, Región Metropolitana",59
Iphone xr 64gb,175000,11-01-2023,15:12:36,"Pedro Aguirre Cerda, Región Metropolitana",59
Iphone 13 rojo 128 GB prepago,490000,11-01-2023,14:00:30,"Las Condes, Región Metropolitana",59
IPhone 12 mini 256 GB,599000,11-01-2023,13:40:00,"Lo Barnechea, Región Metropolitana",59
Carcasas de Iphone,4000,11-01-2023,12:49:47,"San Miguel, Región Metropolitana",59
Bandeja Compatible Con iPhone 6s Porta Nano Sim,3900,11-01-2023,12:29:05,"Providencia, Región Metropolitana",59
Carcasa Forro Razer Phone 2 Liquid Air Spigen,10000,11-01-2023,12:27:06,"Santiago, Región Metropolitana",59
"Botón Home Iphone Se, Flex Completo Sensor Touch I",7500,11-01-2023,11:53:15,"Providencia, Región Metropolitana",59
Carcasa para IPhone (Varios Modelos),9990,11-01-2023,00:39:41,"Santiago, Región Metropolitana",59
IPhone SE 3 th generación ,300000,10-01-2023,23:32:01,"Quinta Normal, Región Metropolitana",59
IPhone 7 ,35000,10-01-2023,19:12:37,"Huechuraba, Región Metropolitana",59
IPhone 11 en excelente estado,350000,10-01-2023,17:22:06,"Maipú, Región Metropolitana",59
Iphone 6s rosado,60000,10-01-2023,15:24:00,"El Bosque, Región Metropolitana",59
IPhone 8 red,100000,10-01-2023,15:07:22,"San Joaquín, Región Metropolitana",59
Iphone 6s,30000,10-01-2023,13:22:29,"Lo Barnechea, Región Metropolitana",59
Iphone 13,630000,10-01-2023,12:38:33,"Santiago, Región Metropolitana",59
IPhone 13 Pro Max 256 HB,950000,09-01-2023,22:57:03,"Providencia, Región Metropolitana",59
Iphone SE usado con detalles,50000,09-01-2023,21:30:21,"San Bernardo, Región Metropolitana",59
Iphone 6,71000,09-01-2023,21:00:02,"Providencia, Región Metropolitana",59
"IPhone 13, 256gb",600000,09-01-2023,20:53:01,"Santiago, Región Metropolitana",59
IPhone SE 2a generación (PRODUCT RED) color rojo,119990,09-01-2023,18:00:00,"San Miguel, Región Metropolitana",59
0,0,0,,0,59
0,0,0,,0,59
0,0,0,,0,59
