titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Iphone 14 Pro Max sellado,999900,13-04-2023,21:57:16,"Las Condes, Región Metropolitana",35
Iphone 11 64Gb Product Red,280000,13-04-2023,19:31:16,"Ñuñoa, Región Metropolitana",35
Iphone XR blanco,300000,13-04-2023,18:57:21,"Las Condes, Región Metropolitana",35
IPhone 7 Plus,130000,13-04-2023,17:30:30,"Lampa, Región Metropolitana",35
Iphone 8 en perfecto estado,200000,13-04-2023,16:53:55,"Las Condes, Región Metropolitana",35
IPhone 7 128 g,60000,13-04-2023,15:45:30,"Santiago, Región Metropolitana",35
IPhone 7 pantalla trizada funcionando,25000,13-04-2023,15:07:31,"La Reina, Región Metropolitana",35
IPhone SE rosa,60000,13-04-2023,12:34:08,"Maipú, Región Metropolitana",35
Iphone 6s Rose 64 GB IMPECABLE,100000,13-04-2023,11:57:08,"Santiago, Región Metropolitana",35
Iphone 12 Pro Max 128gb,600000,13-04-2023,10:53:25,"Padre Hurtado, Región Metropolitana",35
Cargador Carga Rápida 14 Pro Max Iphone Cable y Ad,15000,13-04-2023,09:52:57,"Buin, Región Metropolitana",35
Iphone 6s,60000,12-04-2023,16:16:01,"Lo Espejo, Región Metropolitana",35
IPhone XR 64 GB,180000,12-04-2023,16:15:22,"La Florida, Región Metropolitana",35
Iphone 13 128gb conversable,545000,12-04-2023,15:38:50,"Independencia, Región Metropolitana",35
IPhone 7,500000,12-04-2023,15:20:01,"Santiago, Región Metropolitana",35
IPhone 12 Pro USADO como nuevo,40000,12-04-2023,15:07:26,"Colina, Región Metropolitana",35
"Cable para iPhone 4/4S/3G/3GS, iPad 1/2/3 y iPod N",100000,12-04-2023,13:00:11,"Maipú, Región Metropolitana",35
IPhone 6 de 16 GB funcionando,15000,12-04-2023,07:28:48,"Santiago, Región Metropolitana",35
IPhone 6 precio conversable,10000,11-04-2023,20:29:42,"Las Condes, Región Metropolitana",35
Cajas iPhone,90000,11-04-2023,20:21:58,"San Miguel, Región Metropolitana",35
"Carcasas iphone 7 8 x 11 12 13, pro, pro max xr xs",50000,11-04-2023,15:16:02,"Cerro Navia, Región Metropolitana",35
Iphone 7 black,200000,11-04-2023,10:40:32,"Macul, Región Metropolitana",35
Celular Iphone 7,10000,11-04-2023,06:09:10,"Pudahuel, Región Metropolitana",35
IPhone 8 Plus,500000,10-04-2023,22:46:55,"Puente Alto, Región Metropolitana",35
Carcasa Ariana Grande iphone X,600000,10-04-2023,22:07:00,"San Bernardo, Región Metropolitana",35
IPhone 11 128g,700000,10-04-2023,20:40:03,"La Florida, Región Metropolitana",35
IPhone 13 con 98% de batería,250000,10-04-2023,20:21:55,"Peñalolén, Región Metropolitana",35
IPhone 12 pro Max,50000,10-04-2023,20:12:33,"Las Condes, Región Metropolitana",35
IPhone XR ,130000,10-04-2023,18:21:42,"San Bernardo, Región Metropolitana",35
IPhone 6gold,7000,10-04-2023,16:46:04,"Santiago, Región Metropolitana",35
IPhone SE 64gb,510000,10-04-2023,16:33:56,"Lo Barnechea, Región Metropolitana",35
Carcasa iphone 11,650000,10-04-2023,16:06:11,"Santiago, Región Metropolitana",35
Iphone 12pro 128GB,370000,10-04-2023,15:37:51,"Las Condes, Región Metropolitana",35
"IPhone 12, black, 128gb - NUEVO",350000,10-04-2023,15:24:25,"Maipú, Región Metropolitana",35
IPhone 11 RED 64 GB,750000,10-04-2023,13:57:13,"Peñalolén, Región Metropolitana",35
Iphone 12,300000,10-04-2023,10:16:23,"Huechuraba, Región Metropolitana",35
Como nuevo iPhone 13 Pro Max 128 gb,80000,10-04-2023,10:13:45,"Cerro Navia, Región Metropolitana",35
IPhone 11,2000,09-04-2023,21:56:17,"Puente Alto, Región Metropolitana",35
IPhone 7 excelente condición,4000,09-04-2023,18:26:00,"La Pintana, Región Metropolitana",35
Cajas de iphone,600000,09-04-2023,16:32:22,"San Bernardo, Región Metropolitana",35
Carcasa Quad Lock para iPhone 7,700000,09-04-2023,14:43:41,"Santiago, Región Metropolitana",35
Apple iPhone 12 Pro (128 GB) - Grafito semi nuevo,330000,09-04-2023,14:12:41,"Las Condes, Región Metropolitana",35
IPhone 13pro Max,300000,09-04-2023,13:59:40,"Pedro Aguirre Cerda, Región Metropolitana",35
IPhone 11,200000,09-04-2023,13:33:30,"Providencia, Región Metropolitana",35
IPhone 11 64 GB en EXCELENTE ESTADO,250000,09-04-2023,12:37:10,"Independencia, Región Metropolitana",35
IPhone 8 Plus 64 Gb,0,09-04-2023,07:56:59,"Las Condes, Región Metropolitana",35
IPhone XR 64 GB negro (casi nuevo),0,08-04-2023,21:54:17,"Quinta Normal, Región Metropolitana",35
0,0,0,,0,35
0,0,0,,0,35
0,0,0,,0,35
