titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
Carcasa iphone 13 pro anime hanako kun nueva,3000,19-06-2023,19:31:42,"La Reina, Región Metropolitana",20
Carcasa iphone 13 pro brillos móviles,10000,19-06-2023,19:29:53,"La Reina, Región Metropolitana",20
Iphone xr,195000,19-06-2023,19:14:17,"Colina, Región Metropolitana",20
IPhone 12 black,550000,19-06-2023,17:03:27,"Conchalí, Región Metropolitana",20
Iphone 14 pro max morado nuevo,1000000,19-06-2023,15:34:30,"Lampa, Región Metropolitana",20
Iphone 14 128 Gb,580000,19-06-2023,15:28:31,"Lampa, Región Metropolitana",20
IPhone SE 64GB ( Rojo ) En excelente estado ,190000,19-06-2023,13:18:04,"Maipú, Región Metropolitana",20
Iphone 7,145000,19-06-2023,13:09:16,"Las Condes, Región Metropolitana",20
Joystick Smartphone Android iPhone iPad 3.0 Gen Ga,14990,19-06-2023,12:54:10,"Providencia, Región Metropolitana",20
Soporte Celular De Auto Base Imán Samsung iPhone N,7500,19-06-2023,12:22:50,"Providencia, Región Metropolitana",20
IPhone SE 2020 64GB - Excelente estado,160000,19-06-2023,11:46:36,"Maipú, Región Metropolitana",20
Iphone 12 black,550000,19-06-2023,11:05:30,"Conchalí, Región Metropolitana",20
Pack 5 Cables para iPhone (2 Metros) (Mayorista),7500,19-06-2023,00:47:30,"Santiago, Región Metropolitana",20
Pack 5 Cables de iPhone Certificados (Mayorista),15000,19-06-2023,00:05:01,"Santiago, Región Metropolitana",20
Iphone 11 excelente,230000,18-06-2023,22:58:43,"San Joaquín, Región Metropolitana",20
IPhone X en excelente estado  Por renovación,220000,18-06-2023,18:49:43,"Pudahuel, Región Metropolitana",20
Adaptador Lightning iPhone A Jack 3.5mm Para Audíf,4500,18-06-2023,17:19:13,"San Miguel, Región Metropolitana",20
Pantallas Iphone nevas ( 7 Plus - 6Plus - 7 - 5S),10000,18-06-2023,14:34:26,"Estación Central, Región Metropolitana",20
IPhone 11 64GB,250000,18-06-2023,12:20:18,"Huechuraba, Región Metropolitana",20
"IPhone 12, 128 Gb, impecable.",550000,18-06-2023,12:14:22,"Santiago, Región Metropolitana",20
Permuto por un iphone las 2 cosas,159000,17-06-2023,22:46:11,"Santiago, Región Metropolitana",20
Iphone 7,200000,17-06-2023,21:00:01,"Santiago, Región Metropolitana",20
IPhone X 256gb,229000,17-06-2023,15:24:22,"Maipú, Región Metropolitana",20
IPhone 11 Negro 64 GB - Oportunidad ,320000,17-06-2023,14:38:45,"Ñuñoa, Región Metropolitana",20
Iphone 11 de 128 GB,629990,17-06-2023,14:16:04,"Lampa, Región Metropolitana",20
IPhone 13 128gb,499999,17-06-2023,12:14:04,"Ñuñoa, Región Metropolitana",20
IPhone 11 Pro Max 256 Gb Negro Usado Excelente Est,8000,17-06-2023,11:47:13,"Ñuñoa, Región Metropolitana",20
Carcasa Nueva iPhone 11 de buena calidad ,10000,16-06-2023,21:44:18,"Santiago, Región Metropolitana",20
Montón de carcasas iPhone 13 Nuevas ,240000,16-06-2023,21:42:38,"Santiago, Región Metropolitana",20
IPhone 11 64gb,300000,16-06-2023,19:40:07,"La Granja, Región Metropolitana",20
IPhone 11 128GB,410000,16-06-2023,18:56:01,"Santiago, Región Metropolitana",20
IPhone 12 mini 64gb ,3000,16-06-2023,14:23:06,"Maipú, Región Metropolitana",20
Carcasas iphone 13,10000,16-06-2023,11:59:06,"Maipú, Región Metropolitana",20
Iphone 5S para reparar o repuesto,290000,16-06-2023,11:50:30,"Peñalolén, Región Metropolitana",20
Iphone 11 64gb,80000,16-06-2023,11:25:18,"Puente Alto, Región Metropolitana",20
Celular Iphonne 7 128G metalico rosa,250000,15-06-2023,23:26:40,"Maipú, Región Metropolitana",20
IPhone 11 rojo,299900,15-06-2023,22:57:24,"Macul, Región Metropolitana",20
Iphone 14 pro,15000,15-06-2023,22:29:34,"Macul, Región Metropolitana",20
Iphone XR 64gb,460000,15-06-2023,21:38:30,"Ñuñoa, Región Metropolitana",20
Cargador 20w Para iPhone Carga Rápida + Usb-c A L,150000,15-06-2023,21:30:42,"Las Condes, Región Metropolitana",20
Permuto Galaxy s21 FE x Iphone 11,939990,15-06-2023,20:38:11,"Providencia, Región Metropolitana",20
Iphone XR 64gb. Usado. En buenas condiciones,350000,15-06-2023,20:09:04,"Santiago, Región Metropolitana",20
IPhone 14 Pro (128 Gb) - Negro Espacial (nuevo),2000,15-06-2023,20:00:28,"Vitacura, Región Metropolitana",20
Iphone 11 nuevo,3500,15-06-2023,18:08:02,"La Florida, Región Metropolitana",20
8 carcasas IPhone 13 Pro Max,250000,15-06-2023,14:42:22,"Santiago, Región Metropolitana",20
3 carcasas silicona IPhone 13,0,15-06-2023,14:34:49,"Santiago, Región Metropolitana",20
IPhone 11,0,15-06-2023,10:42:19,"La Florida, Región Metropolitana",20
0,0,0,,0,20
0,0,0,,0,20
0,0,0,,0,20
