titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 14,750000,19-12-2022,09:58:44,"Las Condes, Región Metropolitana",65
IPhone 13 Pro,700000,19-12-2022,02:52:44,"Las Condes, Región Metropolitana",65
IPhone 8 Plus rose,150000,18-12-2022,23:38:46,"Calera de Tango, Región Metropolitana",65
Iphone 11 64gb,260000,18-12-2022,21:20:17,"Vitacura, Región Metropolitana",65
Iphone 5,50000,18-12-2022,20:57:02,"Santiago, Región Metropolitana",65
Cargador portátil para iPhone ,25000,18-12-2022,20:09:07,"Recoleta, Región Metropolitana",65
IPhone se2021,250000,18-12-2022,20:06:13,"La Pintana, Región Metropolitana",65
IPhone 12 pro max 128 GB 90% bateria negro,650000,18-12-2022,19:06:10,"La Florida, Región Metropolitana",65
Cargador iPhone 12 pro max,13000,18-12-2022,18:15:22,"La Florida, Región Metropolitana",65
IPhone 8 64gb,260000,18-12-2022,18:00:00,"La Granja, Región Metropolitana",65
Iphone 12 128GB,100000,18-12-2022,16:45:22,"Santiago, Región Metropolitana",65
Iphone X 256 gb como nuevo,80000,18-12-2022,16:20:04,"Maipú, Región Metropolitana",65
IPhone 11 128 gb,150000,18-12-2022,16:08:00,"Vitacura, Región Metropolitana",65
IPhone 7 64G,65000,18-12-2022,14:24:00,"Ñuñoa, Región Metropolitana",65
Iphone 7 impecable permuto por reloj Samsung,850000,18-12-2022,12:12:28,"La Florida, Región Metropolitana",65
"IPhone 7 32gb Usado, En Perfecto Estado",530000,18-12-2022,11:24:23,"Las Condes, Región Metropolitana",65
Iphone 7 128gb,200000,18-12-2022,11:04:46,"La Florida, Región Metropolitana",65
"IPhone 13 Pro Max, 128 gb blanco",320000,18-12-2022,09:59:07,"Santiago, Región Metropolitana",65
IPhone 11 Pro Max Gold 64GB,670000,17-12-2022,21:56:01,"Lo Barnechea, Región Metropolitana",65
Iphone x,80000,17-12-2022,21:40:02,"Colina, Región Metropolitana",65
IPhone 11 de 64 GB poco uso,140000,17-12-2022,19:58:04,"Huechuraba, Región Metropolitana",65
IPhone 12 Pro Max 128 GB,250000,17-12-2022,19:47:37,"Providencia, Región Metropolitana",65
Iphone XS Black,7900,17-12-2022,17:55:27,"Santiago, Región Metropolitana",65
IPhone xr 128gb,12900,17-12-2022,17:09:44,"Maipú, Región Metropolitana",65
 iPhone 7 128 GB,23900,17-12-2022,17:04:45,"San Bernardo, Región Metropolitana",65
IPhone SE 64GB (2020),9900,17-12-2022,16:26:42,"Ñuñoa, Región Metropolitana",65
 phone 7 plus ,460000,17-12-2022,13:54:57,"Puente Alto, Región Metropolitana",65
Iphone Xr 64gb,10000,17-12-2022,13:31:55,"Providencia, Región Metropolitana",65
Flex De Carga Iphone 7 Plus Jack Audio Y Microfono,6000,17-12-2022,12:32:47,"Providencia, Región Metropolitana",65
Cristal Glass Iphone 7 Plus Original Nuevo Sellado,450000,17-12-2022,12:28:56,"Providencia, Región Metropolitana",65
Pantalla iPhone 7 Plus Calidad Original Garantizad,110000,17-12-2022,12:28:18,"Providencia, Región Metropolitana",65
Boton De Encendido Apagado Flash Volumen Iphone 7,450000,17-12-2022,12:26:07,"Providencia, Región Metropolitana",65
IPhone 12 impecable 256gb,160000,16-12-2022,22:15:52,"Puente Alto, Región Metropolitana",65
Cargador para iphone,160000,16-12-2022,21:58:12,"Estación Central, Región Metropolitana",65
Carcasas iPhone 13,380000,16-12-2022,18:04:49,"Quilicura, Región Metropolitana",65
Rog phone 5s 12/128,15900,16-12-2022,17:26:38,"Puente Alto, Región Metropolitana",65
IPhone 8 64GB - Negro,3900,16-12-2022,16:24:03,"Ñuñoa, Región Metropolitana",65
IPhone 12 64G,250000,16-12-2022,15:32:14,"Lo Espejo, Región Metropolitana",65
IPhone 8 muy poco uso,700000,16-12-2022,14:32:22,"Maipú, Región Metropolitana",65
IPhone 8 en buen estado,420000,16-12-2022,14:13:12,"Maipú, Región Metropolitana",65
IPhone 11 128 gb blanco,0,16-12-2022,13:42:23,"Ñuñoa, Región Metropolitana",65
Altavoz Iphone 7 Plus Parlante Speaker + Kit De De,0,16-12-2022,11:55:07,"Macul, Región Metropolitana",65
Altavoz Iphone 4 Iphone 4s Parlante Buzzer Auricul,0,16-12-2022,11:52:35,"Macul, Región Metropolitana",65
Iphone 12 mini,0,16-12-2022,09:18:14,"La Florida, Región Metropolitana",65
IPhone 13 256 gb,0,16-12-2022,00:46:45,"San Miguel, Región Metropolitana",65
" Iphone 13 128 gb nuevo, sin sacar a",0,15-12-2022,23:55:59,"Talagante, Región Metropolitana",65
IPhone 11 128gb,0,15-12-2022,23:25:39,"Santiago, Región Metropolitana",65
0,0,0,,0,65
0,0,0,,0,65
0,0,0,,0,65
