titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Celular Motorola ONE ACTION + cargador HUAWEI,75000,15-05-2023,14:42:53,"Pedro Aguirre Cerda, Región Metropolitana"
Huawei mate 10 rne-l03,45000,14-05-2023,21:39:16,"Quilicura, Región Metropolitana"
Huawei P20 lite,50000,13-05-2023,23:29:05,"San Bernardo, Región Metropolitana"
Teléfono huawei y xiaomi,140000,12-05-2023,22:58:33,"Santiago, Región Metropolitana"
Tablet huawei mate pad,150000,12-05-2023,21:02:56,"San Miguel, Región Metropolitana"
Huawei nova 8i,20000,12-05-2023,12:04:34,"La Florida, Región Metropolitana"
Huawei Band 4 NUEVO,80000,11-05-2023,23:08:41,"La Florida, Región Metropolitana"
Huawei watch GT2 46mm,85000,11-05-2023,22:20:10,"Lo Barnechea, Región Metropolitana"
Huawei y9s,130000,11-05-2023,20:50:19,"Estación Central, Región Metropolitana"
Celular Huawei,110000,10-05-2023,00:10:03,"Pudahuel, Región Metropolitana"
Huawei gt 3,6900,09-05-2023,15:25:27,"Quilicura, Región Metropolitana"
Base Dock Cargador V8 Huawei Sony Motorola S7 S8 M,25000,09-05-2023,11:40:00,"Providencia, Región Metropolitana"
Pencil Huawei,70000,09-05-2023,05:42:29,"Colina, Región Metropolitana"
Audífonos HUAWEI freebuds,10900,08-05-2023,22:27:41,"Puente Alto, Región Metropolitana"
Bateria Huawei P30 Lite,55000,08-05-2023,11:53:15,"Providencia, Región Metropolitana"
Huawei gt2 Smartwatch o permuta,100000,08-05-2023,00:34:42,"Providencia, Región Metropolitana"
Reloj Huawei,60000,06-05-2023,21:04:50,"Pirque, Región Metropolitana"
Huawei p30 lite,70000,06-05-2023,13:56:18,"Pedro Aguirre Cerda, Región Metropolitana"
Celular huawei p40lite,200000,05-05-2023,16:39:09,"Macul, Región Metropolitana"
Huawei P30 Pro 8GB/256GB VOG-L04 Impecable ,75000,05-05-2023,05:45:25,"Providencia, Región Metropolitana"
Huawei i9 prime,100000,04-05-2023,15:06:08,"Puente Alto, Región Metropolitana"
Huawei Nova Y70,70000,04-05-2023,07:06:06,"Paine, Región Metropolitana"
Reloj Huawei,320000,03-05-2023,19:00:40,"Providencia, Región Metropolitana"
Huawei Mate 30 pro ,20800,03-05-2023,17:46:35,"San Ramón, Región Metropolitana"
Lápiz Táctil Universal Para iPhone Samsung Huawei,55000,03-05-2023,12:13:48,"Providencia, Región Metropolitana"
Huawei watch gt 2 pro,130000,02-05-2023,14:19:29,"Pudahuel, Región Metropolitana"
Huawei p40 lite impecable 2 meses de uso,130000,02-05-2023,00:45:51,"Santiago, Región Metropolitana"
Huawei p40 lite impecable ,5000,02-05-2023,00:27:24,"Santiago, Región Metropolitana"
CARCASA Para Huawei y9s,5990,01-05-2023,23:26:00,"Santiago, Región Metropolitana"
CARCASA Para Huawei p40 Lite ,60000,01-05-2023,22:39:07,"Santiago, Región Metropolitana"
Celular HUAWEY Y9 PRIME,230000,01-05-2023,18:02:26,"La Florida, Región Metropolitana"
Celular Huawei P40 128 gb - 8 gb Ram Dual Sim,55000,01-05-2023,18:01:22,"San Miguel, Región Metropolitana"
Huawei P Smart 2019,60000,01-05-2023,16:11:21,"Las Condes, Región Metropolitana"
Huawei Nova Y60 impecable ,150000,01-05-2023,11:31:22,"Recoleta, Región Metropolitana"
Huawei P20 Lite (LX3),75000,30-04-2023,14:40:24,"Providencia, Región Metropolitana"
Huawei P20 Lite,70000,30-04-2023,08:46:51,"Estación Central, Región Metropolitana"
Huawei Y9 dual SIM. Sin uso,380000,29-04-2023,22:58:00,"Santiago, Región Metropolitana"
Huawei mate 40 pro,70000,29-04-2023,20:33:18,"Providencia, Región Metropolitana"
Huawei P40 Lite,70000,29-04-2023,14:58:04,"Puente Alto, Región Metropolitana"
Huawei GT2,90000,27-04-2023,10:02:13,"Conchalí, Región Metropolitana"
Huawei Mate 9 Lite,50000,26-04-2023,14:40:19,"La Pintana, Región Metropolitana"
Celular Huawei y9s,130000,26-04-2023,09:58:41,"Maipú, Región Metropolitana"
Celular Huawei P30 Lite,100000,25-04-2023,21:29:45,"Peñalolén, Región Metropolitana"
Huawei Y9S,70000,25-04-2023,15:16:05,"San Miguel, Región Metropolitana"
Huawei y9s precio conversable,110000,24-04-2023,19:34:47,"Independencia, Región Metropolitana"
Huawei Watch gt2,80000,24-04-2023,15:40:41,"La Florida, Región Metropolitana"
Huawei Mate40 Pro,420000,23-04-2023,19:24:22,"Peñalolén, Región Metropolitana"
HUAWEI WATCH GT 2 Pro,140000,23-04-2023,19:12:29,"Peñalolén, Región Metropolitana"
Huawei repuesto,35000,23-04-2023,16:20:17,"La Florida, Región Metropolitana"
Carcasa Huawei nova 9,10000,23-04-2023,11:17:13,"Santiago, Región Metropolitana"
Celular Huawei Nova 9,180000,23-04-2023,11:15:38,"Peñalolén, Región Metropolitana"
Reloj Huawei hombre gt 2 e,50000,22-04-2023,13:30:45,"San Ramón, Región Metropolitana"
Huawei nova 8i,120000,21-04-2023,11:01:46,"Estación Central, Región Metropolitana"
Huawei Y6 2019,45000,20-04-2023,15:04:10,"San Bernardo, Región Metropolitana"
Permuto huawei p50 pro,490,20-04-2023,14:08:11,"La Florida, Región Metropolitana"
Reloj huawei watch GT 2,150000,19-04-2023,16:23:08,"Cerrillos, Región Metropolitana"
Pantalla Generica P40 Lite Compatible Huawei P40 L,41000,19-04-2023,13:10:05,"Macul, Región Metropolitana"
Lente Camara Trasera Huawei P40 Lite,8900,19-04-2023,12:28:45,"Macul, Región Metropolitana"
Lamina Mica Glass 9d Full Para Huawei P40 Lite,3790,19-04-2023,12:28:31,"Macul, Región Metropolitana"
Boton Encendido Y Volumen Compatible Huawei P40 Li,13000,19-04-2023,12:28:20,"Macul, Región Metropolitana"
Flex de Carga Huawei P40 Lite,7900,19-04-2023,12:24:52,"Macul, Región Metropolitana"
Huawei MatePad 104,150000,19-04-2023,08:45:30,"San Bernardo, Región Metropolitana"
Huawei P20 pro,130000,18-04-2023,22:39:05,"Puente Alto, Región Metropolitana"
Celular  Huawei Y9s Lx3,100000,18-04-2023,21:31:55,"San Bernardo, Región Metropolitana"
Celular  Huawei Y9s Lx3,100000,18-04-2023,18:25:33,"San Bernardo, Región Metropolitana"
Celular Huawei Y7 en buen estado,50000,17-04-2023,21:16:15,"Quinta Normal, Región Metropolitana"
Huawei Y9A Nuevo,120000,17-04-2023,19:56:03,"San Bernardo, Región Metropolitana"
Huawei P40 Lite Dual Sim 128 Gb Midnight Black,120000,17-04-2023,15:52:43,"Las Condes, Región Metropolitana"
Huawei y 7,30000,17-04-2023,14:14:24,"Santiago, Región Metropolitana"
Huawei Mate 20 Pro,150000,15-04-2023,23:29:52,"Pudahuel, Región Metropolitana"
Smartwatch Huawei Fit,50000,14-04-2023,20:28:54,"Maipú, Región Metropolitana"
Huawei p20 lite,100000,14-04-2023,18:30:18,"Peñaflor, Región Metropolitana"
Reloj band huawei ,30000,14-04-2023,16:59:10,"La Florida, Región Metropolitana"
Celular huawei y9 prime ,70000,14-04-2023,16:04:34,"Santiago, Región Metropolitana"
Huawei WATCH FIT ,100000,14-04-2023,15:51:47,"Quinta Normal, Región Metropolitana"
Huaweii,150000,14-04-2023,10:47:46,"Maipú, Región Metropolitana"
Huawei p40 lite,60000,13-04-2023,23:06:05,"Puente Alto, Región Metropolitana"
Huawei y9 prime 2019,80000,13-04-2023,21:34:07,"Renca, Región Metropolitana"
Huawei mate pad 10.4,220000,12-04-2023,11:56:57,"Renca, Región Metropolitana"
Celular Huawei Mate10 Pro 6 gb ram 128 gb,80000,11-04-2023,22:30:11,"Providencia, Región Metropolitana"
Celular Huawei P10 4gb ram 32gb. Grafito,40000,11-04-2023,22:00:07,"Providencia, Región Metropolitana"
Huswei 150000 in peque ,150000,11-04-2023,21:08:02,"Maipú, Región Metropolitana"
HUAWEI WATCH GT 2 - Night Black,100000,10-04-2023,14:41:26,"Conchalí, Región Metropolitana"
Huawei p30 lite,100000,10-04-2023,14:27:17,"Estación Central, Región Metropolitana"
Huawei p40 pro 256gb 8gb ram,400000,10-04-2023,09:17:38,"Las Condes, Región Metropolitana"
Huawei Watch Gt 2 Pro ,50000,09-04-2023,10:16:09,"La Florida, Región Metropolitana"
Tableta huawei con servicios de google,170000,09-04-2023,08:41:12,"Maipú, Región Metropolitana"
"Huawei Selfie Stick CF15 Pro, Sellado",19990,08-04-2023,11:38:52,"Las Condes, Región Metropolitana"
Reloj Huawei Watch GT,90000,07-04-2023,15:34:09,"Providencia, Región Metropolitana"
Huawei Mate 10 Pro,160000,05-04-2023,14:56:02,"Las Condes, Región Metropolitana"
Huawei Y8s 64 Gb Negro 4 Gb Ram Con Cargador Y Mic,60000,03-04-2023,15:40:04,"Puente Alto, Región Metropolitana"
Parlante Altavoz Huawei Mate 9 Pro Sonido + Kit De,16900,03-04-2023,13:51:13,"Macul, Región Metropolitana"
Camara Trasera Huawei Mate 9 + Kit De Desarme Mt9,22500,03-04-2023,13:44:34,"Macul, Región Metropolitana"
Flex De Carga Huawei Mate 9 Lite Bii L23 + Microfo,11900,03-04-2023,13:01:33,"Macul, Región Metropolitana"
Huawei P30 Lite (como nuevo),100000,03-04-2023,09:17:44,"Las Condes, Región Metropolitana"
Smartwatch fit 2 Huawei,75000,03-04-2023,07:31:46,"Estación Central, Región Metropolitana"
Huawei nova 9 128gb,200000,02-04-2023,14:44:13,"La Granja, Región Metropolitana"
Huawei p9,40000,02-04-2023,13:47:28,"Pudahuel, Región Metropolitana"
Huawei band 7 pro,75000,01-04-2023,20:16:01,"La Florida, Región Metropolitana"
Celular huawei del recuerdo,10000,01-04-2023,18:46:24,"La Granja, Región Metropolitana"
Huawei Mate20lite con playstore,70000,01-04-2023,18:35:10,"Santiago, Región Metropolitana"
Huawei Y7P 2023,65000,01-04-2023,12:04:34,"Maipú, Región Metropolitana"
Tablet MatePad Huawei,70000,01-04-2023,10:26:32,"Santiago, Región Metropolitana"
Celular huawei p30 lite,130000,31-03-2023,19:40:03,"Quinta Normal, Región Metropolitana"
Huawei P40Lite funcionando al 100%,70000,31-03-2023,19:24:34,"Lo Espejo, Región Metropolitana"
Flex De Carga Huawei Mate 10 Lite,6900,31-03-2023,11:33:22,"Macul, Región Metropolitana"
Huawei Y9S 128 GB,80000,31-03-2023,07:52:19,"Santiago, Región Metropolitana"
HUAWEI nova 8i,50000,30-03-2023,08:46:47,"Quilicura, Región Metropolitana"
Celular Huawei Y9,55000,29-03-2023,23:18:12,"Pudahuel, Región Metropolitana"
Hawei y9 2019,95000,29-03-2023,18:32:01,"Estación Central, Región Metropolitana"
Huawei p30 pro,210000,29-03-2023,13:40:01,"Buin, Región Metropolitana"
Lamina Mica Glass 9d Full Para Huawei Y6 2018,4990,29-03-2023,12:37:10,"Macul, Región Metropolitana"
Pantalla Huawei Y6 II / Y6 2,25900,29-03-2023,12:36:46,"Macul, Región Metropolitana"
Bandeja Huawei Y6 2018 / Enjoy 8e Dual Sim Micro S,4800,29-03-2023,12:36:42,"Macul, Región Metropolitana"
Bateria Huawei Y6 Ii Dos Adcend G7+ Honor 5x G8x,9900,29-03-2023,12:31:25,"Macul, Región Metropolitana"
Flex De Carga Huawei Y6 Ll Cam L23 + Kit De Desarm,7800,29-03-2023,12:30:59,"Macul, Región Metropolitana"
Carcasa huawei p40 nueva,8000,28-03-2023,18:42:23,"Puente Alto, Región Metropolitana"
"Huawei P Smart en buen estado, llegar y usar",50000,28-03-2023,13:56:29,"Lo Prado, Región Metropolitana"
Huawei Mediapad T3 7'',50000,28-03-2023,11:57:41,"Santiago, Región Metropolitana"
Huawei Watch Fit New,40000,28-03-2023,00:55:47,"Puente Alto, Región Metropolitana"
Huawei Band 6,20000,28-03-2023,00:51:01,"Puente Alto, Región Metropolitana"
Huawei p smart ,150000,27-03-2023,23:20:51,"San Miguel, Región Metropolitana"
Huawei Mate 10 lite gold 64,55000,27-03-2023,19:21:58,"Ñuñoa, Región Metropolitana"
Huawei Band 4e Modelo AW70,15000,26-03-2023,17:51:35,"La Florida, Región Metropolitana"
Audífonos In-Ear Inalámbricos Huawei Freebuds 3i B,71900,26-03-2023,12:32:01,"Maipú, Región Metropolitana"
Huawei Nova 8i - SELLADO,170000,25-03-2023,19:40:02,"La Reina, Región Metropolitana"
Huawei Y7 2019,60000,25-03-2023,15:09:57,"Las Condes, Región Metropolitana"
Huawei y7,20000,24-03-2023,21:32:02,"San Bernardo, Región Metropolitana"
Reloj Huawei watch GT 2,85000,24-03-2023,16:14:10,"Quilicura, Región Metropolitana"
Audifonos Huawei free buds i5 bluetooth,15000,23-03-2023,16:34:56,"Colina, Región Metropolitana"
Batería Huawei P30,9900,23-03-2023,13:53:01,"Providencia, Región Metropolitana"
Flex De Carga Huawei P30 Pro,25900,23-03-2023,13:52:50,"Providencia, Región Metropolitana"
Pantalla P30 Compatible Con Huawei Galaxy P30 Oled,89900,23-03-2023,11:44:52,"Providencia, Región Metropolitana"
Huawei p30 leica ,45000,23-03-2023,08:55:34,"Ñuñoa, Región Metropolitana"
Pantalla Glass/LCD huawei MediaPad t5,11000,23-03-2023,07:25:20,"Providencia, Región Metropolitana"
Huawei watch 2,20000,22-03-2023,13:06:01,"Providencia, Región Metropolitana"
Huawei Novo Nuevo,260000,22-03-2023,12:49:41,"Pudahuel, Región Metropolitana"
Celular huawei y9A,85000,22-03-2023,11:44:44,"San Ramón, Región Metropolitana"
Huawei y6 2019,50000,21-03-2023,19:50:57,"La Florida, Región Metropolitana"
Reloj smartwatch huawei nuevo,200000,21-03-2023,16:37:49,"Maipú, Región Metropolitana"
Auricular Huawei Mate 9,6400,21-03-2023,15:20:50,"Providencia, Región Metropolitana"
Bandeja Huawei Mate 8 Nano Sim Y Micro Sd,5900,21-03-2023,15:17:10,"Providencia, Región Metropolitana"
HUAWEI Y9a CERO KILÓMETROS,95000,20-03-2023,16:27:54,"Providencia, Región Metropolitana"
Huawei gt,60000,20-03-2023,16:04:21,"Lo Espejo, Región Metropolitana"
Huawei Y9s,75000,20-03-2023,13:05:41,"Puente Alto, Región Metropolitana"
Huawei p30 Lite 128GB,135000,19-03-2023,22:12:49,"Macul, Región Metropolitana"
Huawei P30 ELE-L29 Liberado Dual SIM,120000,19-03-2023,20:46:14,"Santiago, Región Metropolitana"
Pack Huawei nove9 SE,150000,19-03-2023,15:13:57,"La Florida, Región Metropolitana"
Cargador Huawei Carga Rápida 22.5w,10000,18-03-2023,20:17:57,"Puente Alto, Región Metropolitana"
HUAWEI 9Ys cómo nuevo,130000,18-03-2023,19:50:45,"Providencia, Región Metropolitana"
Celular Huawei Nova 8i,92000,18-03-2023,19:22:21,"Ñuñoa, Región Metropolitana"
Huawei matepad 11,280000,17-03-2023,22:23:44,"Maipú, Región Metropolitana"
Reloj Huawei watch GT2 ( 46mm),45000,17-03-2023,19:48:03,"La Florida, Región Metropolitana"
Celular Huawei Y5,35000,17-03-2023,19:34:24,"Estación Central, Región Metropolitana"
Huawei y7 2019 ,75,17-03-2023,17:12:43,"Quinta Normal, Región Metropolitana"
HUAWEI Y9a,150000,16-03-2023,18:56:01,"Puente Alto, Región Metropolitana"
Tablet huawei matepad t10s,110000,16-03-2023,17:44:44,"Las Condes, Región Metropolitana"
Huawei p30 (normal),170000,16-03-2023,09:37:25,"La Florida, Región Metropolitana"
Huawei p20 pro Negro,110000,15-03-2023,22:59:20,"Las Condes, Región Metropolitana"
Huawei Y9S 128gb con sus accesorios.,90000,15-03-2023,21:42:27,"Maipú, Región Metropolitana"
Hawei p30 lite,80000,15-03-2023,19:18:33,"Santiago, Región Metropolitana"
Huawei p30 piedra luna,200000,15-03-2023,16:33:14,"Santiago, Región Metropolitana"
Huawei P30 128GB perfecto estado,125000,15-03-2023,16:24:02,"Providencia, Región Metropolitana"
Huawei gt2e Dianna rose,100000,15-03-2023,16:05:20,"Colina, Región Metropolitana"
Huawei Gt2 ,70000,15-03-2023,16:05:18,"San Joaquín, Región Metropolitana"
Huawei CAM-L03,25000,15-03-2023,13:56:26,"Peñalolén, Región Metropolitana"
Huawei Y9 2019 64 Gb,65000,14-03-2023,23:19:12,"La Granja, Región Metropolitana"
Huawei y5,30000,14-03-2023,11:22:02,"La Pintana, Región Metropolitana"
Huawei mate 20 lite,70000,13-03-2023,23:03:58,"Santiago, Región Metropolitana"
Huawei P30 128gb Negro Turmalina,110000,13-03-2023,17:58:49,"Providencia, Región Metropolitana"
Reloj Huawei Watch Fit,60000,13-03-2023,17:14:21,"Cerro Navia, Región Metropolitana"
Huawei p40 pro,300000,13-03-2023,16:53:36,"Cerro Navia, Región Metropolitana"
Huawei y6,40000,13-03-2023,16:21:43,"Lo Espejo, Región Metropolitana"
Huawei Smart watch Fit new,60000,13-03-2023,16:19:27,"Puente Alto, Región Metropolitana"
Huawei p30 lite negro 128g,60000,13-03-2023,16:17:18,"Huechuraba, Región Metropolitana"
Huawei y9a,80000,13-03-2023,14:03:13,"San Bernardo, Región Metropolitana"
Huawei y80,100000,13-03-2023,05:00:12,"Macul, Región Metropolitana"
Smart Watch Huawei Band 4 pro,35000,12-03-2023,16:12:37,"Providencia, Región Metropolitana"
Huawei band 6 honor,30000,11-03-2023,22:19:24,"Santiago, Región Metropolitana"
Celular Huawei ,60000,11-03-2023,16:55:12,"Estación Central, Región Metropolitana"
Huawei P20 Pro ,65000,11-03-2023,15:52:14,"La Florida, Región Metropolitana"
Pantalla P30 Compatible Huawei Galaxy P30 +Kit,95900,11-03-2023,11:44:04,"Providencia, Región Metropolitana"
Flex De Carga Huawei P30,7500,11-03-2023,11:23:28,"Providencia, Región Metropolitana"
Huawei mate 20 lite,90000,11-03-2023,07:13:43,"Quilicura, Región Metropolitana"
Huawei p30 PRO,350000,10-03-2023,23:19:28,"Quilicura, Región Metropolitana"
Huawei y9 prime,60000,10-03-2023,15:08:05,"Puente Alto, Región Metropolitana"
Huawei P30,185000,09-03-2023,15:13:22,"Estación Central, Región Metropolitana"
Huawei Mate 20 Lite,50000,09-03-2023,15:12:20,"La Florida, Región Metropolitana"
Iphone 6 y Hauwei Y6ii,45000,09-03-2023,12:59:20,"Santiago, Región Metropolitana"
Smartwatch Huawei GT 2-454,60000,08-03-2023,18:24:35,"Macul, Región Metropolitana"
Huawei ac nova 9 negro,180000,07-03-2023,23:44:35,"Peñalolén, Región Metropolitana"
Huawei wi-fi 4g,30000,07-03-2023,23:42:52,"Estación Central, Región Metropolitana"
Huawei watch gt 3,100000,07-03-2023,09:28:45,"Santiago, Región Metropolitana"
Huawei Nova SE 128Gb Negro [Re acondicionado],199000,06-03-2023,20:56:03,"Las Condes, Región Metropolitana"
Huawei P 9 camara leica,55000,06-03-2023,17:53:21,"Las Condes, Región Metropolitana"
Huawei Y9A 128G,100000,06-03-2023,16:26:25,"La Florida, Región Metropolitana"
Huawei 9ya,120000,05-03-2023,19:56:15,"Peñaflor, Región Metropolitana"
Huawei P40 lite,110000,05-03-2023,19:27:56,"San Bernardo, Región Metropolitana"
Telefono Huawei P-30 Pro (VOGL04),350000,05-03-2023,16:24:37,"Las Condes, Región Metropolitana"
Huawei watch fit ,40000,05-03-2023,15:56:53,"Conchalí, Región Metropolitana"
Auricular Huawei Mate 1 Mate 2 Mate 7 Mate 8 Mate,6400,04-03-2023,15:39:55,"Providencia, Región Metropolitana"
Altavoz Parlante Huawei Mate 8 Repuesto De Sonido,9800,04-03-2023,15:35:21,"Providencia, Región Metropolitana"
Botón Home Huawei Mate 8 Botón Touch Id Boton Inic,13900,04-03-2023,12:22:22,"Providencia, Región Metropolitana"
Huawei mate 20 Lite dúos,65000,04-03-2023,11:37:52,"Santiago, Región Metropolitana"
Pantalla Mate 8 Compatible Con Huawei Mate 8,38900,04-03-2023,11:37:04,"Providencia, Región Metropolitana"
Celular Huawei P30 128GB impecable carcaza incluid,170000,04-03-2023,10:35:10,"La Florida, Región Metropolitana"
Celular Huawei y7,60000,03-03-2023,10:25:24,"Pudahuel, Región Metropolitana"
Huawei Watch Fit Elegant version,60000,03-03-2023,05:58:49,"Quinta Normal, Región Metropolitana"
Huawei P20 Negro 4GB 128GB,140000,03-03-2023,01:08:48,"Quilicura, Región Metropolitana"
Huawei p30pro,220000,03-03-2023,01:06:06,"Maipú, Región Metropolitana"
Huawey y9a,95000,02-03-2023,09:46:08,"Santiago, Región Metropolitana"
Huawei Y9A 2023,100000,01-03-2023,21:14:20,"Santiago, Región Metropolitana"
Huawei y7a semi usado,200000,01-03-2023,15:37:33,"Macul, Región Metropolitana"
Huawei b2368-a22,150000,01-03-2023,09:40:21,"Santiago, Región Metropolitana"
Huawei Y7 2019,45000,28-02-2023,11:21:07,"Pudahuel, Región Metropolitana"
Huawei mate 20 pro,100000,28-02-2023,09:34:46,"La Pintana, Región Metropolitana"
Celular Huawei p40 lite,120000,28-02-2023,00:02:46,"Recoleta, Región Metropolitana"
2x1 Huawei P20 Lite y Iphone 7,120000,27-02-2023,16:10:31,"Recoleta, Región Metropolitana"
Huawei P30 Pro Piedra Luna 128Gb [Re acondicionado,249990,27-02-2023,15:07:19,"Las Condes, Región Metropolitana"
Huawei Nova 128Gb Azul [Re acondicionado],219990,27-02-2023,13:57:29,"Las Condes, Región Metropolitana"
Huawei P40 PLATA 128Gb [Re acondicionado],249990,27-02-2023,13:56:18,"Las Condes, Región Metropolitana"
Huawei P30 PRO,280000,26-02-2023,18:32:33,"Puente Alto, Región Metropolitana"
Cargador para Huawei Honor Band 4 y 5,5000,26-02-2023,18:27:16,"San Miguel, Región Metropolitana"
Huawei repetidor y amplificador de señal,25000,26-02-2023,14:31:48,"Santiago, Región Metropolitana"
Smart watch Huawei,80000,26-02-2023,11:36:34,"Ñuñoa, Región Metropolitana"
Funda transparente Huawei Y9 2019,2000,25-02-2023,16:49:50,"La Florida, Región Metropolitana"
Flex Carga Huawei P9 Con Micrófono Nuevo Sellado,13900,25-02-2023,11:35:18,"Providencia, Región Metropolitana"
Huawei Y9,85000,24-02-2023,21:16:51,"Las Condes, Región Metropolitana"
HUAWEI NOVA 8i (NUEVO SELLADO),180000,24-02-2023,20:08:49,"La Florida, Región Metropolitana"
"Tablet Huawei MatePad T 10 AGR-W09 9.7""",80000,24-02-2023,15:06:53,"La Pintana, Región Metropolitana"
Matedock 2 Huawei,15000,24-02-2023,12:51:55,"Ñuñoa, Región Metropolitana"
Huawei y6a,60000,24-02-2023,02:55:00,"San Bernardo, Región Metropolitana"
Huawei p 40,85000,23-02-2023,23:24:33,"Puente Alto, Región Metropolitana"
Huawei p30 pro Dual sim 256gb 8Gb usado,320000,23-02-2023,18:40:15,"Quilicura, Región Metropolitana"
Huawei P40,330000,23-02-2023,13:53:47,"Santiago, Región Metropolitana"
Boton Encendido Y Volumen Huawei Mate 10 Lite,5990,23-02-2023,13:14:29,"Providencia, Región Metropolitana"
Lente Cristal Camara Huawei Mate 10 Lite,5900,23-02-2023,13:14:01,"Providencia, Región Metropolitana"
Altavoz Huawei Mate 10 Lite Repuesto De Sonido Par,9800,23-02-2023,13:13:16,"Providencia, Región Metropolitana"
Pantalla Huawei Mate 10 Lite,25900,23-02-2023,13:12:42,"Providencia, Región Metropolitana"
Celular Huawei,25000,23-02-2023,13:07:13,"Cerro Navia, Región Metropolitana"
Flex de carga huawei mate 10 lite,6900,23-02-2023,12:41:18,"Providencia, Región Metropolitana"
Smrtwatcht Huawei gt2 pro,70000,22-02-2023,21:14:10,"Pedro Aguirre Cerda, Región Metropolitana"
Huawei Mate 20 PRO. Impecable. Google de fabrica,165000,22-02-2023,17:21:00,"Las Condes, Región Metropolitana"
Huawei P10,40000,21-02-2023,22:57:29,"Ñuñoa, Región Metropolitana"
Teléfono celular huawei y9 2019 prime,80000,21-02-2023,16:34:27,"Santiago, Región Metropolitana"
Huawei p30 normal y p20 Lite,40000,20-02-2023,18:51:39,"Maipú, Región Metropolitana"
Huawei p 20 lite,39990,20-02-2023,17:35:38,"Curacaví, Región Metropolitana"
Celular huawei y9 prime 2019,87000,20-02-2023,15:16:01,"Santiago, Región Metropolitana"
Celular huawei y9s,100000,20-02-2023,14:47:27,"Lampa, Región Metropolitana"
Huawei gt2e ,25000,20-02-2023,13:10:47,"Colina, Región Metropolitana"
Huawei P30 Lite negro,60000,19-02-2023,18:45:33,"Estación Central, Región Metropolitana"
Huawei watch GT2,75000,19-02-2023,15:02:39,"Lampa, Región Metropolitana"
Celular huawei y7 2018,10000,19-02-2023,00:45:44,"Maipú, Región Metropolitana"
Teléfono Huawei y9s,40000,18-02-2023,15:13:45,"La Florida, Región Metropolitana"
Huawei GT2 reloj inteligente,70000,18-02-2023,15:08:56,"Peñalolén, Región Metropolitana"
2 Huawei y5 neo,60000,17-02-2023,23:24:57,"La Florida, Región Metropolitana"
Huawei band 7 color negro,40000,17-02-2023,20:57:46,"Las Condes, Región Metropolitana"
Huawei P30 Lite,80000,17-02-2023,16:38:45,"Huechuraba, Región Metropolitana"
Reloj huawey gt2 con caja y accesorios,80,17-02-2023,13:04:14,"Conchalí, Región Metropolitana"
Huawei,70000,17-02-2023,10:51:51,"Providencia, Región Metropolitana"
Huawei p30lite,100000,17-02-2023,10:01:08,"Quinta Normal, Región Metropolitana"
Huawei Watch GT 3_un mes de uso,170000,16-02-2023,23:03:20,"San Bernardo, Región Metropolitana"
Huawei p40 lite ,65000,16-02-2023,20:24:01,"Puente Alto, Región Metropolitana"
 celular huawei,168000,16-02-2023,19:24:06,"Independencia, Región Metropolitana"
Huawei nova Y70,55000,16-02-2023,18:42:44,"La Granja, Región Metropolitana"
Smartwatch Huawei fit,115000,16-02-2023,17:32:30,"Santiago, Región Metropolitana"
Huawei p30 conversable,90000,16-02-2023,15:33:12,"San Joaquín, Región Metropolitana"
Reloj digital HUAWEI WATCH GT 46 mm,150000,15-02-2023,22:19:04,"Las Condes, Región Metropolitana"
Huawei nova 9,100000,15-02-2023,22:16:11,"Quilicura, Región Metropolitana"
Huawei P20 Rosado 128GB 4GB RAM,60000,15-02-2023,15:18:30,"Independencia, Región Metropolitana"
Huawei gt 2 46 mm,80000,15-02-2023,13:40:50,"Renca, Región Metropolitana"
Huawei GT2,15000,15-02-2023,10:55:42,"Providencia, Región Metropolitana"
Flex Carga Huawei P10 Lite Micrófono + Kit De Desa,7505,14-02-2023,12:45:57,"Providencia, Región Metropolitana"
Boton Encendido Apagado Y Volumen Huawei P10,7500,14-02-2023,12:38:25,"Providencia, Región Metropolitana"
Bandeja Sim Y Micro Sd O Sim 2 Huawei P10 5.1 Colo,28500,14-02-2023,12:35:02,"Providencia, Región Metropolitana"
Pantalla Huawei P10,60000,14-02-2023,12:28:52,"Providencia, Región Metropolitana"
Huawei p30 lite,90000,13-02-2023,17:49:42,"Santiago, Región Metropolitana"
Huawei Y8p 128Gb,39000,13-02-2023,10:54:08,"Santiago, Región Metropolitana"
Huawei Y9 2019 pr renovacion,60000,10-02-2023,20:59:09,"Las Condes, Región Metropolitana"
Reloj Huawei,80000,10-02-2023,20:12:23,"Renca, Región Metropolitana"
Huawei nova 9 roto,10900,10-02-2023,16:33:01,"La Florida, Región Metropolitana"
Altavoz Para Huawei Mate 20 Lite Altavoz Parlante,7900,10-02-2023,14:27:10,"Providencia, Región Metropolitana"
Lente Camara Trasera Para Huawei Mate 20 Lite,9900,10-02-2023,13:50:31,"Providencia, Región Metropolitana"
Flex Main Principal Para Huawei Mate 20 Lite,40900,10-02-2023,13:47:44,"Providencia, Región Metropolitana"
Flex De Carga Compatible Huawei Mate 20 Lite + Kit,7500,10-02-2023,13:44:59,"Providencia, Región Metropolitana"
Pantalla Compatible Huawei Mate 20 Lite + Kit + Pe,9900,10-02-2023,13:28:19,"Providencia, Región Metropolitana"
