titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Ep350 Mx Motorola vhf,90000,19-12-2022,10:33:40,"Maipú, Región Metropolitana"
Celular Motorola nuevo sellado,85000,18-12-2022,11:50:55,"Macul, Región Metropolitana"
Motorola g30,50000,17-12-2022,18:16:01,"Lampa, Región Metropolitana"
Motorola g30,45000,17-12-2022,15:57:47,"Maipú, Región Metropolitana"
Celular Motorola e(6) plus,85000,15-12-2022,20:47:43,"La Reina, Región Metropolitana"
Motorola e7 ,120000,14-12-2022,23:51:44,"Santiago, Región Metropolitana"
celular Motorola G30 ,80000,14-12-2022,22:21:04,"Estación Central, Región Metropolitana"
Motorola e30,30000,14-12-2022,17:46:22,"Conchalí, Región Metropolitana"
Motorola g60,30000,14-12-2022,15:37:10,"Lo Prado, Región Metropolitana"
Motorola Moto g20,120000,13-12-2022,22:19:55,"Maipú, Región Metropolitana"
Motorola g30,30000,13-12-2022,19:52:19,"San Bernardo, Región Metropolitana"
Motorola g30,45000,13-12-2022,19:51:47,"San Bernardo, Región Metropolitana"
Motorola g7 power,100000,13-12-2022,13:53:07,"Conchalí, Región Metropolitana"
Motorola,210000,13-12-2022,13:08:20,"Maipú, Región Metropolitana"
Motorola g3,110000,12-12-2022,14:41:25,"Conchalí, Región Metropolitana"
Dgm5500e UHF Motorola Mototrbo,80000,12-12-2022,13:23:02,"Maipú, Región Metropolitana"
Dgp8550 Uhf Motorola Mototrbo,130000,12-12-2022,12:10:07,"Maipú, Región Metropolitana"
Ep350 Motorola vhf,190000,12-12-2022,12:09:50,"Maipú, Región Metropolitana"
Apx900 Mototola Vhf para minería,400000,12-12-2022,07:00:23,"Maipú, Región Metropolitana"
"MOTOROLA ONE MACRO perfectas condiciones, no vibra",90000,11-12-2022,22:58:19,"San Bernardo, Región Metropolitana"
Xts1500 Mototola para minería,200000,11-12-2022,14:45:11,"Maipú, Región Metropolitana"
Dgm5000 Mototola digital y análogo Vhf,18900,11-12-2022,14:21:58,"Maipú, Región Metropolitana"
Motorola G3o,250000,08-12-2022,23:07:12,"Puente Alto, Región Metropolitana"
Vendo Celular Motorola Edge 20 Lite  ,7900,08-12-2022,13:33:48,"La Florida, Región Metropolitana"
Motorola g30,80000,08-12-2022,00:04:28,"Lo Prado, Región Metropolitana"
Equipos motorola,70000,07-12-2022,21:06:37,"Isla de Maipo, Región Metropolitana"
Motorola g22 128gb,70000,07-12-2022,17:40:43,"Santiago, Región Metropolitana"
Apx900 Mototola,75000,07-12-2022,11:55:48,"Maipú, Región Metropolitana"
Dgm5000 Motorola vhf Mototrbo,115000,07-12-2022,11:47:22,"Maipú, Región Metropolitana"
Motorola G51 5G,0,07-12-2022,09:20:43,"Pudahuel, Región Metropolitana"
Motorola edge 30 128 gb 8ram,0,06-12-2022,15:25:40,"Maipú, Región Metropolitana"
2 Makinas Motorola 5G 128/6 Originales 2022,0,06-12-2022,14:03:25,"Puente Alto, Región Metropolitana"
Dem300 Motorola vhf digital y análogo,0,05-12-2022,15:15:04,"Maipú, Región Metropolitana"
Dgp8550e Motorola Mototrbo vhf,0,05-12-2022,11:08:38,"Maipú, Región Metropolitana"
Dep550e Motorola Mototrbo vhf digital y análogo,0,05-12-2022,09:55:02,"Maipú, Región Metropolitana"
Radio motorola,0,03-12-2022,22:21:43,"Santiago, Región Metropolitana"
Motorola G9 Play &amp; Motorola G30,0,02-12-2022,14:26:35,"Maipú, Región Metropolitana"
Motorola g71 5g,0,30-11-2022,13:44:06,"Puente Alto, Región Metropolitana"
Audifonos Con Cable Motorola Moto Xt120,0,30-11-2022,13:10:20,"Macul, Región Metropolitana"
Teléfono Motorola Edge 20Lite NUEVO Y SELLADO,0,29-11-2022,13:57:41,"Puente Alto, Región Metropolitana"
Flex De Carga Motorola Moto G7 Power + KIT DESARME,0,28-11-2022,13:06:22,"Providencia, Región Metropolitana"
Apx1500 Motorola para Mineria,0,28-11-2022,12:21:08,"Maipú, Región Metropolitana"
Par De Radio Walkie Talkies Motorola Talkabout 56,0,28-11-2022,00:29:41,"Santiago, Región Metropolitana"
Motorola E30 nuevo,0,27-11-2022,12:12:38,"La Florida, Región Metropolitana"
Celular Motorola moto G51 5G impecable,0,27-11-2022,08:27:28,"Maipú, Región Metropolitana"
Motorola g9 plus rosado,0,25-11-2022,19:26:35,"La Florida, Región Metropolitana"
Celular motorola g22 liberado y sellado 1 queda,0,24-11-2022,23:04:07,"Santiago, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
