titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Celular motorola g20,60000,09-09-2022,16:43:20,"La Cisterna, Región Metropolitana"
Motorola g8 play,65000,09-09-2022,12:51:43,"Santiago, Región Metropolitana"
Radio motorola ep450,50000,09-09-2022,12:39:49,"Peñalolén, Región Metropolitana"
Motorola G7 power,75000,08-09-2022,23:04:50,"Puente Alto, Región Metropolitana"
Motorola Xtl-1500 para minería,80000,08-09-2022,13:36:44,"Maipú, Región Metropolitana"
Xtl-1500 Motorola para Mineria,140000,08-09-2022,13:26:05,"Maipú, Región Metropolitana"
Motorola G9 play Impecable,70000,07-09-2022,13:02:46,"San Miguel, Región Metropolitana"
Motorola G9 power,70000,06-09-2022,18:25:27,"Cerro Navia, Región Metropolitana"
Motorola G50 5G sellado,150000,06-09-2022,14:37:42,"Providencia, Región Metropolitana"
Radio transmisor vhf motorola,120000,06-09-2022,09:06:28,"Estación Central, Región Metropolitana"
 celular Motorola g8 64bg,45000,06-09-2022,04:57:32,"Estación Central, Región Metropolitana"
Radio Motorola Pro 5100 VHF,200000,05-09-2022,23:48:12,"Santiago, Región Metropolitana"
Motorola edge 20 lite,25000,05-09-2022,20:18:05,"Quinta Normal, Región Metropolitana"
Pantalla motorola one fusión,39900,05-09-2022,14:41:54,"Providencia, Región Metropolitana"
Radio Motorola Dep550,65000,05-09-2022,13:39:41,"Puente Alto, Región Metropolitana"
Equipo motorola modelo pro-5550,200000,02-09-2022,10:17:25,"Ñuñoa, Región Metropolitana"
Cargador motorola ep-450 y otros modelos ,60000,02-09-2022,10:17:02,"Ñuñoa, Región Metropolitana"
Pin de carga motorola moto E4 plus,5500,01-09-2022,15:19:57,"Providencia, Región Metropolitana"
Motorola Dgm8500 e vhf Mototrbo,115000,01-09-2022,15:10:30,"Maipú, Región Metropolitana"
Pro-5150 vhf Motorola radio,9500,01-09-2022,13:48:19,"Maipú, Región Metropolitana"
Teléfonos inalámbricos motorola,250000,30-08-2022,15:49:25,"San Bernardo, Región Metropolitana"
Pantalla motorola moto g4,60000,30-08-2022,12:30:24,"Providencia, Región Metropolitana"
Dep550 Motorola Mototrbo,50000,30-08-2022,12:11:22,"Maipú, Región Metropolitana"
Dep550 Motorola mototrbo vhf digital,70000,30-08-2022,11:09:07,"Maipú, Región Metropolitana"
Radio de larga distancia Motorola funciona al ,480000,29-08-2022,23:16:07,"Melipilla, Región Metropolitana"
 mi Motorola g60 nuevo ,220000,29-08-2022,16:28:01,"Estación Central, Región Metropolitana"
Cambio de pantalla motorola moto g8 plus,80000,29-08-2022,12:25:42,"Providencia, Región Metropolitana"
Dgp-5050 Motorola Mototrbo vhf,15000,29-08-2022,11:33:49,"Maipú, Región Metropolitana"
Apx-2000 Motorola para minería,80000,29-08-2022,11:20:50,"Maipú, Región Metropolitana"
Dgp5050 vhf Motorola Mototrbo,80000,29-08-2022,10:38:47,"Maipú, Región Metropolitana"
Flex De Carga Motorola Moto One Fusion,80000,28-08-2022,23:51:07,"Macul, Región Metropolitana"
Motorola Moto G22,50000,28-08-2022,18:03:30,"La Florida, Región Metropolitana"
Flex De Carga Motorola Moto G9 Play,0,28-08-2022,15:29:11,"Macul, Región Metropolitana"
Motorola g60,0,28-08-2022,14:14:15,"Estación Central, Región Metropolitana"
Motorla e20 nuevo,0,28-08-2022,14:02:23,"La Florida, Región Metropolitana"
Celular motorola e3,0,27-08-2022,22:35:04,"La Florida, Región Metropolitana"
Equipos de comunicaciones Motorola EP450 + Accesor,0,26-08-2022,22:28:14,"Maipú, Región Metropolitana"
MOTOROLA EDGE 30 PRO 256GB ROM 12GB RAM,0,26-08-2022,10:01:37,"La Florida, Región Metropolitana"
Motorola g71 5G Nuevo,0,25-08-2022,15:41:48,"Santiago, Región Metropolitana"
Celulares motorola y xioami a buen precio,0,22-08-2022,17:53:13,"El Bosque, Región Metropolitana"
Apx2500 Motorola para Mineria,0,22-08-2022,09:07:59,"Maipú, Región Metropolitana"
Motorola one fusión plus,0,21-08-2022,22:51:41,"La Pintana, Región Metropolitana"
Celular Motorola L6 de Colección ,0,21-08-2022,20:58:44,"Maipú, Región Metropolitana"
Celular Motorola G9 Plus 128 gb,0,21-08-2022,16:55:10,"Ñuñoa, Región Metropolitana"
Motorola G8 Power Lite ,0,21-08-2022,09:37:48,"Huechuraba, Región Metropolitana"
Celular Motorola G8 power Lite ,0,21-08-2022,09:32:30,"Santiago, Región Metropolitana"
Celular MOTOROLA G8 power lite,0,20-08-2022,17:17:06,"Ñuñoa, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
