titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Motorola G 50,100000,25-03-2023,23:50:16,"Estación Central, Región Metropolitana"
Celular Motorola Moto negro Android,180000,25-03-2023,23:22:47,"Santiago, Región Metropolitana"
Celular Motorola g71,60000,25-03-2023,08:23:29,"Peñalolén, Región Metropolitana"
Celular Motorola e30,80000,23-03-2023,18:56:16,"Maipú, Región Metropolitana"
Celular Motorola Moto G30 de 128 gb,100000,22-03-2023,21:10:39,"Cerrillos, Región Metropolitana"
Motorola G51 5G (sellado),70000,20-03-2023,15:27:59,"Santiago, Región Metropolitana"
Camara para cualquier gama de celular motorola z,25000,19-03-2023,23:20:27,"San Miguel, Región Metropolitana"
Motorola G4 plus,50000,19-03-2023,18:47:04,"La Florida, Región Metropolitana"
Motorola G 9 power,110000,18-03-2023,16:43:16,"Macul, Región Metropolitana"
Celular Motorola g50 128gb,50000,17-03-2023,21:29:18,"Recoleta, Región Metropolitana"
Motorola e7,50000,16-03-2023,21:52:23,"La Granja, Región Metropolitana"
  celular Motorola e7 de 32GB ,5000,16-03-2023,16:38:35,"San Joaquín, Región Metropolitana"
Boton Encendido Y Volumen Motorola Moto G6 Plus,89990,16-03-2023,12:32:59,"Macul, Región Metropolitana"
TLF Motorola g31,10000,15-03-2023,13:56:06,"San Miguel, Región Metropolitana"
Teléfono Inalámbrico Motorola M750,150000,15-03-2023,08:35:45,"Santiago, Región Metropolitana"
Motorola EDGE NEO 30 ,40000,12-03-2023,15:05:40,"Maipú, Región Metropolitana"
Motorola moto e6s,200000,11-03-2023,21:29:16,"Macul, Región Metropolitana"
Motorola Edge 30 neo 5g 128g color negro,150000,11-03-2023,18:24:01,"Santiago, Región Metropolitana"
Motorola Moto G30 128GB - 4GB RAM Gris (Nuevo),150000,11-03-2023,15:25:30,"Ñuñoa, Región Metropolitana"
Motorola Moto G9 Power 128GB (Verde),150000,11-03-2023,15:20:05,"Ñuñoa, Región Metropolitana"
Motorola g51 5g,70000,10-03-2023,21:18:04,"Puente Alto, Región Metropolitana"
Celular Motorola g9 plus,150000,10-03-2023,05:54:39,"El Bosque, Región Metropolitana"
Motorola Moto G51 Dorado,200000,09-03-2023,13:47:35,"Santiago, Región Metropolitana"
Motorola g71,70000,08-03-2023,23:12:20,"La Cisterna, Región Metropolitana"
Motorola E7,50000,08-03-2023,06:04:47,"La Florida, Región Metropolitana"
Motorola nuevo,230000,07-03-2023,19:31:51,"Ñuñoa, Región Metropolitana"
Celular alta gama Motorola edge 30 neo,35000,07-03-2023,15:40:04,"Pirque, Región Metropolitana"
 celular Mototola,100000,07-03-2023,12:22:55,"Santiago, Región Metropolitana"
Celular motorola moto e32,89000,06-03-2023,20:52:17,"Santiago, Región Metropolitana"
Motorola Moto G9 Play 64 gigas,150000,06-03-2023,15:17:38,"Peñalolén, Región Metropolitana"
Motorola g51 5g nuevo.,130000,03-03-2023,03:45:46,"Puente Alto, Región Metropolitana"
Motorola g51 5g,60000,03-03-2023,01:41:18,"Puente Alto, Región Metropolitana"
Motorola E20 ,130000,02-03-2023,22:39:09,"Estación Central, Región Metropolitana"
Motorola E 32 nuevo ( sellado ),25000,02-03-2023,19:14:21,"Santiago, Región Metropolitana"
Walkie-talkie talkabout t200 Motorola,180000,02-03-2023,12:04:50,"Providencia, Región Metropolitana"
Celular Motorola moto g 5g Dual chip,75000,01-03-2023,17:20:36,"Macul, Región Metropolitana"
Motorola sellado e22i nuevo liberado gris 64Gigas ,300000,28-02-2023,23:24:48,"Santiago, Región Metropolitana"
Motorola Moto g200,400000,28-02-2023,16:58:03,"La Pintana, Región Metropolitana"
Motorola Edge 30 Pro 12 Ram 256 GB 5G,90000,27-02-2023,21:56:02,"Lo Prado, Región Metropolitana"
Motorola Moto g22 nuevo,50000,27-02-2023,11:23:48,"Independencia, Región Metropolitana"
Celular motorola one fusion ,170000,27-02-2023,01:05:25,"Puente Alto, Región Metropolitana"
Motorola edge 30 neo de 8y128 gb,210000,26-02-2023,20:03:55,"La Florida, Región Metropolitana"
Motorola edge 20 lite,210000,26-02-2023,14:05:02,"San Bernardo, Región Metropolitana"
TELÉFONO MOTOROLA G51 5g NUEVO,110000,25-02-2023,21:11:08,"Santiago, Región Metropolitana"
Celular Motorola g60,120000,24-02-2023,19:47:50,"Puente Alto, Región Metropolitana"
Celulares a 120 xiaomy y motorola 120,80000,24-02-2023,18:16:01,"Independencia, Región Metropolitana"
Motorola One Macro Dual Sim 64 Gb Space Blue 4 Gb,0,23-02-2023,16:25:48,"La Florida, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
