titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Motorola E7i Power,35000,23-02-2023,13:30:02,"Estación Central, Región Metropolitana"
"Motorola G30 perfecto estado, única dueña, libre d",100,22-02-2023,21:22:10,"Santiago, Región Metropolitana"
Motorola edge 30 neo,340000,22-02-2023,20:33:04,"La Cisterna, Región Metropolitana"
Motorola G22,100000,22-02-2023,17:48:01,"Las Condes, Región Metropolitana"
Motorola xts1500,180000,21-02-2023,14:56:08,"Providencia, Región Metropolitana"
Motorola g22,100000,21-02-2023,13:12:22,"Santiago, Región Metropolitana"
Motorola g 51 ,170000,20-02-2023,20:12:40,"Santiago, Región Metropolitana"
Motorola one action,70000,20-02-2023,17:06:02,"Recoleta, Región Metropolitana"
Radios Motorola VHF Digital,150000,18-02-2023,21:24:50,"Lo Prado, Región Metropolitana"
Motorola g60 de 128 GB ,80000,18-02-2023,13:56:18,"La Florida, Región Metropolitana"
 2 Celulares Phone 11 y Motorola G30 ,80000,17-02-2023,15:12:36,"Isla de Maipo, Región Metropolitana"
Motorola E20,80000,16-02-2023,20:07:09,"Peñalolén, Región Metropolitana"
Motorola g20 ,5500,16-02-2023,17:08:02,"Quinta Normal, Región Metropolitana"
Bandeja Doble Sim Y Micro Sd Jm Compatible Motorol,9900,16-02-2023,15:06:21,"Providencia, Región Metropolitana"
Lente Camara Trasera Motorola Moto G6 Play + Kit D,31500,16-02-2023,14:06:27,"Providencia, Región Metropolitana"
Pantalla Completa Negra Motorola G6 Play Xt1922 +,6500,16-02-2023,14:04:25,"Providencia, Región Metropolitana"
Boton Encendido Y Volumen Moto G6 Play Motorola,4500,16-02-2023,14:03:55,"Providencia, Región Metropolitana"
Flex De Carga Motorola Moto G6 Play,120000,16-02-2023,14:02:54,"Providencia, Región Metropolitana"
Motorola edge20lite,165000,15-02-2023,16:06:42,"Ñuñoa, Región Metropolitana"
Motorola MOTOROLA G51 5G 128GB AZUL,40000,15-02-2023,13:16:58,"Santiago, Región Metropolitana"
Motorola g30,50000,14-02-2023,15:31:46,"Renca, Región Metropolitana"
Celulares Motorola Moto G20 4GB/128,60000,14-02-2023,09:35:30,"Las Condes, Región Metropolitana"
Motorola e6 plus,90000,13-02-2023,19:03:09,"Maipú, Región Metropolitana"
Motorola Moto G51 5g,40000,12-02-2023,17:27:45,"San Ramón, Región Metropolitana"
Celular Motorola Moto e7. Buenas condiciones,22000,12-02-2023,10:33:22,"Santiago, Región Metropolitana"
Pack de radios Motorola,780000,10-02-2023,22:35:54,"Santiago, Región Metropolitana"
Dgm8500e Motorola vhf mototrbo,1000000,10-02-2023,11:21:22,"Maipú, Región Metropolitana"
Apx2000 Motorola vhf,90000,10-02-2023,11:02:32,"Maipú, Región Metropolitana"
Motorola g20 nuevo,170000,09-02-2023,21:28:12,"Puente Alto, Región Metropolitana"
Motorola Moto G60,30000,09-02-2023,19:15:27,"Santiago, Región Metropolitana"
Audífonos motorola originales con su caja,60000,09-02-2023,00:12:56,"San Bernardo, Región Metropolitana"
Motorola G8 power lite,150000,08-02-2023,14:42:18,"Puente Alto, Región Metropolitana"
Motorola g60,5000,07-02-2023,16:30:58,"Lo Barnechea, Región Metropolitana"
Carcasa motorola flip shell for moto G,160000,07-02-2023,16:06:37,"La Florida, Región Metropolitana"
Celular Motorola g 71 5G,230000,06-02-2023,21:45:12,"Maipú, Región Metropolitana"
Motorola G71 5G 6Gb Ram 128Gb Almacenamiento Nuevo,120000,06-02-2023,12:18:46,"Peñalolén, Región Metropolitana"
Motorola moto g51 5g,70000,04-02-2023,17:33:40,"El Bosque, Región Metropolitana"
Motorola G50 5G,70000,04-02-2023,12:53:22,"Santiago, Región Metropolitana"
Motorola g32,90000,02-02-2023,13:02:41,"La Florida, Región Metropolitana"
Motorola e32,175000,01-02-2023,19:42:15,"Santiago, Región Metropolitana"
Celular Motorola G 100 en buenas condiciones ,80000,01-02-2023,15:47:54,"Puente Alto, Región Metropolitana"
Motorola Moto G9 Power,130000,31-01-2023,14:25:12,"Estación Central, Región Metropolitana"
Motorola g51 5g,50000,30-01-2023,16:46:00,"Lo Prado, Región Metropolitana"
Celular Motorola G50 5G,400000,30-01-2023,15:14:26,"San Miguel, Región Metropolitana"
Motorola Moto E7 + Cargador Carga Rápida Tipo C,80000,30-01-2023,10:17:26,"Santiago, Región Metropolitana"
Motorola DGP 8550,0,29-01-2023,14:35:31,"Vitacura, Región Metropolitana"
Celular motorola g20,0,29-01-2023,14:19:01,"Peñalolén, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
