titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Motorola One fusion,100000,05-01-2023,15:28:40,"Santiago, Región Metropolitana"
Motorola one fusión,60000,04-01-2023,15:40:21,"Pirque, Región Metropolitana"
Motorola one fusión,110000,03-01-2023,15:12:04,"Pudahuel, Región Metropolitana"
Flex De Carga Motorola Moto One Fusion,5500,03-01-2023,12:24:34,"Macul, Región Metropolitana"
Pantalla Motorola Moto One Action,53900,03-01-2023,12:24:24,"Macul, Región Metropolitana"
Boton Encendido Y Volumen Moto G7 Power Motorola,9900,03-01-2023,12:19:14,"Macul, Región Metropolitana"
Flex De Carga Compatible Motorola One Action Xt201,16900,03-01-2023,11:31:46,"Macul, Región Metropolitana"
Motorola g(8) play,45000,02-01-2023,20:53:55,"San Miguel, Región Metropolitana"
Motorola e 20,75000,02-01-2023,13:52:22,"La Reina, Región Metropolitana"
Motorola moto c,20000,30-12-2022,08:15:51,"La Florida, Región Metropolitana"
Celular Motorola g9 power,80000,29-12-2022,17:16:54,"La Florida, Región Metropolitana"
Motorola moto e20 nuevo,75000,29-12-2022,14:02:38,"Curacaví, Región Metropolitana"
Radio portatil motorola XTS1500,300000,28-12-2022,14:46:22,"San Bernardo, Región Metropolitana"
Motorola G51 5G,160000,28-12-2022,13:08:19,"Santiago, Región Metropolitana"
Telefono móvil Motorola e6s,60000,28-12-2022,11:44:41,"Puente Alto, Región Metropolitana"
Motorola edge 30 neo,300000,27-12-2022,22:13:29,"La Granja, Región Metropolitana"
"Motorola e5 - Poco uso, practicamente nuevo",50000,27-12-2022,17:53:16,"San Joaquín, Región Metropolitana"
Motorola E30 NUEVO,80000,27-12-2022,17:50:59,"La Florida, Región Metropolitana"
Dgp6150 mototola mototrbo vhf,34500,27-12-2022,11:56:50,"Maipú, Región Metropolitana"
Pantalla Motorola Moto G8 Power,5500,27-12-2022,11:56:26,"Macul, Región Metropolitana"
Flex De Carga Motorola Moto G8 Power Lite,34900,27-12-2022,11:47:22,"Macul, Región Metropolitana"
Pantalla Motorola Moto G8 Power Lite,3790,27-12-2022,11:47:08,"Macul, Región Metropolitana"
Flex De Carga Motorola Moto G9 Power,80000,27-12-2022,11:46:07,"Macul, Región Metropolitana"
Flex De Carga Motorola Moto G8 Power Lite,100000,27-12-2022,11:25:46,"Macul, Región Metropolitana"
Motorola g20 en impecable estado ,100000,27-12-2022,10:00:18,"Buin, Región Metropolitana"
02 Portátil motorola dep450,100000,27-12-2022,00:27:17,"Maipú, Región Metropolitana"
Dep450 digital y análogo vhf Motorola,100000,26-12-2022,10:11:45,"Maipú, Región Metropolitana"
Motorola One fusión 64gb sin detalles ,70000,26-12-2022,05:58:07,"Puente Alto, Región Metropolitana"
Motorola G9 Power,100000,26-12-2022,00:03:24,"Santiago, Región Metropolitana"
celular motorola g30,139000,24-12-2022,09:56:39,"San Miguel, Región Metropolitana"
Motorola g9 power,5200,24-12-2022,01:23:24,"Peñaflor, Región Metropolitana"
Motorola e32 nuevo,5500,23-12-2022,09:09:57,"San Bernardo, Región Metropolitana"
Motorola g 22,180000,22-12-2022,21:34:04,"Independencia, Región Metropolitana"
Motorola g22,180000,22-12-2022,19:21:39,"Ñuñoa, Región Metropolitana"
Potenciómetro De Volumen Para Motorola Ep450 Dep45,37990,22-12-2022,15:53:18,"Las Condes, Región Metropolitana"
Adaptador De Audífono Para Radio Motorola Pro5150/,80000,22-12-2022,15:38:43,"Las Condes, Región Metropolitana"
02 Radios Motorola Ep-350 Uhf,6900,22-12-2022,13:46:17,"Huechuraba, Región Metropolitana"
Motorola edge 20 lite,16500,22-12-2022,13:24:23,"La Florida, Región Metropolitana"
Audifonos Inalambricos Motorola Moto Xt220,29000,22-12-2022,12:45:11,"Providencia, Región Metropolitana"
motorola  128gb,7990,20-12-2022,15:45:32,"El Bosque, Región Metropolitana"
Cámara Trasera Motorola Moto G4 Plus Xt1622 Xt1625,12500,20-12-2022,12:14:20,"Macul, Región Metropolitana"
Bisel Cristal Vidrio Cámara Motorola Moto G4 Plus,0,20-12-2022,11:58:02,"Macul, Región Metropolitana"
Camara Frontal Motorola Moto G4 Moto G4 Plus + Kit,0,20-12-2022,11:57:13,"Macul, Región Metropolitana"
Cámara Trasera Motorola Moto G4 Plus + Bisel Crist,0,20-12-2022,11:54:14,"Macul, Región Metropolitana"
Vidrio Templado Cellhelmet Para Tu Motorola Moto G,0,20-12-2022,11:53:44,"Providencia, Región Metropolitana"
Vidrio Templado Cellhelmet Para Tu Motorola Moto G,0,20-12-2022,11:27:01,"Providencia, Región Metropolitana"
Motorola g30,0,20-12-2022,08:11:55,"La Pintana, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
