titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
"Manos Libres Motorola, Kenwood",13000,05-10-2022,13:19:35,"San Joaquín, Región Metropolitana"
Motorola G100 de 8/128 gb,150000,04-10-2022,23:44:58,"La Florida, Región Metropolitana"
Motorola edge20lite,200000,03-10-2022,23:35:32,"La Florida, Región Metropolitana"
Motorola edge20lite,200000,03-10-2022,23:35:07,"La Florida, Región Metropolitana"
Motorola g50 5g,130000,03-10-2022,22:59:58,"Independencia, Región Metropolitana"
Motorola g50 5g,130000,03-10-2022,22:59:51,"Independencia, Región Metropolitana"
Motorola g20 edicion limitada,70000,03-10-2022,05:16:58,"Santiago, Región Metropolitana"
Motorola G50 5g,130000,02-10-2022,00:23:24,"La Granja, Región Metropolitana"
Dgm-6100+ vhf mototrbo Motorola digital y análogo,120000,01-10-2022,15:19:13,"Santiago, Región Metropolitana"
Equipo de Radio base Motorola pro5100 VHF,20000,01-10-2022,01:34:26,"Macul, Región Metropolitana"
Multicargador para dep450 Motorola,60000,30-09-2022,11:33:28,"Maipú, Región Metropolitana"
Motorola g4,120000,30-09-2022,09:15:05,"Maipú, Región Metropolitana"
Motorola moto G9,80000,30-09-2022,02:59:23,"Pudahuel, Región Metropolitana"
Dgm-4100 Motorola Mototrbo digital y análogo vhf,150000,30-09-2022,02:21:51,"Maipú, Región Metropolitana"
Motorola ,30900,30-09-2022,01:19:30,"Macul, Región Metropolitana"
Motorola moto G9 power,45000,29-09-2022,14:47:16,"Pudahuel, Región Metropolitana"
Dgp-8550e Motorola Mototrbo personalizado vhf,85000,28-09-2022,23:54:04,"Maipú, Región Metropolitana"
Dgm-5000e Motorola Mototrbo vhf digital y análogo,89000,28-09-2022,18:24:48,"Maipú, Región Metropolitana"
Impecable motorola g9 plus,350000,28-09-2022,12:13:42,"Las Condes, Región Metropolitana"
Pantalla Motorola Moto G5s Plus,12000,27-09-2022,15:39:48,"Macul, Región Metropolitana"
Pantalla motorola moto g6,150000,27-09-2022,08:42:36,"Providencia, Región Metropolitana"
Vendó Motorola Moto g20,185000,26-09-2022,20:38:39,"Maipú, Región Metropolitana"
Motorola Pro 5150 VHF,90000,26-09-2022,02:11:17,"Santiago, Región Metropolitana"
Motorola XTS 2500 800 MHZ APCO 25,150000,26-09-2022,02:00:40,"Santiago, Región Metropolitana"
Manos libre Motorola ,80000,23-09-2022,23:48:54,"San Bernardo, Región Metropolitana"
Radio Bidireccional Motorola.,60000,21-09-2022,15:24:38,"Santiago, Región Metropolitana"
Celular Motorola G30,10990,21-09-2022,00:49:46,"Providencia, Región Metropolitana"
Motorola g9 play,10990,20-09-2022,21:28:48,"Las Condes, Región Metropolitana"
Celular motorola edge 20 lite,90000,20-09-2022,15:59:32,"La Florida, Región Metropolitana"
3-Radios uhf motorola y kenwood,35000,20-09-2022,14:50:13,"La Cisterna, Región Metropolitana"
Ep-450 Motorola vhf fm,50000,20-09-2022,09:12:00,"Maipú, Región Metropolitana"
Celular Motorola y Samsung,180000,19-09-2022,00:06:56,"Puente Alto, Región Metropolitana"
 Motorola g8 power lite ,139990,16-09-2022,14:43:53,"San Bernardo, Región Metropolitana"
Em400 Motorola vhf,130000,15-09-2022,15:36:51,"Maipú, Región Metropolitana"
Motorola e20,40000,15-09-2022,07:53:19,"Ñuñoa, Región Metropolitana"
Manos libre para dep550 Motorola,150000,14-09-2022,14:36:49,"Maipú, Región Metropolitana"
Motorola Em400 vhf,0,13-09-2022,14:48:02,"Maipú, Región Metropolitana"
Audífono Motorola Earbuds Manos Libres Metal Plata,0,13-09-2022,12:35:48,"La Florida, Región Metropolitana"
Audífonos Motorola Earbuds Metal Manos libres,0,13-09-2022,12:34:03,"La Florida, Región Metropolitana"
Motorola one fusión (128 gb),0,12-09-2022,14:10:19,"San Joaquín, Región Metropolitana"
Radio Motorola,0,12-09-2022,05:15:45,"La Florida, Región Metropolitana"
Celular Motorola g7 64 gb 4RAM,0,11-09-2022,21:21:21,"Vitacura, Región Metropolitana"
Celular Motorola g 100,0,11-09-2022,14:16:41,"Peñaflor, Región Metropolitana"
Motorola G50 5G,0,10-09-2022,16:53:20,"Santiago, Región Metropolitana"
Motorola G60  128gb,0,10-09-2022,16:17:47,"Recoleta, Región Metropolitana"
Motorola en perfecto estado,0,09-09-2022,18:33:43,"Providencia, Región Metropolitana"
Motorola g60 nuevo sellado,0,09-09-2022,18:11:53,"Las Condes, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
