titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Pantalla Motorola Moto One Action,53900,19-10-2022,19:38:34,"Providencia, Región Metropolitana"
Cable Motorola Original Tipo Micro-usb Carga Rápid,6990,19-10-2022,19:32:36,"La Florida, Región Metropolitana"
Dgp5050 vhf Motorola Mototrbo digital y análogo,350000,19-10-2022,17:49:54,"Maipú, Región Metropolitana"
Dgp5050 Motorola mototrbo Dmr,19990,19-10-2022,16:27:29,"Maipú, Región Metropolitana"
Cargador de pared turbo power motorola 18w usb a c,39900,19-10-2022,14:33:36,"La Florida, Región Metropolitana"
Motorola G50 5G,450000,18-10-2022,19:55:04,"Las Condes, Región Metropolitana"
Pantalla Compatible Motorola Moto G7 Plus,70000,18-10-2022,13:33:45,"Providencia, Región Metropolitana"
Dep570e Motorola vhf Motorola mototrbo,90000,18-10-2022,12:40:59,"Maipú, Región Metropolitana"
Motorola one macro 64gb,41500,18-10-2022,08:27:34,"La Florida, Región Metropolitana"
Motorola one action como nuevo,110000,17-10-2022,16:01:05,"Santiago, Región Metropolitana"
Pantalla Motorola Moto G6 Plus,65000,17-10-2022,14:21:08,"Providencia, Región Metropolitana"
Motorola G20,10000,17-10-2022,14:02:37,"Peñalolén, Región Metropolitana"
Excelente Celular Marca Motorola,150000,17-10-2022,13:05:44,"La Cisterna, Región Metropolitana"
Celular Motorola E 6 PANTALLA PARTIDA,95000,16-10-2022,21:35:47,"San Joaquín, Región Metropolitana"
Motorola g60,24990,15-10-2022,18:47:17,"Santiago, Región Metropolitana"
Motorola g9 power 128 gb,75000,15-10-2022,13:28:39,"Ñuñoa, Región Metropolitana"
Pantalla Motorola Moto C,90000,15-10-2022,12:12:38,"Providencia, Región Metropolitana"
Motorola MotoG20,120000,14-10-2022,18:56:07,"Maipú, Región Metropolitana"
Celular Motorola e 32 nuevo,60000,14-10-2022,16:27:33,"Ñuñoa, Región Metropolitana"
Motorola e32,320000,14-10-2022,13:59:49,"La Pintana, Región Metropolitana"
Apx1000 Motorola vhf,190000,14-10-2022,13:33:27,"Maipú, Región Metropolitana"
Motorola G20,62156,13-10-2022,23:16:37,"Lo Prado, Región Metropolitana"
Motorola G9 play 64gb,80000,13-10-2022,21:42:33,"Santiago, Región Metropolitana"
Apx-1000 vhf mototola,80000,13-10-2022,10:55:57,"Maipú, Región Metropolitana"
Celular Motorola g71 5G,75000,12-10-2022,23:58:14,"Puente Alto, Región Metropolitana"
Radio Motorola DEP 550,80000,12-10-2022,22:49:14,"San Bernardo, Región Metropolitana"
Apx2500 Motorola para Mineria,30000,12-10-2022,22:09:27,"Maipú, Región Metropolitana"
Em200 Motorola,75000,12-10-2022,21:08:44,"Maipú, Región Metropolitana"
Pulsador Ptt Con Velcro Motorola Para Camión O Cam,75000,12-10-2022,17:31:14,"Las Condes, Región Metropolitana"
Apx2000 Motorola para minería,10900,12-10-2022,17:06:32,"Maipú, Región Metropolitana"
Motorola Moto G30,13360,12-10-2022,15:34:07,"San Miguel, Región Metropolitana"
Motorola Moto E30 sellado,5690,12-10-2022,15:32:06,"Santiago, Región Metropolitana"
Em200 Motorola vhf,5960,12-10-2022,15:29:04,"Maipú, Región Metropolitana"
Motorola Moto g 8 power,11900,10-10-2022,15:50:56,"Providencia, Región Metropolitana"
Teléfono Motorola G20 de 64gb,0,10-10-2022,09:25:45,"Estación Central, Región Metropolitana"
Motorola g7 power 64gb,0,09-10-2022,15:38:18,"Santiago, Región Metropolitana"
Motorola G 9 pawer,0,09-10-2022,01:34:00,"San Bernardo, Región Metropolitana"
Celular Motorola E30,0,08-10-2022,14:44:00,"Puente Alto, Región Metropolitana"
Batería motorola moto z2 play,0,08-10-2022,14:23:56,"Providencia, Región Metropolitana"
PTT Audífono Tubo Transparente Piel Para Motorola,0,07-10-2022,16:16:03,"Las Condes, Región Metropolitana"
Antena para Motorola Yaesu Vertex VHF,0,07-10-2022,15:58:44,"Las Condes, Región Metropolitana"
Antena para equipo Motorola Vertex Yaesu VX UHF,0,07-10-2022,15:26:07,"Las Condes, Región Metropolitana"
Pro-5100 Motorola vhf cabezal desmontable,0,06-10-2022,17:12:44,"Maipú, Región Metropolitana"
Audífonos Motorola,0,06-10-2022,16:46:41,"Santiago, Región Metropolitana"
Batería Compatible Con Motorola Moto X2,0,06-10-2022,16:46:00,"Providencia, Región Metropolitana"
Em200 Motorola vhf,0,06-10-2022,16:05:06,"Maipú, Región Metropolitana"
Pro-5100 Motorola vhf cabezal desmontable,0,06-10-2022,15:59:52,"Maipú, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
