titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Xiaomi mi 11 Lite 5g,165000,23-12-2022,15:00:01,"Estación Central, Región Metropolitana"
Xiaomi readmi c 10,95000,23-12-2022,13:08:08,"Santiago, Región Metropolitana"
Xiaomi 12 pro,550000,23-12-2022,11:51:15,"La Florida, Región Metropolitana"
Xiaomi redmi 9T black 128 g nuevo ,80000,23-12-2022,11:33:12,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 10 128 GB,80000,23-12-2022,11:33:06,"Providencia, Región Metropolitana"
Xiaomi 11T Pro 128gb,400000,23-12-2022,10:46:15,"La Reina, Región Metropolitana"
Cecular Xiaomi Mi 10T Pro,250000,22-12-2022,21:35:36,"Santiago, Región Metropolitana"
Xiaomi watch s1 Active,99000,22-12-2022,14:48:00,"Maipú, Región Metropolitana"
Xiaomi Mi 10t Pro,235000,22-12-2022,09:06:59,"Maipú, Región Metropolitana"
Smartband Xiaomi 5,150000,21-12-2022,23:03:12,"La Florida, Región Metropolitana"
Xiaomi redmi 10 2022,210000,21-12-2022,12:49:39,"Pudahuel, Región Metropolitana"
Celular xiaomi 11t,250000,21-12-2022,10:06:52,"Maipú, Región Metropolitana"
Xiaomi 11 t pro. permuto iPhone,250000,20-12-2022,19:08:00,"Santiago, Región Metropolitana"
"Xiaomi 10 T pro impecable, excelente estado",90000,19-12-2022,03:26:16,"Ñuñoa, Región Metropolitana"
Xiaomi Redmi Note 9,150000,18-12-2022,23:05:59,"Maipú, Región Metropolitana"
Xiaomi redmi note 9 pro,320000,18-12-2022,19:33:53,"Curacaví, Región Metropolitana"
Xiaomi 12 lite nuevo solo se abrió para ver,250000,18-12-2022,19:17:52,"Pedro Aguirre Cerda, Región Metropolitana"
"Xiaomi Mi 10T PRO, excelente estado, sin detalles",200000,18-12-2022,16:16:44,"Ñuñoa, Región Metropolitana"
Xiaomi Mi 10T Pro,180000,18-12-2022,15:46:24,"Estación Central, Región Metropolitana"
celular XIAOMI 11 LITE 5g poco uso,190000,17-12-2022,22:49:39,"Padre Hurtado, Región Metropolitana"
"Xiaomi redmi note 11, 128gb",5000,17-12-2022,17:03:11,"Puente Alto, Región Metropolitana"
2 Cajas Xiaomi 11 lite 5g ne,250000,15-12-2022,20:12:51,"Pedro Aguirre Cerda, Región Metropolitana"
Xiaomi 11 Lite 5g Ne,180000,15-12-2022,14:26:44,"San Miguel, Región Metropolitana"
Xiaomi Redmi Note 11,80000,15-12-2022,12:18:34,"San Miguel, Región Metropolitana"
Xiaomi redmi 10c,11000,15-12-2022,02:00:02,"Peñalolén, Región Metropolitana"
Carcasa Xiaomi Redmi Note 11 Pro,15000,14-12-2022,17:49:33,"Las Condes, Región Metropolitana"
Carcasa para Xiaomi Redmi Note 11 Pro,150000,14-12-2022,17:43:31,"Las Condes, Región Metropolitana"
Xiaomi poco x3PRO,110000,14-12-2022,17:16:15,"Santiago, Región Metropolitana"
Xiaomi note 11,300000,14-12-2022,00:10:35,"La Florida, Región Metropolitana"
Celular Xiaomi MI10T pro 256gb,69500,13-12-2022,22:54:58,"Las Condes, Región Metropolitana"
Smart watch xiomi S1 Active NUEVO,120000,13-12-2022,22:20:21,"La Florida, Región Metropolitana"
Xiaomi poco X3 nfc ,130000,13-12-2022,16:17:06,"San Bernardo, Región Metropolitana"
Xiaomi redmi 11 s,135000,13-12-2022,00:10:20,"Lo Barnechea, Región Metropolitana"
Xiaomi redmi note 10 pro,90000,12-12-2022,20:41:07,"La Florida, Región Metropolitana"
Xiaomi buds 3,140000,12-12-2022,08:06:58,"Santiago, Región Metropolitana"
Xiaomi watch S1 active,300000,12-12-2022,08:06:43,"Santiago, Región Metropolitana"
Celular Xiaomi 11T 256 GB 5G 8GB Ram,160000,12-12-2022,01:37:16,"Santiago, Región Metropolitana"
 celular Xiaomi 10,100000,11-12-2022,22:30:09,"La Cisterna, Región Metropolitana"
Celular xiami,200000,11-12-2022,20:22:51,"Maipú, Región Metropolitana"
Celular xiaomi redmi note 9s,150000,11-12-2022,20:14:53,"Santiago, Región Metropolitana"
Xiaomi mi 10t pro permuto por iphone,140000,11-12-2022,19:23:52,"La Reina, Región Metropolitana"
Celular xiaomi poco f3+ cargador,450000,11-12-2022,17:41:55,"Pudahuel, Región Metropolitana"
Xaomi redminote 9 ,14990,10-12-2022,15:00:53,"Macul, Región Metropolitana"
 Celular Marca Xiaomi Redmi Note 11,75000,10-12-2022,10:44:33,"La Cisterna, Región Metropolitana"
Xiaomi 12Pro,0,09-12-2022,11:47:54,"Quilicura, Región Metropolitana"
Audifonos Xiaomi Redmi Buds Essential Black Nuevos,0,09-12-2022,02:17:04,"Santiago, Región Metropolitana"
Xiaomi Redmi 9t,0,09-12-2022,01:43:49,"Renca, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
