titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Carcasa para xioami y Samsung a7,5000,28-11-2022,14:17:52,"San Miguel, Región Metropolitana"
Teléfono Xiaomi poco x3 pro 150 128gb 6+2de ram,4000,28-11-2022,12:45:50,"Peñalolén, Región Metropolitana"
Celular xaomi redmi a9 ,140000,28-11-2022,12:33:24,"La Granja, Región Metropolitana"
Forro xiaomi mi 11 lite 5g,150000,27-11-2022,14:19:33,"Estación Central, Región Metropolitana"
Celular xaomi p12 lite  128gb,250000,27-11-2022,13:25:07,"Huechuraba, Región Metropolitana"
Xiaomi note 10 pro de 11y128 gb duo,80000,27-11-2022,07:39:33,"La Florida, Región Metropolitana"
Telefono Celular Xiaomi,7700,27-11-2022,00:01:55,"San Miguel, Región Metropolitana"
XIAOMI REDMI NOTE 11S 5g,110000,26-11-2022,10:56:34,"Santiago, Región Metropolitana"
Reloj mi Xiaomi,80000,25-11-2022,20:29:33,"Pudahuel, Región Metropolitana"
Cable Micro Usb Galaxy Xiaomi Reforzado + envío,35000,25-11-2022,12:49:40,"Providencia, Región Metropolitana"
Xiaomi poco x3 pro,30000,24-11-2022,12:41:36,"La Florida, Región Metropolitana"
 redmi siaomi note 11,14990,24-11-2022,09:19:34,"Conchalí, Región Metropolitana"
Xiaomi Redmi 9 (1 año de uso),550000,23-11-2022,18:09:05,"Santiago, Región Metropolitana"
Banda deportiva Xiaomi Mi Band 5 Bluetooth,330000,23-11-2022,15:17:40,"La Florida, Región Metropolitana"
Xiaomi mi band 3,175000,23-11-2022,14:48:43,"La Florida, Región Metropolitana"
Oferta xiaomi redmi note 8 lente + instalación,80000,23-11-2022,12:21:13,"Providencia, Región Metropolitana"
Xiaomi 12 T pro Black nuevo doble sim ,130000,23-11-2022,09:23:06,"Santiago, Región Metropolitana"
Xiaomi Note 11,150000,22-11-2022,07:43:21,"Macul, Región Metropolitana"
Xiaomi 11T pro 8+3/256 GB conversable,110000,21-11-2022,23:46:54,"Santiago, Región Metropolitana"
Celular sellado Xiaomi Redmi note 11s,120000,21-11-2022,16:20:46,"San Joaquín, Región Metropolitana"
Celular Xiaomi Note 9,450000,21-11-2022,15:27:18,"Ñuñoa, Región Metropolitana"
Celular xiaomi redmi note 11,260000,21-11-2022,10:53:10,"La Florida, Región Metropolitana"
Xiaomi Redmi Note 11S NUEVO,75000,20-11-2022,00:17:04,"Independencia, Región Metropolitana"
Xiaomi redmi 10,95000,19-11-2022,21:52:16,"Santiago, Región Metropolitana"
Xiaomi Redmi 10A,180000,19-11-2022,21:42:22,"Santiago, Región Metropolitana"
Xiaomi mi 10t *nuevo,390000,18-11-2022,23:01:17,"Santiago, Región Metropolitana"
Xiaomi 12 256gb,100000,18-11-2022,22:03:22,"Santiago, Región Metropolitana"
Xiaomi mi 10 Pro 11/256 LEER,160000,18-11-2022,19:31:44,"Quilicura, Región Metropolitana"
Xiaomi Note 8,14990,17-11-2022,14:25:42,"Estación Central, Región Metropolitana"
Smartwatch Xiaomi Watch S1 Active,140000,17-11-2022,13:36:52,"La Florida, Región Metropolitana"
Xiaomi Redmi Note 11S 5G/ 128GB/ Nuevo/ Sellado,150000,17-11-2022,00:09:01,"Santiago, Región Metropolitana"
Celular Xiaomi 11 Special Edition,15000,16-11-2022,03:45:46,"Santiago, Región Metropolitana"
Xiaomi Redmi note 11,180000,15-11-2022,23:22:48,"Puente Alto, Región Metropolitana"
Xiaomi x3pro,60000,15-11-2022,15:07:26,"Santiago, Región Metropolitana"
Instalación Lente Trasera Xiaomi Redmi Note 5-5Pro,450000,15-11-2022,12:24:36,"Providencia, Región Metropolitana"
Xiaomi Redmi Note 8 Pro en color Azul,70000,15-11-2022,11:35:35,"Estación Central, Región Metropolitana"
Xiaomi redmi note 10 pro,130000,14-11-2022,15:48:49,"San Miguel, Región Metropolitana"
Celular xiaomi redmi 9,120000,14-11-2022,11:40:06,"San Bernardo, Región Metropolitana"
Xiaomi 10T pro,250000,13-11-2022,23:43:54,"La Granja, Región Metropolitana"
Smartwatch Xiaomi Mi Watch,120000,13-11-2022,23:35:01,"Huechuraba, Región Metropolitana"
Xiaomi 12 5G,0,13-11-2022,14:05:57,"Puente Alto, Región Metropolitana"
Xiaomi redmi 9,0,13-11-2022,13:44:08,"Maipú, Región Metropolitana"
Xiaomi note 10s,0,13-11-2022,01:43:40,"Puente Alto, Región Metropolitana"
Xiaomi redmi note 9 pro,0,12-11-2022,01:40:21,"Puente Alto, Región Metropolitana"
"Samsung a71, xiaomi redmi 9, Huawei mate 10",0,11-11-2022,11:41:21,"Lampa, Región Metropolitana"
Xiaomi mi10 t pro,0,10-11-2022,18:31:03,"Lo Barnechea, Región Metropolitana"
Xiaomi note 9128gb,0,10-11-2022,14:16:08,"Macul, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
