titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Xiaomi redmi note 11s,150000,09-12-2022,00:14:56,"Puente Alto, Región Metropolitana"
Xiaomi redmi 9 64gb,65000,08-12-2022,20:15:09,"Peñalolén, Región Metropolitana"
Xiaomi POCO X3 128 GB,100000,08-12-2022,18:21:03,"El Bosque, Región Metropolitana"
Xiaomi 12 t pro,650000,07-12-2022,23:48:51,"Providencia, Región Metropolitana"
Celular Samsung A22 5g y xaomi 10a,140000,07-12-2022,17:37:12,"Maipú, Región Metropolitana"
Xiaomi redime note 11 4g color grafito,200000,07-12-2022,16:13:38,"Maipú, Región Metropolitana"
Xiaomi 12 Lite 5 g,90000,07-12-2022,10:02:29,"Buin, Región Metropolitana"
Reloj inteligente xioami,170000,06-12-2022,23:54:13,"Estación Central, Región Metropolitana"
Xiaomi poco X4 pro 5g,65000,06-12-2022,20:40:33,"Pudahuel, Región Metropolitana"
Xiaomi 11 t,40000,06-12-2022,19:23:09,"Peñalolén, Región Metropolitana"
Xiaomi Redmi 9 -64gb,180000,06-12-2022,17:13:01,"San Bernardo, Región Metropolitana"
xiaomi ,145000,05-12-2022,23:04:59,"Maipú, Región Metropolitana"
Poco x3 pro 256 GB xiaomi / perfecto estado,229990,05-12-2022,16:29:44,"Las Condes, Región Metropolitana"
Xiomi note 11.sellado. nuevo,120000,04-12-2022,22:02:29,"Independencia, Región Metropolitana"
Xiomi 11lite 5g.nuevo,140000,04-12-2022,22:00:44,"Independencia, Región Metropolitana"
Celular xiaomi en perfecto estado de uso ,25000,04-12-2022,16:18:58,"Puente Alto, Región Metropolitana"
Xiaomi redmi note 11s liberado,35000,04-12-2022,12:24:35,"Santiago, Región Metropolitana"
Smart band xaomi,120000,04-12-2022,01:00:49,"Maipú, Región Metropolitana"
Cargador Xiaomi de 67W + cable Original,35000,02-12-2022,23:42:08,"San Joaquín, Región Metropolitana"
Celular Xiaomi redmi note 10 5g,145000,02-12-2022,20:10:40,"Lo Prado, Región Metropolitana"
Xiaomi Mi Smart Band 6,150000,02-12-2022,17:08:00,"Santiago, Región Metropolitana"
Xiaomi Redminote 11,130000,02-12-2022,10:11:23,"La Florida, Región Metropolitana"
Celular Xiaomi redmi note 10,340000,01-12-2022,23:13:31,"Maipú, Región Metropolitana"
Xiaomi Note 11s ,15000,01-12-2022,23:11:00,"Peñalolén, Región Metropolitana"
Xiaomi 11T Pro,60000,01-12-2022,22:24:02,"Macul, Región Metropolitana"
XIAOMI miband 4,160000,01-12-2022,21:24:11,"Ñuñoa, Región Metropolitana"
Xiaomi poco m3,320000,01-12-2022,17:22:12,"San Bernardo, Región Metropolitana"
Xiaomi Mi Note 10 Lite (128GB/8ram),48000,01-12-2022,14:53:32,"Santiago, Región Metropolitana"
Xiaomi mi 10t pro 5g,220000,01-12-2022,11:58:38,"Peñalolén, Región Metropolitana"
Reloj inteligente xiaomi k55 2022,470000,30-11-2022,16:55:34,"Santiago, Región Metropolitana"
Xiaomi redmi note 11 pro 5g graphite gray,110000,30-11-2022,14:58:54,"Lo Prado, Región Metropolitana"
Xiaomi 12,120000,30-11-2022,14:48:51,"Quilicura, Región Metropolitana"
Celular Xiaomi Redmi Note 9S,240000,30-11-2022,12:38:09,"La Cisterna, Región Metropolitana"
Xiaomi 10 Lite 5G,40000,30-11-2022,07:17:55,"Puente Alto, Región Metropolitana"
Xiaomi 11T,120000,30-11-2022,06:08:56,"Santiago, Región Metropolitana"
Smartwatch Xiaomi Amazfit Bip,75000,30-11-2022,02:19:27,"Providencia, Región Metropolitana"
Xiaomi redmi note 11 4gb 128gb,200000,30-11-2022,02:19:14,"Peñalolén, Región Metropolitana"
Celular Xiaomi redmi note 8,100000,30-11-2022,00:17:12,"Quilicura, Región Metropolitana"
Xiaomi note 11 pro color star blue,150000,29-11-2022,12:36:24,"La Florida, Región Metropolitana"
Xaomi redmi 9s note,225000,29-11-2022,12:25:17,"Puente Alto, Región Metropolitana"
Xiaomi Redmi 10A,80000,28-11-2022,22:58:55,"Santiago, Región Metropolitana"
Xiaomi 11T 256GB,300000,28-11-2022,22:35:14,"San Bernardo, Región Metropolitana"
Celular xiaomi redmi 10 2022,150000,28-11-2022,22:23:28,"La Florida, Región Metropolitana"
Celular xaomi p12 lite,330000,28-11-2022,18:13:40,"Huechuraba, Región Metropolitana"
Xiaomi redmi NOTE 10 PRO 128 GB gris,280000,28-11-2022,17:23:37,"Las Condes, Región Metropolitana"
"Xiaomi 11T,. 256gb impecable",0,28-11-2022,14:37:54,"San Bernardo, Región Metropolitana"
Xiaomi 11t pro,0,28-11-2022,14:31:36,"La Cisterna, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
