titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
XIAOMI REMI NOTE 11 PRO 5g + RELOJ XIAOMI ORIGINAL,330000,11-10-2022,11:54:13,"Buin, Región Metropolitana"
Celular Xiaomi Redmi Note 8 Dual SIM 64 GB,150000,11-10-2022,00:00:04,"Peñalolén, Región Metropolitana"
Xiaomi redmi 9 en impecable estado,100000,10-10-2022,23:47:06,"Independencia, Región Metropolitana"
Xiaomi redmi note 11,70000,10-10-2022,23:13:12,"La Pintana, Región Metropolitana"
Xaomi Note 11 T de 128GB 6 Ram,130000,10-10-2022,19:12:49,"Quinta Normal, Región Metropolitana"
Xiaomi Redmi 9a poco uso + carcasas,60000,10-10-2022,15:24:18,"Quinta Normal, Región Metropolitana"
Xiaomi Redmin note 10 5g,70000,10-10-2022,15:16:00,"Peñalolén, Región Metropolitana"
Xiaomi redmi note 11,100000,10-10-2022,02:47:14,"Santiago, Región Metropolitana"
Smart watch Xiaomi Mi watch,150000,09-10-2022,16:50:49,"Puente Alto, Región Metropolitana"
Xiaomi Redmi Note 9,410000,09-10-2022,03:23:41,"Macul, Región Metropolitana"
Celular xaomi redmi note9 128 gb 5g,250000,08-10-2022,22:52:13,"La Granja, Región Metropolitana"
 xiaomi redmi note10pro,300000,08-10-2022,08:37:47,"Huechuraba, Región Metropolitana"
Xiomi redmi note 9 ,3900,07-10-2022,18:00:32,"Puente Alto, Región Metropolitana"
XIAOMI 12 nuevo con boleta en mano,7900,07-10-2022,17:07:47,"La Florida, Región Metropolitana"
Celular Xiaomi note 11 s,80000,06-10-2022,22:48:19,"Cerro Navia, Región Metropolitana"
Xiaomi redmi note 11s azul (conversable),80000,06-10-2022,18:13:36,"Providencia, Región Metropolitana"
Flex Volumen Y Power Xiaomi Poco X3 Y Poco X3 Pro,120000,06-10-2022,16:04:21,"Macul, Región Metropolitana"
Flex Botón Encendido Y Volumen Xiaomi Mi 10T,200000,06-10-2022,15:12:00,"Macul, Región Metropolitana"
Celular xiaomi,100000,06-10-2022,14:11:50,"San Bernardo, Región Metropolitana"
Xiaomi Redmi Note 9,110000,06-10-2022,00:09:08,"Las Condes, Región Metropolitana"
Xiaomi Redmi Note 9s Dual Sim 128 Gb Plata 6 Gb Ra,110000,05-10-2022,20:07:07,"Santiago, Región Metropolitana"
"Xiaomi 12 Pro + Xiaomi Watch S1,audifonos y reloj",110000,05-10-2022,04:36:21,"La Reina, Región Metropolitana"
Xiaomi redmi note 11 + regalo un smartwatch,150000,05-10-2022,00:07:15,"Ñuñoa, Región Metropolitana"
Xiaomi watch S1 active,220000,03-10-2022,23:56:37,"San Miguel, Región Metropolitana"
Xiaomi Redmin note 10 5g,90000,03-10-2022,20:19:46,"Peñalolén, Región Metropolitana"
Xiaomi Redmin note 10 5g,6900,03-10-2022,20:19:38,"Peñalolén, Región Metropolitana"
Xiaomi Redmin note 10 5g,190000,03-10-2022,20:19:25,"Peñalolén, Región Metropolitana"
Xiaomi Poco X3 Pro 256GB,70000,03-10-2022,19:35:43,"Providencia, Región Metropolitana"
Celular Nuevo Xiaomi,95000,03-10-2022,14:53:43,"Ñuñoa, Región Metropolitana"
Xiaomi Redmi Note 8,200000,02-10-2022,00:32:17,"Las Condes, Región Metropolitana"
Flex Xiaomi Redmi Note 4 Boton Encendido Y Volumen,90000,01-10-2022,15:42:31,"Providencia, Región Metropolitana"
Xiaomi redmi note 11 + regalo un smartwatch,6990,01-10-2022,10:17:37,"Ñuñoa, Región Metropolitana"
Celular Xiaomi redmi note 8,160000,01-10-2022,10:07:56,"La Granja, Región Metropolitana"
Xiaomi note 9 pro 6/128 gb snapdragon,120000,01-10-2022,09:07:04,"Santiago, Región Metropolitana"
Xiaomi Mi 10t 5g Dual Sim 128 Gb Plata Lunar 6 Gb,150000,01-10-2022,06:54:14,"Maipú, Región Metropolitana"
Xiaomi redmi 9A,110000,30-09-2022,17:56:01,"La Florida, Región Metropolitana"
Correa Xiaomi Naranja Mi Band Strap 3 Y 4,250000,30-09-2022,15:15:19,"Maipú, Región Metropolitana"
Teléfono Xiaomi 11 Lt,0,30-09-2022,13:58:09,"La Pintana, Región Metropolitana"
Xiaomi POCO X3 Pro + Cargador Original y Carcasa,0,30-09-2022,09:27:20,"Peñalolén, Región Metropolitana"
Celular Xaomi Redmi 10 en $110000,0,30-09-2022,09:00:13,"San Miguel, Región Metropolitana"
Celular Xaomi Redmi 10 en $110000,0,30-09-2022,09:00:12,"San Miguel, Región Metropolitana"
Celular Xaomi Redmi 10,0,30-09-2022,09:00:12,"San Miguel, Región Metropolitana"
Celular Xaomi Redmi 10,0,30-09-2022,09:00:11,"San Miguel, Región Metropolitana"
Celular Xaomi Redmi 10,0,30-09-2022,03:05:50,"San Miguel, Región Metropolitana"
Xiaomi Redmi Note 10 4/128 GB,0,30-09-2022,02:32:14,"Las Condes, Región Metropolitana"
Xiaomi Redmi Note 10 pro,0,30-09-2022,02:24:04,"Estación Central, Región Metropolitana"
"Oferta XIAOMI 11 TT pro 256 gigas, impecable",0,30-09-2022,02:01:40,"Santiago, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
