titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Xiami pro10 conversable,150000,20-02-2023,18:43:41,"Santiago, Región Metropolitana"
Xiaomi redmi 9,60000,20-02-2023,10:17:29,"Renca, Región Metropolitana"
Xiaomi Watch S1 Active Gl,100000,19-02-2023,17:26:20,"Macul, Región Metropolitana"
Xiaomi PocoX3 Pro,230000,19-02-2023,17:21:54,"Estación Central, Región Metropolitana"
Xiaomi redmi 10 5g,110000,17-02-2023,22:21:37,"Quinta Normal, Región Metropolitana"
Xiaomi Note 10 5G,100000,17-02-2023,22:08:41,"La Florida, Región Metropolitana"
Celular Xiaomi Redmi 10 5G Nuevo,150000,17-02-2023,19:16:01,"Las Condes, Región Metropolitana"
Xiaomi 12 (normal),390000,17-02-2023,09:30:33,"San Miguel, Región Metropolitana"
Smartwatch Xiaomi Wear OS (Inglés-Chino),74990,17-02-2023,05:14:18,"Santiago, Región Metropolitana"
Xiaomi Mi watch black,65000,16-02-2023,23:27:32,"Pudahuel, Región Metropolitana"
Xiaomi 11 Lite,200000,16-02-2023,23:10:33,"Santiago, Región Metropolitana"
Xiaomi redmi 9,55000,16-02-2023,10:45:51,"Quilicura, Región Metropolitana"
Xiaomi 10 A,80000,14-02-2023,22:32:50,"Cerrillos, Región Metropolitana"
Xiaomi 10T Pro,250000,14-02-2023,10:20:39,"Puente Alto, Región Metropolitana"
Xiaomi Poco X4 Pro 5G usado,225000,13-02-2023,23:52:09,"San Miguel, Región Metropolitana"
"Carcasas Sansum, Ipone, Xiomi, Redmi",4000,12-02-2023,07:08:11,"San Joaquín, Región Metropolitana"
Funda Carcasa Xioami 12T Pro Airbags Marca Xundo,13999,11-02-2023,19:08:33,"Pedro Aguirre Cerda, Región Metropolitana"
XIAOMI REDMID 10,180000,11-02-2023,13:40:37,"La Florida, Región Metropolitana"
Xiaomi Redmi 10 dual sim,90000,11-02-2023,13:03:44,"La Florida, Región Metropolitana"
Xiaomi Redmi Note 9,70000,10-02-2023,23:59:24,"La Reina, Región Metropolitana"
Xiaomi 11t 5G 256 gb detalle estético,220000,10-02-2023,16:13:09,"La Florida, Región Metropolitana"
Carcasas Xiaomi Mi 11 lite,3990,09-02-2023,23:11:16,"La Granja, Región Metropolitana"
xiaomi note 10 5g ,100000,09-02-2023,22:25:27,"Conchalí, Región Metropolitana"
Xiaomi Redmi Note 9 Pro ,100000,09-02-2023,17:34:06,"Independencia, Región Metropolitana"
Xiaomi redmi 10 5g,120000,09-02-2023,16:00:13,"La Granja, Región Metropolitana"
Xiaomi watch s1 active,80000,09-02-2023,15:11:02,"Providencia, Región Metropolitana"
Xiaomi 9s 128bg 6ran,50000,08-02-2023,14:30:22,"San Bernardo, Región Metropolitana"
Flex Main Xiaomi Redmi Note 9s / 9 Pro,8900,08-02-2023,12:36:41,"Providencia, Región Metropolitana"
Flex De Carga Compatible Xiaomi Redmi Note 9s Y No,8500,08-02-2023,12:30:40,"Providencia, Región Metropolitana"
Lente Camara Trasera Xiaomi Redmi Note 9 PRO,6500,08-02-2023,12:16:02,"Providencia, Región Metropolitana"
Xiaomi 11 t pro,180000,08-02-2023,10:32:02,"Macul, Región Metropolitana"
Audífonos inalámbrico xiaomi redmi buds 3,30000,07-02-2023,19:52:17,"La Florida, Región Metropolitana"
Xiaomi MI 11 LITE 5G NUEVO SIN USO,240000,06-02-2023,22:00:43,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 9 S,125000,06-02-2023,16:34:00,"Santiago, Región Metropolitana"
Celular xiaomi redmi note 11pro,310000,06-02-2023,15:27:11,"La Cisterna, Región Metropolitana"
Xiaomi redmi note 11,100000,05-02-2023,02:26:57,"Providencia, Región Metropolitana"
Xiaomi 11 lite 5G,200000,04-02-2023,21:34:36,"Buin, Región Metropolitana"
Xiaomi mi 11t,280000,04-02-2023,15:31:51,"Maipú, Región Metropolitana"
Celular Xiaomi redmi note 11,130000,03-02-2023,01:50:20,"El Bosque, Región Metropolitana"
 Xiaomi redmi 9a,75000,02-02-2023,12:01:41,"San Bernardo, Región Metropolitana"
Xiaomi 11 lite neo,150,02-02-2023,11:09:50,"San Bernardo, Región Metropolitana"
Xiaomi redmi 9 64gb,65000,02-02-2023,09:35:49,"San Miguel, Región Metropolitana"
Xiaomi Poco X3 Pro,150000,02-02-2023,07:48:04,"Maipú, Región Metropolitana"
 mi xiaomi 12 pro con telefoto,500000,31-01-2023,22:45:28,"El Bosque, Región Metropolitana"
Xiaomi Redmi A1 nuevo,100000,31-01-2023,21:05:30,"Puente Alto, Región Metropolitana"
Xiaomi S1 Active Sellado,120000,30-01-2023,16:13:37,"San Miguel, Región Metropolitana"
Xiaomi Mi 11 Pro Rom Globlal,480000,30-01-2023,10:04:49,"Santiago, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
