titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Xiaomo redmi 10A,80000,13-09-2022,16:53:36,"San Miguel, Región Metropolitana"
Xiaomi Redmi 10 128 GB y 4 GB RAM,120000,13-09-2022,15:51:35,"Maipú, Región Metropolitana"
Pantalla xiaomi redmi note 9s,39900,13-09-2022,13:10:10,"Providencia, Región Metropolitana"
Pantalla xiaomi redmi note 9 pro,39900,13-09-2022,12:41:31,"Providencia, Región Metropolitana"
Xiaomi Redmi Note 9 128 gb,85000,13-09-2022,00:25:44,"Santiago, Región Metropolitana"
Celular Xiaomi Redmi 9C usado,100000,12-09-2022,19:36:42,"Ñuñoa, Región Metropolitana"
Flex Main Xiaomi Redmi Note 8 Pro,4900,12-09-2022,18:15:25,"Macul, Región Metropolitana"
Xiaomi redmi note 9 pro ,85000,11-09-2022,23:11:26,"Puente Alto, Región Metropolitana"
Xiaomi Redmi 10A,15000,11-09-2022,19:36:02,"Santiago, Región Metropolitana"
Xiomi note 10 128gb y 6 de ram,160000,10-09-2022,21:53:51,"Maipú, Región Metropolitana"
Celular Xiaomi M1 A1 Arreglo o Repuesto,130000,10-09-2022,19:51:53,"Maipú, Región Metropolitana"
Xiaomi redmi note 11s,170000,10-09-2022,09:42:52,"La Florida, Región Metropolitana"
Celular Xiaomi Redmi Note 10 S,160000,09-09-2022,10:29:37,"San Miguel, Región Metropolitana"
Xiaomi redmi note 11s,90000,08-09-2022,18:22:49,"Puente Alto, Región Metropolitana"
Xiaomi mi 20 Lite ,9500,08-09-2022,15:08:00,"Santiago, Región Metropolitana"
Smartwatch S1 Active Black Xiaomi - Nuevo/Sellado,100000,08-09-2022,14:11:50,"Santiago, Región Metropolitana"
Audifonos Bluetooth Xiaomi Redmi Airdots 2 (TW4),120000,08-09-2022,11:20:17,"Providencia, Región Metropolitana"
Xiaomi redmi,180000,08-09-2022,10:21:00,"Pudahuel, Región Metropolitana"
Xiaomi redmi note 10 s,155000,07-09-2022,22:06:32,"La Cisterna, Región Metropolitana"
Dos Xiaomi 10 4 ram 64 gb en caja,150000,07-09-2022,21:28:54,"La Reina, Región Metropolitana"
Xiaomi Redmi Note 10 5G (nuevos sellados),120000,07-09-2022,14:56:01,"Santiago, Región Metropolitana"
Xiaomi Redmi 10 A,100000,07-09-2022,03:12:08,"Pudahuel, Región Metropolitana"
Telefono Xiaomi Redmi Note 10 128 GB/4RAM/5G,170000,07-09-2022,02:58:05,"Santiago, Región Metropolitana"
Xiaomi ,250000,07-09-2022,01:58:59,"Colina, Región Metropolitana"
 de celular xiaomi,170000,06-09-2022,20:18:49,"Ñuñoa, Región Metropolitana"
SmartPhone XAOMI,5900,06-09-2022,18:01:53,"San Miguel, Región Metropolitana"
celular nuevo xiaomi note 11 pro,220000,06-09-2022,15:24:59,"Alhué, Región Metropolitana"
Teléfono xiaomi Redmi note 11,8900,06-09-2022,14:03:30,"Santiago, Región Metropolitana"
Lente cámara trasera xiaomi redmi note 9-azul,190000,06-09-2022,14:02:47,"Providencia, Región Metropolitana"
Xiaomi poco f3 128gb blanco,23000,06-09-2022,13:44:49,"Santiago, Región Metropolitana"
Flex main xiaomi redmi note 10s,4900,06-09-2022,13:36:09,"Providencia, Región Metropolitana"
Celular xiaomi,250000,05-09-2022,22:48:45,"Padre Hurtado, Región Metropolitana"
Cargador inalambrico xiaomi,150000,05-09-2022,21:03:35,"Quinta Normal, Región Metropolitana"
FLEX MAIN XIAOMI REDMI NOTE 8 pro,430000,05-09-2022,15:40:32,"Providencia, Región Metropolitana"
Xiaomi Mi 10T 5g 6gb ram 128gb,30000,05-09-2022,12:31:14,"Santiago, Región Metropolitana"
Xiaomi poco x3 pro,8900,04-09-2022,22:04:46,"Vitacura, Región Metropolitana"
Xiaomi mi 11 como nuevo,170000,04-09-2022,05:08:40,"San Miguel, Región Metropolitana"
Cargador original Xiaomi ,150000,03-09-2022,18:04:21,"Estación Central, Región Metropolitana"
Flex Main Xiaomi Redmi Note 9s / 9 Pro,180000,03-09-2022,12:42:49,"Providencia, Región Metropolitana"
Xiaomi Redmi Note 11S 5G Dual SImidnight black 6gb,34500,02-09-2022,18:50:46,"San Miguel, Región Metropolitana"
Xiaomi Poco X3 GT,350000,02-09-2022,12:56:52,"La Florida, Región Metropolitana"
Xiaomi Redmi Note 11S nuevo,95000,01-09-2022,22:26:31,"La Pintana, Región Metropolitana"
Pantalla xiaomi redmi note 8 pro,80000,01-09-2022,14:33:35,"Providencia, Región Metropolitana"
Xiaomi 11tpro-s.art watch ,33900,01-09-2022,11:26:31,"Renca, Región Metropolitana"
Celular Xiaomi redmi note 9 pro (reacondicionado),0,01-09-2022,01:29:15,"Puente Alto, Región Metropolitana"
Xiaomi redmi note 9,0,31-08-2022,14:46:53,"Santiago, Región Metropolitana"
Pantalla xiaomi redmi note 7,0,31-08-2022,12:46:08,"Providencia, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
