titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
"Xiaomi 12 pro 256gb nuevo, con boleta",650000,17-08-2022,22:55:27,"Lo Barnechea, Región Metropolitana"
Celular xiaomi redmi 9a,70000,17-08-2022,15:07:01,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 10 Pebble White semi nuevo,130000,17-08-2022,10:24:06,"Quilicura, Región Metropolitana"
Xiaomi redmi note 10 5g,100000,17-08-2022,10:11:13,"La Granja, Región Metropolitana"
Xiaomi mi band 5 usada,60000,16-08-2022,22:27:23,"Puente Alto, Región Metropolitana"
celular Xiaomi 11 Lite 5G,290000,16-08-2022,20:36:31,"Providencia, Región Metropolitana"
Mi watch xiaomi,205000,16-08-2022,16:28:37,"San Bernardo, Región Metropolitana"
Celular Xiaomi redmi9t,150000,16-08-2022,15:24:07,"San Bernardo, Región Metropolitana"
Xiaomi POCO X4 PRO 5G 128Gb con 3 meses de uso,200000,16-08-2022,11:19:50,"Maipú, Región Metropolitana"
Xiaomi Redmi Note 11 Pro 6GB RAM 128GB ROM,370000,14-08-2022,23:05:35,"San Miguel, Región Metropolitana"
Celular Xiomi,90000,13-08-2022,11:18:37,"Puente Alto, Región Metropolitana"
Xiaomi redmi note 11,100000,13-08-2022,10:56:31,"La Pintana, Región Metropolitana"
Xiaomi 11 t pro,95000,12-08-2022,23:27:49,"Peñaflor, Región Metropolitana"
Xiaomi redmi a10,65000,12-08-2022,18:41:17,"Buin, Región Metropolitana"
Teléfono Impeque Xiaomi redmi 10s,160000,12-08-2022,18:41:07,"La Cisterna, Región Metropolitana"
Teléfono nuevo Xiaomi Redmi a10 64GB,70000,12-08-2022,18:40:35,"Buin, Región Metropolitana"
Cambio de pantalla xiomi redmi 9t,350000,12-08-2022,12:23:25,"Providencia, Región Metropolitana"
Xiaomi 10 pro ,100000,11-08-2022,23:50:57,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 8,120000,11-08-2022,22:01:25,"Lo Espejo, Región Metropolitana"
Xiaomi poco F3,120000,11-08-2022,20:33:35,"Santiago, Región Metropolitana"
"Teléfono xiaomi 11t pro ,un mes de uso",350000,11-08-2022,11:05:51,"Vitacura, Región Metropolitana"
Xiaomi Redmi 10A SELLADO NUEVO,90000,11-08-2022,09:19:50,"Santiago, Región Metropolitana"
Celular xaomi mi10 lite,90000,10-08-2022,21:24:00,"Puente Alto, Región Metropolitana"
Celular Xiaomi redmi note 11,190000,10-08-2022,13:18:36,"San Bernardo, Región Metropolitana"
Xiaomi 11t pro 256gb,135000,10-08-2022,10:53:33,"Cerro Navia, Región Metropolitana"
Xiomi Redmi 9T,110000,09-08-2022,21:24:02,"San Miguel, Región Metropolitana"
Xiaomi Redmi 9T 128GB NUEVO sin detalles,70000,09-08-2022,13:05:20,"Ñuñoa, Región Metropolitana"
Xiaomi MI 10 T 5 G,50000,09-08-2022,12:25:29,"Macul, Región Metropolitana"
Celular Xiaomi Mi 9T 128GB,120000,08-08-2022,23:32:23,"La Cisterna, Región Metropolitana"
Xiaomi Redmi 9T,150000,08-08-2022,22:37:06,"Las Condes, Región Metropolitana"
xaomi Mi 10T pro,70000,08-08-2022,20:34:01,"Conchalí, Región Metropolitana"
Xiaomi Redmi Note 10,80000,08-08-2022,15:17:20,"Puente Alto, Región Metropolitana"
Xiaomi Redmi Note 8,100000,08-08-2022,15:07:59,"Puente Alto, Región Metropolitana"
Cambio de pantalla xiomi redmi 9a,172000,08-08-2022,12:50:56,"Providencia, Región Metropolitana"
XIAOMI POCO X3 PRO 128gb,50000,08-08-2022,00:56:40,"La Florida, Región Metropolitana"
Xiaomi redmi Note 10 Pro,150000,07-08-2022,21:09:26,"Lampa, Región Metropolitana"
Xiaomi poco m3,65000,07-08-2022,20:52:56,"La Pintana, Región Metropolitana"
Xiaomi Redmi 9c,200000,07-08-2022,20:11:06,"Estación Central, Región Metropolitana"
Xiaomi Redmi 9,99990,07-08-2022,17:23:46,"Maipú, Región Metropolitana"
Xiaomi Redmi 9,100000,07-08-2022,14:27:45,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 11 128gb Gris,0,06-08-2022,16:18:33,"La Reina, Región Metropolitana"
Cambio de pantalla xiomi redmi 9c,0,06-08-2022,13:07:53,"Providencia, Región Metropolitana"
Pantalla xiomi redmi note 10 pro,0,05-08-2022,12:14:24,"Providencia, Región Metropolitana"
Xiaomi redmi 9,0,04-08-2022,17:28:00,"Puente Alto, Región Metropolitana"
Celular Xiamomi MI10T PRO,0,04-08-2022,16:31:50,"Peñalolén, Región Metropolitana"
Audífonos Inalámbricos Xiaomi Buds 3 Negro,0,04-08-2022,12:30:53,"Maipú, Región Metropolitana"
Xiaomi Watch S1 Active: Color Negro,0,03-08-2022,23:54:07,"San Miguel, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
