titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Celular xiaomi redmi 9,80000,10-01-2023,15:22:46,"Puente Alto, Región Metropolitana"
Xiaomi 10 5G Graphite Gray 4GB RAM 128GB ROM,90000,10-01-2023,12:35:39,"Las Condes, Región Metropolitana"
Xiaomi note 10 pro 128gb,80000,10-01-2023,11:57:51,"Santiago, Región Metropolitana"
Xiaomi y huawey,210000,10-01-2023,10:11:32,"Santiago, Región Metropolitana"
Xiaomi 11 tpro,285000,09-01-2023,18:20:00,"Macul, Región Metropolitana"
Xiaomi 11 Lite,200000,09-01-2023,14:45:27,"Las Condes, Región Metropolitana"
Smartwatch xiaomi ,60000,09-01-2023,14:43:51,"Puente Alto, Región Metropolitana"
Xiaomi Redmi 10A,100000,09-01-2023,13:08:16,"Quilicura, Región Metropolitana"
Xiaomi redmi 10,70000,08-01-2023,16:13:47,"San José de Maipo, Región Metropolitana"
Redmi 10A (Xiaomi) 64 gb,70000,08-01-2023,00:38:39,"Peñalolén, Región Metropolitana"
Xiaomi MI 10T lite,150000,07-01-2023,20:56:00,"Peñalolén, Región Metropolitana"
Xiaomi Poco x3 pro 128 Gb,128000,06-01-2023,20:04:55,"Estación Central, Región Metropolitana"
Xiaomi 12 lite Black 8gb ram 128 rom (Nuevo y sell,300000,06-01-2023,10:20:49,"Ñuñoa, Región Metropolitana"
Xiaomi Redmi note 9 pro,140000,06-01-2023,09:06:49,"Recoleta, Región Metropolitana"
Xiaomi watch s1 gl,170000,06-01-2023,08:28:40,"Ñuñoa, Región Metropolitana"
Cargador Xiaomi 67w TURBO ORIGINAL,45000,05-01-2023,15:56:53,"Maipú, Región Metropolitana"
Cargadores XIAOMI 33w 67w 120w,175000,05-01-2023,15:52:42,"Maipú, Región Metropolitana"
Xiaomi Redmi note 11s,200000,05-01-2023,11:09:51,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 11S 5G liberado,200000,05-01-2023,10:47:20,"Providencia, Región Metropolitana"
Xiaomi 11 t 256 gb,80000,05-01-2023,01:29:36,"Pedro Aguirre Cerda, Región Metropolitana"
Teléfono xiaomi 9a semi nuevo,45000,04-01-2023,21:32:00,"Colina, Región Metropolitana"
Xiaomi redmi 9c,300000,04-01-2023,15:37:32,"Pirque, Región Metropolitana"
Xiaomi 11T pro,12990,04-01-2023,15:04:01,"La Pintana, Región Metropolitana"
Audifonos Xiaomi Nuevos (envío incluido),90000,04-01-2023,13:14:41,"Paine, Región Metropolitana"
Celular Xiaomi Red Mi Note 7,290000,04-01-2023,11:18:47,"Santiago, Región Metropolitana"
Xiaomi 12 Lite,10000,03-01-2023,21:25:39,"Santiago, Región Metropolitana"
Xioami mi Band 3 pulsera,160000,03-01-2023,17:18:01,"Las Condes, Región Metropolitana"
Xiaomi mi 10t pro de 11y256 gb ,95000,03-01-2023,16:55:33,"La Florida, Región Metropolitana"
Xiaomi Redmi 10A 64GB 3GBRAM,60000,03-01-2023,13:01:57,"Maipú, Región Metropolitana"
Xiaomi Redmi Note 9,300000,03-01-2023,09:52:00,"Santiago, Región Metropolitana"
Xiaomi mi 11t pro,130000,02-01-2023,18:15:58,"San Bernardo, Región Metropolitana"
Teléfono xiaomi redmi 10 s,155000,02-01-2023,13:43:53,"Santiago, Región Metropolitana"
Xiomi note 11,180000,02-01-2023,11:48:09,"Peñalolén, Región Metropolitana"
CELULAR xiaomi NUEVO,140000,01-01-2023,19:15:26,"Cerro Navia, Región Metropolitana"
Xiaomi mi 10t reacondicionado,80000,30-12-2022,18:50:25,"Providencia, Región Metropolitana"
Xiaomi Redmi Note 10 Pro,430000,29-12-2022,22:37:39,"Ñuñoa, Región Metropolitana"
Xiaomi redmi note 8 pro,80000,29-12-2022,18:29:01,"Peñalolén, Región Metropolitana"
Xiaomi 12 Pro,360000,29-12-2022,10:34:05,"Las Condes, Región Metropolitana"
Xaomi a10 64gb,140000,29-12-2022,10:06:25,"San Miguel, Región Metropolitana"
Celular Xiaomi,200000,27-12-2022,16:30:38,"Santiago, Región Metropolitana"
Xiaomi redmi 10,180000,27-12-2022,10:25:06,"Santiago, Región Metropolitana"
Xiaomi Poco X3,350000,26-12-2022,19:46:27,"Pudahuel, Región Metropolitana"
Xiomi redmi 10 S10pro,80000,26-12-2022,16:21:49,"Melipilla, Región Metropolitana"
Xiaomi Mi11 256GB 8GB RAM 108MP,100000,26-12-2022,14:07:19,"Las Condes, Región Metropolitana"
Xiaomi redmi 9t usado,280000,25-12-2022,17:18:38,"Maipú, Región Metropolitana"
Xiaomi redmi 10 C nuevo,0,25-12-2022,15:48:40,"Santiago, Región Metropolitana"
Xiaomi Redmi note 11 pro 5G,0,24-12-2022,16:57:01,"Melipilla, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
