titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Xiaomi retmi 9t,100000,10-11-2022,13:27:59,"Santiago, Región Metropolitana"
Xiaomi redmi note 8,100000,10-11-2022,10:07:05,"La Florida, Región Metropolitana"
Mi smart band 5 negro y pesa inteligente Xiaomi,50000,09-11-2022,12:44:12,"Santiago, Región Metropolitana"
Celular como nuevo xaomi note 9,200000,08-11-2022,23:53:19,"Recoleta, Región Metropolitana"
Celular Xiaomi Redmi Note 11 Pro,200000,08-11-2022,23:37:12,"La Cisterna, Región Metropolitana"
celular Xiaomi Redmi Note 11 Pro ,250000,08-11-2022,21:55:37,"La Cisterna, Región Metropolitana"
Xiaomi 11T 256Gigas,82000,08-11-2022,18:10:06,"Quinta Normal, Región Metropolitana"
Celular Xiaomi Mi 8,130000,08-11-2022,17:26:25,"Santiago, Región Metropolitana"
Xiaomi redmi note 9 pro 6ram 128 rom,350000,08-11-2022,15:02:19,"Santiago, Región Metropolitana"
o permuto Xiaomi 11 T PRO+ cadenas,70000,08-11-2022,12:52:48,"Macul, Región Metropolitana"
Xiaomi poco,150000,08-11-2022,08:53:38,"Maipú, Región Metropolitana"
Xiaomi redmi note 15 5g,220000,08-11-2022,00:01:28,"Puente Alto, Región Metropolitana"
Xiaomi Redmi note 11 s,180000,07-11-2022,17:36:08,"Santiago, Región Metropolitana"
Xiaomi mi 10t pro cuidado único,80000,07-11-2022,13:11:16,"Conchalí, Región Metropolitana"
Celular Xiaomi redmi note 9,320000,06-11-2022,14:24:52,"Buin, Región Metropolitana"
Xiaomi mi11,110000,06-11-2022,03:38:51,"Providencia, Región Metropolitana"
Xiaomi redmi note 10 verde aurora 5G 128gb,520000,05-11-2022,12:20:35,"Quilicura, Región Metropolitana"
Xiaomi 12 pro 256gb,150000,04-11-2022,23:03:53,"Colina, Región Metropolitana"
Xiaomi Redmi Note 11 128 GB,75000,04-11-2022,14:10:55,"Ñuñoa, Región Metropolitana"
Xiaomi redmi note 8,140000,04-11-2022,13:17:28,"Santiago, Región Metropolitana"
Xiaomi Redmi note 11 (5g),100000,03-11-2022,19:50:19,"La Cisterna, Región Metropolitana"
Celular Xiaomi Redmi Note 8,80000,02-11-2022,18:31:34,"Maipú, Región Metropolitana"
Xiaomi Poco x3,215000,02-11-2022,01:45:43,"La Cisterna, Región Metropolitana"
Xiaomi Redmi Note 10S - 3 meses,70000,02-11-2022,00:26:08,"Santiago, Región Metropolitana"
Xiaomi redmi note 8,250000,01-11-2022,18:40:59,"La Florida, Región Metropolitana"
Xaomi 11T Impecable,250000,01-11-2022,13:24:54,"La Pintana, Región Metropolitana"
Xiaomi 11t 256G,120000,01-11-2022,01:42:59,"Estación Central, Región Metropolitana"
Xiaomi Watch S1 Active,120000,31-10-2022,01:56:12,"La Florida, Región Metropolitana"
Xiaomi Redmi 10 ,150000,31-10-2022,00:17:01,"Pedro Aguirre Cerda, Región Metropolitana"
Xiaomi Note 10 pro,18000,30-10-2022,23:13:18,"Peñaflor, Región Metropolitana"
"Celular xaomi redmi note 10pro ,128 GB",140000,30-10-2022,13:13:40,"San Joaquín, Región Metropolitana"
Audifono xiaomi headset (una oreja),125000,30-10-2022,12:40:04,"Santiago, Región Metropolitana"
Xiaomi note 10 pro,200000,30-10-2022,08:31:02,"El Bosque, Región Metropolitana"
Xiaomi Redmi 10c,120000,29-10-2022,23:07:07,"Lo Prado, Región Metropolitana"
Xiaomi Poco F3 5g 8GB RAM/256GB ROM Artic white ,160000,29-10-2022,19:07:19,"Maipú, Región Metropolitana"
Celular Xiaomi Poco F3,60000,29-10-2022,13:30:25,"La Florida, Región Metropolitana"
Xiaomi note 11,100000,28-10-2022,18:07:35,"San Ramón, Región Metropolitana"
Xaomi note 5g 127 gb nuevo,180000,28-10-2022,18:04:49,"Santiago, Región Metropolitana"
Xiaomi redmi 10a,99000,27-10-2022,20:15:47,"Santiago, Región Metropolitana"
Xiaomi Redmi 9,6000,27-10-2022,13:50:18,"Puente Alto, Región Metropolitana"
Espectacular Xiaomi MI9,5000,27-10-2022,10:13:57,"Santiago, Región Metropolitana"
Xiaomi mi 10t pro ,150000,26-10-2022,22:52:24,"Quilicura, Región Metropolitana"
Xiaomi red note 9,70000,26-10-2022,21:26:25,"Pudahuel, Región Metropolitana"
Carcasa Xiaomi Redminote 11,0,26-10-2022,21:18:55,"Ñuñoa, Región Metropolitana"
Funda Xiaomi Redmi Note 10 Pro,0,26-10-2022,20:25:31,"Cerrillos, Región Metropolitana"
Xiaomi telefono ,0,26-10-2022,14:28:23,"Padre Hurtado, Región Metropolitana"
"Xiaomi redmi note 8 de 6,3' 64 gb almacenamiento",0,25-10-2022,18:55:22,"Santiago, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
