titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Xiaomi redmi 10s,100000,25-10-2022,18:13:36,"La Reina, Región Metropolitana"
"Carcasas Galaxy A32 y Galaxy A12, Xioami redmi ",1500,25-10-2022,13:09:47,"San Bernardo, Región Metropolitana"
Xaomi Redmi Note 10 pro ,135000,25-10-2022,11:51:03,"Lo Prado, Región Metropolitana"
Xiaomi MI 9T 128G,45000,25-10-2022,11:01:39,"Pudahuel, Región Metropolitana"
Xiaomi redmi note 6,130000,24-10-2022,19:02:25,"Macul, Región Metropolitana"
 mi xaomi poco M4pro ,190000,24-10-2022,17:09:45,"Puente Alto, Región Metropolitana"
Xiaomi mi 10t lite 128gb azul,210000,23-10-2022,13:12:25,"Vitacura, Región Metropolitana"
Celular Xiaomi 11T y es 5G almacenamiento 256 GB,85000,22-10-2022,15:16:01,"Estación Central, Región Metropolitana"
Xiaomi mi mix 3 (con detalles),110000,22-10-2022,02:42:14,"Peñalolén, Región Metropolitana"
Xaomi note 9pro,160000,21-10-2022,20:18:47,"Santiago, Región Metropolitana"
Xiaomi Redmi Note 10 5G,120000,21-10-2022,10:40:29,"La Florida, Región Metropolitana"
Xiaomi Redmi note 10 5g,90000,20-10-2022,14:03:15,"San Joaquín, Región Metropolitana"
Xiaomi redmi note 9 128gb dual sim,90000,20-10-2022,02:33:35,"La Florida, Región Metropolitana"
Xiaomi Redmi Note 10,450000,20-10-2022,00:03:50,"Maipú, Región Metropolitana"
Xiaomi redmi 11T + huawei Watch gt,7500,19-10-2022,19:49:46,"Padre Hurtado, Región Metropolitana"
Botón encendido y volumen xiaomi redmi note 5,12000,19-10-2022,19:44:45,"Providencia, Región Metropolitana"
Xiaomi m6 SmartWatch Impermeable Waterproof Reloj,129990,19-10-2022,18:22:16,"Maipú, Región Metropolitana"
mi Xiomi 10T Lite,100000,19-10-2022,17:16:00,"Providencia, Región Metropolitana"
Telefonos xiaomi nuevos sellados,100000,19-10-2022,16:39:22,"Conchalí, Región Metropolitana"
Xiaomi redmi note 10s,250000,19-10-2022,15:23:41,"Maipú, Región Metropolitana"
Celular xiaomi redmi 10s,270000,19-10-2022,14:51:44,"San Miguel, Región Metropolitana"
Xiaomi redmi note 10s,100000,18-10-2022,17:08:00,"Pedro Aguirre Cerda, Región Metropolitana"
Xiaomi redmi note 11 Pro 5g,130000,18-10-2022,16:51:24,"Vitacura, Región Metropolitana"
Xiaomi Rredmi note 9,150000,18-10-2022,13:26:13,"Lo Barnechea, Región Metropolitana"
Xiami red mi note9,3900,18-10-2022,10:41:36,"El Bosque, Región Metropolitana"
Celular Xiaomi 10S 128 GB,130000,17-10-2022,22:00:01,"Ñuñoa, Región Metropolitana"
Xiaomi Mi 11 Lite 5g NE Dual SIM 128gb 8gb ram,220000,17-10-2022,09:41:19,"Ñuñoa, Región Metropolitana"
Xiomi note 11s,135000,16-10-2022,13:32:07,"Conchalí, Región Metropolitana"
Celular xaomi redmi note 9,500000,15-10-2022,21:03:52,"Recoleta, Región Metropolitana"
Celular xiaomi redmi note 9 gris,100000,15-10-2022,20:42:11,"Maipú, Región Metropolitana"
Xiaomi POCO X3 NFC,190000,15-10-2022,18:28:25,"La Florida, Región Metropolitana"
Flex Main Xiaomi Redmi Note 9,140000,15-10-2022,12:14:19,"Providencia, Región Metropolitana"
XIAOMI MI T10 Lite,140000,14-10-2022,16:21:06,"Buin, Región Metropolitana"
Xaomi redmi 11 Lite 5g NE,60000,14-10-2022,13:36:20,"Puente Alto, Región Metropolitana"
Xiaomi 12 Lite 5g,95000,14-10-2022,11:16:38,"Providencia, Región Metropolitana"
Xiaomi 11 5G 8/128 snapdragon impeque,75000,13-10-2022,16:40:21,"Santiago, Región Metropolitana"
Xiaomi 12 pro,220000,13-10-2022,14:29:43,"Santiago, Región Metropolitana"
Xiaomi 11T,160000,13-10-2022,13:45:23,"Lo Espejo, Región Metropolitana"
Xaomi Note 10 5G 128gb,0,12-10-2022,14:08:26,"Quinta Normal, Región Metropolitana"
Xiaomi MI 11 LITE 5G NE,0,12-10-2022,13:03:58,"Quinta Normal, Región Metropolitana"
Xiaomi Redmi 10 128gb 6ram,0,12-10-2022,12:51:53,"San Miguel, Región Metropolitana"
Xiaomi 11,0,12-10-2022,12:01:28,"Estación Central, Región Metropolitana"
Teléfono Xiaomi REDMI note 8,0,12-10-2022,11:36:45,"Santiago, Región Metropolitana"
Celular Xiaomi Redmi 9,0,12-10-2022,10:31:00,"Las Condes, Región Metropolitana"
Xiaomi Watch S1 Active,0,11-10-2022,17:39:49,"Las Condes, Región Metropolitana"
Celular Xiaomi Mi 10T Pro 5G Dual SIM 256 GB azul,0,11-10-2022,15:51:16,"Cerrillos, Región Metropolitana"
Xiaomi MI 11 Lite 4g,0,11-10-2022,13:03:28,"Maipú, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
