pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
19,Samsung A54 -256GB,360000,24-05-2023,12:11:18,"Pudahuel, Región Metropolitana"
19,Samsung S20 FE,200000,24-05-2023,11:30:29,"Las Condes, Región Metropolitana"
19,Teléfono Samsung A 33,100000,24-05-2023,09:20:17,"El Bosque, Región Metropolitana"
19,Samsung A71,20000,24-05-2023,02:24:19,"Estación Central, Región Metropolitana"
19,Samsung galaxy z fold 3 512gb,500000,24-05-2023,00:36:34,"Lo Barnechea, Región Metropolitana"
19,Celular Samsung galaxi A02s negro ,60000,23-05-2023,18:11:07,"Quilicura, Región Metropolitana"
19,Reloj Samsung Galaxy Watch 3 45mm,150000,23-05-2023,16:49:37,"San Joaquín, Región Metropolitana"
19,Cargador Inalambrico 10w Philips iPhone Samsung Hu,29990,23-05-2023,13:08:43,"Providencia, Región Metropolitana"
19,Cargador Inalambrico Philips Para iPhone Samsung H,24990,23-05-2023,12:51:02,"Providencia, Región Metropolitana"
19,S9 Samsung ,105000,23-05-2023,12:33:42,"Paine, Región Metropolitana"
19,"Samsung Galaxy A04s Nuevo, Open Box",119990,23-05-2023,00:50:11,"Colina, Región Metropolitana"
19,Samsung Galaxy S21 5g En Excelente Estado,280000,23-05-2023,00:46:49,"Colina, Región Metropolitana"
19,Samsung Galaxy S21 Ultra Usado,380000,22-05-2023,23:37:51,"Macul, Región Metropolitana"
19,Samsung Galaxy A10s 2 años de uso (excelente estad,65000,22-05-2023,21:53:24,"Las Condes, Región Metropolitana"
19,Samsung galaxy s22+,600000,22-05-2023,18:48:01,"Maipú, Región Metropolitana"
19,Samsung s20,190000,22-05-2023,18:08:03,"Maipú, Región Metropolitana"
19,Samsung note 20,320000,22-05-2023,16:14:51,"La Florida, Región Metropolitana"
19,Celular Samsung S21,260000,22-05-2023,15:33:33,"Puente Alto, Región Metropolitana"
19,Samsung s20+,300000,22-05-2023,14:39:42,"Santiago, Región Metropolitana"
19,Camara Trasera Samsung Galaxy S6 920 / S6 Edge G92,18500,22-05-2023,13:33:49,"Macul, Región Metropolitana"
19,Samsung S21 5G + cargador samsung inalambrico,235000,22-05-2023,12:09:51,"Santiago, Región Metropolitana"
19,Samsung A33 5g 128 gb,130000,22-05-2023,10:44:11,"Las Condes, Región Metropolitana"
19,Samsung A71 Usado buen estado con caja y accesorio,200000,21-05-2023,21:28:30,"Santiago, Región Metropolitana"
19,Carcasas Samsung + 2 de iPhone NUEVAS,7000,21-05-2023,20:56:32,"San Bernardo, Región Metropolitana"
19,Samsung A52s,150000,21-05-2023,20:47:03,"La Pintana, Región Metropolitana"
19,Samsung Watch 4 Classic 46mm,160000,21-05-2023,18:36:41,"Santiago, Región Metropolitana"
19,Samsung s20 ultra,280000,21-05-2023,16:56:13,"Buin, Región Metropolitana"
19,Samsung A53 5G,200000,21-05-2023,16:39:34,"Providencia, Región Metropolitana"
19,Samsung a22 5g,60000,21-05-2023,15:18:48,"Santiago, Región Metropolitana"
19,Samsung Galaxy Z Flip4 5G,240000,21-05-2023,14:20:39,"Santiago, Región Metropolitana"
19,Samsung s21 5g,220000,21-05-2023,10:53:01,"Puente Alto, Región Metropolitana"
19,Samsung s23,420000,21-05-2023,10:01:41,"San Bernardo, Región Metropolitana"
19,Samsung s20fe,200000,20-05-2023,22:02:13,"Melipilla, Región Metropolitana"
19,Samsung a51,90000,20-05-2023,21:40:06,"Santiago, Región Metropolitana"
19,Reloj Samsumg Galaxy Watch4,55000,20-05-2023,19:21:03,"Ñuñoa, Región Metropolitana"
19,Samsung a10s,30000,20-05-2023,18:23:47,"La Granja, Región Metropolitana"
19,Samsung a71 128gb,15000,20-05-2023,16:24:01,"Puente Alto, Región Metropolitana"
19,Samsung s20 FE ,160000,20-05-2023,15:54:17,"Estación Central, Región Metropolitana"
19,celulares Samsung S21+ y el iPhone XR ,60000,19-05-2023,21:22:38,"San Miguel, Región Metropolitana"
19,Tablet samsung ,60000,19-05-2023,15:44:36,"Cerro Navia, Región Metropolitana"
19,Tablet samsung usado como nuevo,90000,19-05-2023,15:39:28,"Cerro Navia, Región Metropolitana"
19,Cambio Cristal Glass Samsung Galaxy Note 10,7990,19-05-2023,12:36:47,"Providencia, Región Metropolitana"
19,Flex Main Samsung Galaxy Note 10 Lite,8900,19-05-2023,12:36:31,"Providencia, Región Metropolitana"
19,Flex Lcd Signal Compatible Samsung Note 10 Sm-n970,600000,19-05-2023,11:55:23,"Providencia, Región Metropolitana"
19,Samsung galaxy z flip 4 256gb,15000,19-05-2023,09:19:09,"Recoleta, Región Metropolitana"
19,Samsung T459 Samsung M2710 Nokia X6 Nokia C6-01,780000,19-05-2023,07:00:57,"Puente Alto, Región Metropolitana"
19,Samsung Galaxy S23 Nuevo,0,19-05-2023,04:02:25,"San Bernardo, Región Metropolitana"
19,0,0,0,,0
19,0,0,0,,0
19,0,0,0,,0
