pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
41,Samsung s22 ultra 128 gb Phantom Black,620000,16-01-2023,18:29:16,"Independencia, Región Metropolitana"
41,Samsung A30s,80000,16-01-2023,18:24:00,"San Ramón, Región Metropolitana"
41,Celular Samsung S20 Fe,200000,16-01-2023,18:24:00,"San Joaquín, Región Metropolitana"
41,Samsung A51,95000,16-01-2023,14:47:00,"La Cisterna, Región Metropolitana"
41,Samsung galaxy A20s rojo,100000,16-01-2023,14:04:03,"Las Condes, Región Metropolitana"
41,Samsung galaxy A20s rojo,100000,16-01-2023,14:04:02,"Las Condes, Región Metropolitana"
41,Telefono celular samsung a32 4g,100000,16-01-2023,14:04:02,"Lo Barnechea, Región Metropolitana"
41,Samsung Galaxy Watch Active 2,100000,16-01-2023,13:40:25,"Las Condes, Región Metropolitana"
41,Samsung note 10+,250000,16-01-2023,13:10:50,"Independencia, Región Metropolitana"
41,Samsung s20 FE DUAL SIM,200000,16-01-2023,12:57:38,"Lampa, Región Metropolitana"
41,Samsung Galaxy A51,70000,16-01-2023,10:52:25,"Padre Hurtado, Región Metropolitana"
41,Samsung Galaxy Watch,59900,16-01-2023,08:18:16,"Las Condes, Región Metropolitana"
41,Samsung A50,130000,15-01-2023,22:21:44,"Macul, Región Metropolitana"
41,Celular Samsung A50,130000,15-01-2023,20:20:16,"Macul, Región Metropolitana"
41,Samsung galaxy A20s rojo,100000,15-01-2023,17:56:18,"Las Condes, Región Metropolitana"
41,Telefono celular samsung a32 4g,100000,15-01-2023,17:50:10,"Lo Barnechea, Región Metropolitana"
41,Samsung Galaxy Watch,50000,15-01-2023,15:54:13,"San Bernardo, Región Metropolitana"
41,Mica glass samsung S8 plus,3000,15-01-2023,05:17:12,"Peñaflor, Región Metropolitana"
41,Samsung J7 Neo ,25000,15-01-2023,03:03:56,"Santiago, Región Metropolitana"
41,Pantalla samsung galaxy s10,150000,15-01-2023,00:13:16,"La Florida, Región Metropolitana"
41,Samsung 16 g 8 pulgadas excelente estado,55000,14-01-2023,23:37:36,"La Florida, Región Metropolitana"
41,Celulares samsung,250000,14-01-2023,17:24:15,"Colina, Región Metropolitana"
41,Samsung A72,99000,14-01-2023,05:53:36,"Pudahuel, Región Metropolitana"
41,Samsung A04 64 GB Nuevo y Sellado,110000,13-01-2023,21:56:00,"Santiago, Región Metropolitana"
41,Tablet Samsung,900000,13-01-2023,16:52:47,"Lampa, Región Metropolitana"
41,Samsung Galaxy Z Flip4,4500,13-01-2023,16:30:46,"Huechuraba, Región Metropolitana"
41,Samsung galaxy a10s sin cargador ,10500,13-01-2023,15:41:11,"La Cisterna, Región Metropolitana"
41,Bandeja Samsung Galaxy Note 8 Dual Sim Micro Sd,90000,13-01-2023,12:57:04,"Providencia, Región Metropolitana"
41,"Flex De Carga Samsung Galaxy Note 3 N9000-06, Orig",99000,13-01-2023,12:55:07,"Macul, Región Metropolitana"
41,Smartphone Celular Samsung Nuevo S9,20000,13-01-2023,01:05:28,"Ñuñoa, Región Metropolitana"
41,Reloj samsung galaxy watch active 2,170000,12-01-2023,22:50:09,"La Cisterna, Región Metropolitana"
41,Samsung j5,200000,12-01-2023,19:27:04,"La Cisterna, Región Metropolitana"
41,Samsung A53 5G,300000,12-01-2023,17:32:00,"Providencia, Región Metropolitana"
41,"Samsung A52 (128GB, 6GB RAM) usado",70000,12-01-2023,14:09:13,"Peñalolén, Región Metropolitana"
41,Samsung galaxy s20+,7700,12-01-2023,12:52:57,"Maipú, Región Metropolitana"
41,Samsung A12,150000,12-01-2023,12:44:32,"Santiago, Región Metropolitana"
41,Flex De Carga A10s Compatible Samsung Galaxy A10s,200000,12-01-2023,12:42:55,"Macul, Región Metropolitana"
41,Reloj wacht samsung clasic 4,150000,12-01-2023,11:37:48,"Santiago, Región Metropolitana"
41,Samsung Galaxy Watch Active GREEN,55000,12-01-2023,09:23:15,"Las Condes, Región Metropolitana"
41,Samsung S10,149000,12-01-2023,00:00:17,"Puente Alto, Región Metropolitana"
41,Samsung note 20 ultra pantalla mala ,15000,11-01-2023,16:47:34,"Maipú, Región Metropolitana"
41,Samsung Galaxy A20s (Usado),10000,11-01-2023,16:23:22,"Maipú, Región Metropolitana"
41,Samsung S9 Plus Excelente estado con 3 carcasas,200000,11-01-2023,14:53:25,"Las Condes, Región Metropolitana"
41,Samsung Cargador Ep-7a200 original,160000,11-01-2023,14:33:59,"Maipú, Región Metropolitana"
41,Samsung Cargador Ep-7a50ewe Original,0,11-01-2023,13:58:59,"Maipú, Región Metropolitana"
41,Samsung A71,0,11-01-2023,13:04:33,"San Miguel, Región Metropolitana"
41,Samsung a22,0,11-01-2023,12:09:07,"Recoleta, Región Metropolitana"
41,0,0,0,,0
41,0,0,0,,0
41,0,0,0,,0
